,regen5,norway,cat_bield,great_wood,regen5,regen3,regen7,regen1,regen2,regen4,regen4,regen2,regen6,regen7,norway,great_wood,regen6,regen3,cat_bield,regen1
,temperature,relative humidity,temperature,relative humidity,relative humidity,temperature,relative humidity,relative humidity,relative humidity,temperature,relative humidity,temperature,temperature,temperature,temperature,temperature,relative humidity,relative humidity,relative humidity,temperature
2023-06-24 08:30:00,15.544,102.24,16.57,101.15,101.757,16.058,101.87,100.522,102.497,15.598,102.11,16.072,15.554,15.542,15.575,15.621,102.062,102.739,103.207,15.611
2023-06-24 09:00:00,16.546,103.237,17.571,101.15,101.263,17.06,101.87,98.59,102.497,15.598,102.11,16.072,15.554,16.545,15.575,16.122,102.569,102.739,99.458,17.114
2023-06-24 09:30:00,17.046,103.237,18.572,99.613,101.263,17.06,101.383,98.103,103.428,16.6,102.11,17.574,16.556,17.046,16.076,16.623,104.079,102.739,98.024,17.114
2023-06-24 10:00:00,18.047,103.237,20.574,100.127,99.269,18.061,98.925,94.648,100.614,17.101,102.597,17.574,16.556,17.547,16.577,17.123,102.062,100.231,91.637,18.616
2023-06-24 10:30:00,19.048,102.24,20.574,97.541,94.16,19.562,96.421,86.979,97.254,17.602,102.11,18.575,17.558,18.549,17.077,18.125,99.507,95.633,87.049,20.118
2023-06-24 11:00:00,18.548,98.71,20.074,93.323,94.679,19.062,96.925,89.576,92.811,18.603,102.11,19.576,18.059,18.048,17.578,19.126,97.435,95.633,90.629,19.117
2023-06-24 11:30:00,18.548,98.71,19.073,96.496,93.117,18.561,96.421,89.06,92.811,18.103,100.639,19.075,18.059,18.549,17.578,18.625,98.991,95.115,90.629,19.117
2023-06-24 12:00:00,17.547,97.69,19.073,94.387,92.067,18.061,94.897,89.576,93.312,17.602,99.649,19.075,18.059,17.547,17.578,18.125,96.39,95.115,90.629,18.115
2023-06-24 12:30:00,18.548,97.69,20.574,93.323,91.539,19.062,92.84,86.979,91.3,17.101,99.649,18.575,17.057,18.048,17.077,17.624,95.865,94.076,84.442,19.117
2023-06-24 13:00:00,18.047,96.149,19.073,90.094,91.009,18.061,93.872,86.979,89.26,17.602,100.145,19.075,17.558,18.048,17.578,18.625,95.339,93.032,88.594,18.616
2023-06-24 13:30:00,17.547,95.115,18.572,92.253,91.539,17.56,93.357,88.542,90.792,17.101,97.144,18.575,17.057,17.547,17.077,18.125,94.282,93.032,89.105,17.615
2023-06-24 14:00:00,18.047,95.633,19.573,92.789,90.478,18.061,91.801,85.929,91.3,16.6,98.151,18.074,17.057,18.048,17.077,17.624,93.751,91.982,86.531,18.616
2023-06-24 14:30:00,18.548,94.596,19.573,91.176,88.873,18.561,89.171,81.665,90.283,17.101,97.144,19.075,17.057,18.549,17.077,18.125,93.219,90.927,84.442,19.117
2023-06-24 15:00:00,18.548,94.076,19.573,89.005,86.162,18.561,87.572,80.039,86.672,17.602,96.129,19.075,17.558,18.048,17.578,18.125,89.992,93.032,83.916,19.117
2023-06-24 15:30:00,19.548,94.596,20.574,89.55,84.514,19.062,85.414,77.297,84.571,17.602,96.129,19.576,18.059,19.55,17.578,18.625,90.534,89.866,81.258,20.619
2023-06-24 16:00:00,19.548,91.982,21.075,87.909,85.066,19.562,84.324,77.297,85.099,18.103,93.561,21.077,18.559,19.55,18.078,19.126,86.711,87.729,79.644,20.619
2023-06-24 16:30:00,19.548,88.265,21.075,84.586,83.962,19.562,83.777,77.297,81.369,18.603,91.999,21.077,18.559,19.049,18.078,19.126,87.811,88.8,79.644,20.118
2023-06-24 17:00:00,19.048,90.927,20.074,87.359,86.162,19.062,86.497,80.039,80.288,18.603,89.36,20.076,18.559,19.049,18.078,19.126,85.05,89.866,82.858,19.617
2023-06-24 17:30:00,18.548,90.927,20.074,87.359,87.794,18.561,89.171,81.124,85.625,18.103,92.522,20.076,18.059,18.549,18.078,18.625,88.359,88.265,82.858,19.617
2023-06-24 18:00:00,18.047,94.076,19.573,88.458,89.41,18.561,89.701,84.873,86.672,18.103,92.522,19.576,18.059,18.048,17.578,18.625,90.534,89.866,87.049,19.117
2023-06-24 18:30:00,18.548,93.555,21.075,90.636,88.334,18.561,89.171,84.873,87.713,17.602,94.079,19.075,17.558,18.549,17.578,18.125,92.149,89.866,80.183,19.117
2023-06-24 19:00:00,18.548,94.076,20.074,88.458,92.067,18.561,90.229,84.873,87.193,18.103,95.107,19.075,18.059,18.048,17.578,18.625,91.074,90.397,83.916,19.117
2023-06-24 19:30:00,18.548,93.555,20.074,89.55,89.945,18.561,91.279,85.929,88.746,17.602,93.561,19.075,17.558,18.549,17.578,18.625,92.685,91.455,84.967,18.616
2023-06-24 20:00:00,18.047,93.032,19.073,90.094,91.009,18.061,92.84,86.979,88.23,17.602,96.129,19.075,17.558,18.048,17.578,18.625,92.149,92.508,88.081,18.616
2023-06-24 20:30:00,17.547,95.633,19.073,90.636,95.712,17.56,94.386,92.132,89.773,17.602,96.129,19.075,17.558,17.547,17.578,18.125,95.339,94.596,90.629,17.615
2023-06-24 21:00:00,17.046,97.178,17.571,92.789,96.737,17.56,96.421,93.143,92.811,17.101,97.144,18.074,17.057,17.046,17.077,18.125,97.435,96.149,94.62,17.114
2023-06-24 21:30:00,16.045,97.69,17.071,95.971,98.262,17.06,97.428,96.632,95.297,17.101,98.652,17.574,17.057,16.044,17.077,17.123,98.991,96.664,96.575,16.112
2023-06-24 22:00:00,15.044,98.71,15.569,95.971,98.262,16.058,98.427,97.614,96.767,16.6,98.652,16.573,16.556,15.041,16.577,17.123,97.955,96.664,98.981,14.609
2023-06-24 22:30:00,14.543,98.71,15.068,95.971,99.77,15.558,99.42,98.59,98.223,15.598,98.652,15.571,15.554,14.039,15.575,16.122,98.991,98.201,99.932,14.108
2023-06-24 23:00:00,14.042,100.231,15.068,98.062,101.263,15.057,100.405,100.522,99.663,14.596,99.152,14.57,15.053,13.537,14.574,15.621,99.507,100.231,100.876,13.607
2023-06-24 23:30:00,14.543,100.735,15.569,98.58,102.249,15.558,100.895,101.479,101.087,14.095,100.145,14.069,14.552,14.039,14.574,15.121,100.534,100.735,102.744,14.108
2023-06-25 00:00:00,15.544,101.74,16.57,100.127,102.739,15.558,101.383,101.954,102.497,15.097,101.621,14.57,15.053,15.041,14.574,15.121,101.045,99.726,101.814,15.611
2023-06-25 00:30:00,17.046,102.24,18.072,99.097,100.269,17.56,103.318,98.103,102.963,16.099,101.621,15.571,16.055,16.044,14.574,15.621,101.554,96.149,94.127,16.613
2023-06-25 01:00:00,19.048,101.74,19.073,91.176,87.252,18.561,96.421,83.81,102.963,16.6,100.145,16.573,17.057,17.547,16.577,18.625,99.507,91.455,88.594,19.117
2023-06-25 01:30:00,19.048,95.115,19.073,86.808,83.962,19.062,89.701,80.582,91.805,18.603,90.949,18.575,18.559,18.549,17.578,19.126,89.449,88.8,87.566,19.617
2023-06-25 02:00:00,19.548,93.032,19.573,84.026,83.407,19.562,89.701,81.665,88.23,19.104,85.59,19.075,18.559,18.549,18.078,19.126,88.359,86.112,85.49,19.617
2023-06-25 02:30:00,19.548,91.982,19.573,82.903,82.851,19.562,90.229,81.124,87.713,19.104,87.755,19.075,18.559,18.549,18.078,19.626,88.359,85.571,84.442,19.617
2023-06-25 03:00:00,19.548,90.927,19.573,81.773,82.851,19.562,88.64,81.665,85.625,19.104,87.217,19.576,19.06,18.549,18.579,19.626,87.262,85.571,84.442,19.617
2023-06-25 03:30:00,18.548,91.455,19.073,81.773,84.514,18.561,89.701,83.81,86.15,19.104,87.217,19.075,18.559,18.048,18.078,20.127,88.905,88.8,86.531,18.616
2023-06-25 04:00:00,17.547,90.927,18.072,84.586,88.334,18.061,89.171,86.455,88.23,18.103,89.36,18.575,17.558,18.048,18.078,19.126,93.219,90.927,89.615,17.615
2023-06-25 04:30:00,17.547,92.508,18.072,89.005,89.41,18.061,88.64,86.455,88.746,17.602,93.561,18.074,17.558,17.547,17.578,18.125,90.534,89.334,89.105,17.615
2023-06-25 05:00:00,17.046,93.555,18.072,87.909,91.009,18.061,90.229,87.502,88.23,17.101,93.561,18.074,17.558,17.046,17.077,18.125,89.992,89.866,89.615,17.615
2023-06-25 05:30:00,17.547,94.596,18.072,88.458,89.41,17.56,90.754,85.929,89.26,16.6,95.107,17.574,17.558,17.547,17.077,17.624,89.992,90.927,90.123,17.615
2023-06-25 06:00:00,18.047,93.032,18.572,88.458,86.162,18.061,89.171,83.276,88.746,17.101,95.619,18.074,17.558,17.547,17.077,17.624,88.905,90.397,86.531,18.115
2023-06-25 06:30:00,18.047,93.032,18.572,86.255,83.962,18.061,89.171,80.039,86.15,17.101,95.107,18.575,17.558,17.547,17.077,18.125,87.811,87.729,86.012,18.616
2023-06-25 07:00:00,18.047,90.927,19.073,84.586,85.615,18.061,89.171,82.203,86.15,17.602,88.292,18.575,17.558,18.048,17.578,18.625,88.359,88.8,86.531,18.616
2023-06-25 07:30:00,18.548,91.455,19.073,86.255,80.607,18.561,83.777,77.848,85.099,17.602,90.421,18.575,17.558,18.048,17.578,18.625,92.149,88.265,83.388,19.117
2023-06-25 08:00:00,19.048,90.397,20.074,83.465,83.407,18.561,86.497,77.848,82.443,18.103,86.134,19.075,18.059,18.549,17.578,18.625,86.711,89.334,82.858,19.617
2023-06-25 08:30:00,19.048,89.866,20.574,86.255,81.171,19.062,81.569,75.074,82.978,18.103,89.36,19.576,18.059,19.049,17.578,18.625,88.359,86.653,79.102,20.118
2023-06-25 09:00:00,20.549,88.265,23.076,84.026,74.29,20.563,75.348,65.34,84.042,18.103,90.949,20.076,18.059,21.052,18.078,19.126,87.262,76.724,69.067,23.621
2023-06-25 09:30:00,20.549,86.112,23.076,77.769,73.705,21.063,73.613,63.574,73.657,20.105,80.053,22.077,19.561,20.551,19.079,20.627,82.814,75.594,67.342,23.12
2023-06-25 10:00:00,20.549,80.082,23.076,73.688,71.348,21.063,72.448,61.197,73.657,20.105,78.357,22.077,19.561,21.052,19.079,20.627,78.843,73.318,67.919,22.62
2023-06-25 10:30:00,21.049,77.849,24.076,75.447,72.53,21.563,70.096,62.389,70.822,20.105,76.645,21.577,19.561,21.553,19.58,20.627,75.96,72.746,66.764,23.12
2023-06-25 11:00:00,21.049,78.409,24.576,71.916,68.36,22.064,66.513,59.998,70.25,20.105,75.495,22.578,20.061,22.053,19.58,21.127,73.627,69.865,62.076,23.621
2023-06-25 11:30:00,21.55,72.746,25.076,74.276,68.36,22.064,67.115,61.197,66.197,20.605,74.337,22.578,20.061,22.053,19.58,21.127,72.451,69.285,62.076,23.621
2023-06-25 12:00:00,20.549,73.318,23.076,72.508,70.754,21.063,72.448,64.753,69.1,20.605,73.756,23.078,20.562,21.052,20.08,21.628,74.797,75.027,66.184,22.12
2023-06-25 12:30:00,19.548,76.724,21.575,73.099,68.36,20.062,68.909,62.982,70.822,20.105,74.917,22.077,20.061,20.051,19.58,20.627,74.213,72.173,67.919,20.619
2023-06-25 13:00:00,19.548,73.318,20.074,71.916,73.705,19.062,72.448,68.252,66.781,19.104,75.495,20.576,19.06,19.049,19.079,20.127,71.269,78.409,72.473,20.118
2023-06-25 13:30:00,16.546,76.724,17.071,76.611,88.873,17.56,87.035,84.342,71.961,19.104,82.289,20.076,18.559,17.046,18.078,19.126,74.797,86.653,87.566,17.114
2023-06-25 14:00:00,16.546,87.192,17.071,85.7,92.593,17.06,91.801,89.06,86.15,17.101,89.36,17.574,16.556,16.545,17.077,17.123,88.359,91.455,90.629,16.613
2023-06-25 14:30:00,15.544,90.397,16.069,89.55,92.593,16.058,92.84,91.114,89.773,16.6,93.561,17.073,16.556,15.542,16.577,16.623,91.074,90.397,92.138,15.611
2023-06-25 15:00:00,14.543,90.397,15.068,90.094,95.196,15.057,95.915,94.148,92.309,16.099,94.594,16.072,15.554,14.54,15.575,16.122,92.685,93.032,94.127,14.609
2023-06-25 15:30:00,13.542,93.032,14.567,92.789,98.262,14.055,97.929,97.614,94.308,15.097,96.129,15.071,14.552,14.039,14.574,15.121,95.339,99.219,97.543,13.607
2023-06-25 16:00:00,14.042,99.219,15.068,98.062,99.269,14.055,100.405,97.614,98.704,14.095,99.152,14.069,14.051,14.039,13.572,14.119,99.507,100.735,98.024,14.108
2023-06-25 16:30:00,15.544,99.726,18.572,99.097,94.16,15.057,94.897,85.929,99.184,14.095,98.652,14.57,14.051,16.044,13.572,14.119,101.045,97.178,86.531,17.114
2023-06-25 17:00:00,15.544,98.201,17.571,94.917,95.712,15.057,97.428,91.114,90.792,15.097,100.639,17.073,15.053,15.542,14.574,15.621,97.955,97.178,89.615,16.613
2023-06-25 17:30:00,15.544,97.69,17.071,93.856,95.196,15.558,96.925,88.542,88.746,15.097,100.145,16.573,14.552,16.044,14.574,15.621,97.955,98.71,88.081,17.114
2023-06-25 18:00:00,15.544,97.69,18.072,91.176,94.16,15.057,94.386,85.402,90.283,15.598,100.639,17.073,15.053,16.044,14.574,15.621,96.39,96.664,81.793,17.114
2023-06-25 18:30:00,15.044,96.664,17.571,90.636,95.712,15.057,94.386,89.06,90.792,15.097,99.152,17.073,14.552,15.542,14.073,16.122,96.913,98.201,86.531,16.112
2023-06-25 19:00:00,15.044,97.178,16.57,92.253,97.247,15.558,95.915,91.114,92.811,14.596,100.639,16.573,14.552,15.542,14.574,15.621,99.507,97.178,87.049,16.112
2023-06-25 19:30:00,15.044,97.69,16.069,90.636,96.737,15.057,96.925,90.603,93.312,15.097,100.639,16.072,14.552,15.041,14.574,15.621,96.913,95.633,90.629,15.611
2023-06-25 20:00:00,14.543,96.664,15.569,93.323,95.712,14.556,97.929,93.143,93.811,15.097,100.145,15.571,14.552,14.54,14.574,15.121,96.913,98.71,95.111,14.609
2023-06-25 20:30:00,14.042,99.219,14.567,95.971,99.269,14.556,99.42,96.139,96.767,14.596,100.639,15.071,14.051,14.039,14.073,14.62,98.474,99.726,97.543,14.108
2023-06-25 21:00:00,12.54,100.231,13.565,98.58,98.766,13.054,99.913,96.139,97.739,14.095,100.145,14.57,14.051,12.534,14.073,14.119,99.507,99.726,94.62,12.604
2023-06-25 21:30:00,12.54,98.71,13.065,95.971,100.269,13.054,100.895,99.075,99.184,13.093,100.639,13.067,12.547,12.534,12.57,13.117,100.534,100.735,97.06,12.103
2023-06-25 22:00:00,12.039,101.238,13.565,97.02,100.269,12.553,101.383,99.559,100.139,12.592,101.131,12.567,12.547,12.033,12.57,13.117,101.045,99.726,92.638,11.601
2023-06-25 22:30:00,11.539,101.238,13.065,95.971,101.263,12.052,101.383,100.522,100.614,12.592,102.597,12.066,12.046,11.531,12.069,13.117,101.554,100.231,90.123,11.1
2023-06-25 23:00:00,11.539,101.238,12.063,99.613,102.249,12.052,101.87,101.001,102.497,12.091,101.621,11.565,11.545,11.029,12.069,12.115,102.062,101.238,98.981,11.1
2023-06-25 23:30:00,11.539,101.74,11.562,99.613,101.263,11.551,101.87,101.954,102.029,12.091,100.639,11.565,11.545,11.029,11.569,12.115,103.074,101.238,98.024,10.599
2023-06-26 00:00:00,10.537,101.74,11.562,100.639,102.249,11.551,102.837,101.954,102.497,11.589,102.11,11.064,11.545,10.528,11.569,11.614,102.062,101.238,99.458,10.097
2023-06-26 00:30:00,10.537,101.238,12.564,99.097,102.249,11.551,102.837,101.954,102.497,11.088,101.621,10.563,11.043,10.026,11.067,11.614,101.554,102.24,95.601,9.595
2023-06-26 01:00:00,10.537,102.24,12.564,100.127,103.714,11.551,102.354,102.429,102.963,11.088,103.082,10.062,11.043,11.029,11.067,11.614,102.569,102.739,98.503,10.599
2023-06-26 01:30:00,11.539,103.237,12.564,100.639,103.228,12.052,102.837,101.954,103.428,11.088,102.597,11.565,11.043,11.531,10.566,12.115,104.079,103.237,99.458,11.1
2023-06-26 02:00:00,11.539,103.237,12.564,99.613,102.739,12.052,102.837,102.429,103.891,11.589,103.082,11.565,11.545,11.531,11.569,12.616,103.074,102.739,97.543,11.1
2023-06-26 02:30:00,11.539,102.739,12.564,100.639,101.757,12.052,102.354,102.429,103.428,12.091,103.082,12.066,12.046,11.531,11.569,12.616,102.569,102.739,98.503,11.1
2023-06-26 03:00:00,12.039,102.739,12.564,99.097,102.739,12.052,102.354,102.429,102.497,12.091,102.597,12.066,12.046,11.531,11.569,12.115,103.074,102.24,98.981,11.1
2023-06-26 03:30:00,11.539,104.721,12.063,99.097,102.249,12.052,102.354,101.954,103.428,12.091,102.597,12.066,12.046,11.029,12.069,12.115,102.569,102.24,95.601,10.599
2023-06-26 04:00:00,11.038,103.237,10.559,97.02,102.249,11.05,101.383,101.479,102.497,11.589,102.11,11.565,11.545,11.029,11.569,12.115,102.062,101.238,100.405,10.097
2023-06-26 04:30:00,11.038,101.74,10.559,98.58,102.739,11.05,102.837,101.954,101.559,11.589,101.131,11.064,11.043,10.528,11.067,11.614,102.569,102.24,104.128,10.097
2023-06-26 05:00:00,11.038,102.739,11.562,99.613,102.739,11.05,102.837,102.901,102.963,11.088,102.597,10.563,11.043,11.029,10.566,11.113,102.062,102.739,103.668,10.599
2023-06-26 05:30:00,11.539,102.24,11.562,100.639,103.228,11.551,103.318,103.372,103.428,11.088,102.597,11.064,11.043,11.531,11.067,11.113,103.577,103.733,104.128,11.1
2023-06-26 06:00:00,11.539,102.739,12.063,100.639,103.228,12.052,103.318,102.429,103.891,11.589,102.597,11.565,11.545,11.531,11.067,11.614,103.074,102.739,103.207,11.1
2023-06-26 06:30:00,12.039,103.733,12.564,101.659,101.757,12.052,102.837,100.522,103.428,12.091,103.565,12.066,11.545,12.033,11.569,12.115,103.577,103.237,100.405,12.103
2023-06-26 07:00:00,12.039,103.237,13.065,101.659,100.767,12.553,103.797,99.075,102.963,12.091,103.082,12.567,12.046,12.033,11.569,12.115,102.569,104.228,97.06,12.604
2023-06-26 07:30:00,12.54,102.24,14.066,100.127,100.767,13.054,101.87,98.103,101.559,12.091,103.565,12.567,12.046,12.534,12.069,12.616,103.074,101.74,96.575,13.105
2023-06-26 08:00:00,13.041,100.735,14.066,98.58,97.755,13.054,99.42,92.132,100.139,12.592,103.082,13.067,12.547,13.036,12.069,13.117,103.074,99.726,93.632,14.108
2023-06-26 08:30:00,13.542,100.735,15.068,93.323,96.225,13.555,98.427,88.542,97.254,13.093,102.597,14.069,12.547,13.036,12.57,13.117,100.534,99.219,89.615,15.11
2023-06-26 09:00:00,13.542,99.219,15.068,95.971,96.225,14.055,98.925,86.455,95.297,13.093,102.11,14.069,13.049,13.036,12.57,13.618,98.991,94.596,83.916,14.108
2023-06-26 09:30:00,13.542,94.596,16.069,90.094,91.539,14.556,96.421,83.81,93.312,13.093,100.639,13.568,12.547,13.036,13.071,14.119,96.39,87.729,82.858,15.11
2023-06-26 10:00:00,15.044,92.508,16.069,89.005,88.334,14.556,93.357,74.515,91.805,13.093,99.649,14.57,13.049,14.54,13.572,14.62,92.685,90.397,79.644,17.615
2023-06-26 10:30:00,15.044,86.653,16.57,85.7,86.708,15.057,88.64,74.515,84.571,14.095,100.639,15.571,13.55,15.542,13.572,14.119,90.534,87.192,80.722,17.114
2023-06-26 11:00:00,15.044,85.571,16.57,84.026,85.066,16.058,85.414,75.632,84.571,14.095,96.129,16.573,13.55,15.542,14.073,15.121,88.905,85.571,77.467,16.613
2023-06-26 11:30:00,15.544,85.028,17.071,84.586,82.292,15.558,84.324,72.826,81.907,14.596,95.619,16.573,14.051,15.041,14.073,15.121,87.262,81.742,75.817,17.114
2023-06-26 12:00:00,16.045,85.028,17.571,81.773,80.607,16.058,80.454,73.39,80.288,15.097,90.949,16.072,14.552,15.542,14.073,15.121,83.935,81.742,76.919,17.114
2023-06-26 12:30:00,17.046,81.19,17.571,81.206,77.763,15.558,78.768,69.979,77.003,15.097,85.59,17.073,14.552,16.545,14.574,15.121,84.494,85.571,79.644,18.115
2023-06-26 13:00:00,16.546,83.938,20.074,82.339,76.612,17.56,79.894,69.979,75.338,16.099,81.733,17.574,15.053,17.046,14.574,15.121,80.554,78.968,69.067,18.115
2023-06-26 13:30:00,16.546,82.293,21.575,81.206,79.475,17.56,77.635,69.979,74.779,15.598,83.948,17.574,15.053,16.545,15.575,17.123,83.376,77.849,60.887,17.615
2023-06-26 14:00:00,16.546,77.849,20.074,77.191,77.763,16.559,79.894,71.692,75.895,15.598,85.59,17.073,15.053,16.545,15.575,16.623,81.687,77.849,65.602,18.115
2023-06-26 14:30:00,18.047,79.525,17.571,78.346,67.757,16.058,72.448,62.389,73.094,16.099,83.397,17.574,15.053,17.547,15.075,16.122,81.687,79.525,69.639,19.617
2023-06-26 15:00:00,16.546,80.637,18.072,77.769,76.034,16.058,75.922,67.092,69.1,16.6,80.053,19.075,15.554,16.545,15.075,16.122,76.54,81.19,72.473,18.115
2023-06-26 15:30:00,16.546,79.525,17.571,80.066,76.612,16.058,78.202,68.829,73.657,16.099,82.844,17.574,15.554,16.545,15.075,15.621,79.415,82.843,70.777,17.615
2023-06-26 16:00:00,17.046,82.293,20.574,80.066,76.612,16.058,75.348,68.252,74.219,15.598,82.844,18.074,15.053,16.545,15.075,16.122,79.985,79.525,62.668,17.615
2023-06-26 16:30:00,16.546,80.637,18.072,76.611,77.763,15.558,77.066,70.552,71.961,16.099,83.397,17.574,15.554,16.044,15.075,16.122,78.843,80.082,70.209,17.114
2023-06-26 17:00:00,16.546,81.19,18.072,79.494,74.873,16.058,78.202,68.252,74.779,16.099,83.948,17.574,15.554,16.545,15.075,16.122,78.269,83.938,73.034,18.616
2023-06-26 17:30:00,16.546,80.637,19.073,79.494,76.612,16.058,79.332,71.692,72.528,16.099,83.948,18.074,16.055,16.044,15.075,16.122,75.96,84.484,71.344,17.615
2023-06-26 18:00:00,15.544,80.637,17.071,80.637,81.732,15.558,83.228,77.297,74.219,15.598,85.59,17.574,15.554,15.542,15.075,16.122,79.985,84.484,78.014,16.112
2023-06-26 18:30:00,15.544,83.391,17.071,82.903,82.292,15.558,82.676,77.297,80.288,15.598,85.59,16.573,15.053,15.542,15.075,15.621,83.935,85.028,78.559,16.112
2023-06-26 19:00:00,15.044,84.484,16.069,83.465,83.962,15.057,84.87,80.582,77.555,15.097,87.755,17.073,15.053,15.041,14.574,15.621,83.935,86.653,81.258,15.11
2023-06-26 19:30:00,15.044,86.653,16.069,85.143,84.514,15.057,85.414,80.582,83.511,14.596,88.292,15.571,14.552,15.041,14.574,15.121,86.159,86.653,82.858,15.611
2023-06-26 20:00:00,15.044,86.653,15.569,84.586,86.708,14.556,85.956,83.276,82.978,14.596,88.827,15.571,14.552,14.54,14.574,15.121,86.711,88.8,84.967,15.11
2023-06-26 20:30:00,14.543,87.729,15.068,87.359,88.873,14.556,89.171,85.402,85.625,14.596,89.36,15.571,14.552,14.54,14.073,14.62,88.359,90.397,88.594,14.609
2023-06-26 21:00:00,14.042,89.334,15.068,90.636,92.593,14.556,91.801,89.06,87.713,14.596,92.522,15.071,14.051,14.039,14.073,14.62,90.534,93.555,90.629,14.108
2023-06-26 21:30:00,14.042,93.032,14.567,91.715,93.64,14.055,95.407,91.624,90.792,14.095,95.107,14.57,14.051,14.039,14.073,14.62,93.219,94.596,92.138,13.607
2023-06-26 22:00:00,13.542,94.596,13.565,93.856,94.679,13.555,96.421,94.648,93.811,14.095,96.129,14.069,14.051,13.036,14.073,14.119,94.282,95.633,94.62,12.604
2023-06-26 22:30:00,13.041,96.149,12.564,93.856,96.737,13.054,96.421,99.075,94.803,13.594,96.637,13.568,13.55,13.036,13.572,13.618,94.282,97.69,98.024,12.103
2023-06-26 23:00:00,12.54,96.664,12.564,94.917,98.766,13.054,97.428,99.559,96.279,13.093,98.151,13.067,13.049,13.036,13.071,13.618,95.865,97.69,99.458,12.103
2023-06-26 23:30:00,12.54,97.178,12.063,95.971,98.766,13.054,98.925,100.042,98.704,13.093,99.649,13.067,13.049,12.033,12.57,13.117,97.435,98.71,100.405,12.103
2023-06-27 00:00:00,12.039,98.201,11.562,98.062,100.269,12.553,98.925,98.59,98.704,12.592,99.649,12.567,12.547,11.531,12.57,13.117,98.991,98.201,101.346,11.1
2023-06-27 00:30:00,11.539,98.71,11.061,97.02,100.269,12.553,100.895,101.001,99.184,12.091,100.639,12.066,12.046,11.029,12.069,12.616,98.991,99.219,101.346,10.599
2023-06-27 01:00:00,11.038,99.726,12.063,99.097,101.263,12.553,100.895,102.901,100.614,11.589,99.649,11.565,12.046,10.528,11.569,12.115,98.991,100.231,103.207,10.599
2023-06-27 01:30:00,11.038,100.231,11.562,99.097,101.263,12.052,102.354,101.954,101.559,11.589,100.145,11.064,11.545,10.528,11.569,12.115,100.534,99.726,101.814,10.599
2023-06-27 02:00:00,11.539,99.726,12.063,99.613,101.263,12.553,101.87,102.429,101.559,11.589,101.131,11.064,11.545,11.029,11.569,12.115,100.021,101.238,102.744,11.1
2023-06-27 02:30:00,11.539,101.74,12.564,100.127,101.757,12.553,102.354,101.479,102.963,12.091,101.621,11.565,12.046,12.033,11.569,12.115,101.045,100.735,102.28,11.601
2023-06-27 03:00:00,12.039,100.735,12.564,101.15,101.757,13.054,101.383,101.954,102.029,12.091,101.621,12.066,12.046,12.033,11.569,12.616,101.045,100.735,101.814,12.103
2023-06-27 03:30:00,12.039,100.231,12.564,98.58,100.767,13.054,100.895,102.901,102.029,12.592,101.131,12.567,12.547,11.531,12.069,12.616,100.534,99.726,103.207,11.1
2023-06-27 04:00:00,12.039,100.735,12.564,99.097,101.263,13.054,101.87,101.479,101.559,12.592,101.131,12.066,12.547,12.033,12.069,12.616,100.534,100.735,101.814,11.601
2023-06-27 04:30:00,12.54,101.238,13.065,99.613,102.249,13.054,101.383,101.479,102.497,12.592,101.621,12.567,12.547,12.534,12.069,12.616,100.534,100.735,102.28,12.103
2023-06-27 05:00:00,12.54,100.231,13.065,100.127,101.263,13.054,101.383,102.429,102.497,12.592,101.131,12.567,12.547,12.534,12.57,13.117,102.062,100.231,100.876,12.103
2023-06-27 05:30:00,12.54,100.735,12.564,98.58,100.767,13.054,101.383,100.042,102.029,12.592,101.621,12.567,13.049,12.534,12.57,13.117,100.021,100.735,101.814,12.103
2023-06-27 06:00:00,12.54,101.74,13.065,100.127,101.263,13.054,102.354,102.901,101.559,12.592,101.131,12.567,12.547,12.534,12.57,13.117,99.507,100.735,102.28,12.103
2023-06-27 06:30:00,12.54,101.74,13.065,100.127,101.757,13.054,102.354,100.522,101.087,12.592,101.621,13.067,12.547,12.534,12.57,13.117,100.021,100.735,102.28,12.604
2023-06-27 07:00:00,13.041,102.24,13.565,100.639,100.269,13.054,101.87,100.042,102.497,12.592,101.131,13.067,12.547,13.036,12.57,13.117,100.021,100.735,102.28,12.604
2023-06-27 07:30:00,13.041,101.74,14.066,100.639,100.767,13.555,101.87,99.559,101.559,13.093,101.621,13.067,13.049,13.036,12.57,13.117,101.554,100.735,100.405,13.105
2023-06-27 08:00:00,13.542,101.238,14.066,99.097,100.767,13.555,100.895,98.103,101.087,13.093,102.11,13.568,13.049,13.537,13.071,13.618,100.021,100.735,99.932,13.607
2023-06-27 08:30:00,14.042,101.74,15.068,98.58,100.767,14.055,99.913,97.614,99.663,13.093,102.11,14.069,13.049,14.039,13.071,13.618,100.534,101.238,98.024,14.108
2023-06-27 09:00:00,14.042,101.74,14.567,99.613,99.77,14.055,99.913,97.614,98.704,13.594,101.131,14.57,13.55,14.039,13.572,14.119,100.021,100.231,98.503,14.108
2023-06-27 09:30:00,13.542,101.238,14.567,99.097,100.269,14.055,99.913,98.59,98.223,13.594,100.145,14.57,13.55,13.537,13.572,14.119,100.021,100.735,99.932,13.607
2023-06-27 10:00:00,13.542,101.238,14.066,99.097,100.767,14.055,101.383,98.59,99.184,13.594,101.131,14.069,13.55,13.537,13.572,14.119,101.045,102.24,100.405,13.607
