,regen5,norway,cat_bield,great_wood,regen5,regen3,regen7,regen1,regen2,regen4,regen4,regen2,regen6,regen7,norway,great_wood,regen6,regen3,cat_bield,regen1
,temperature,relative humidity,temperature,relative humidity,relative humidity,temperature,relative humidity,relative humidity,relative humidity,temperature,relative humidity,temperature,temperature,temperature,temperature,temperature,relative humidity,relative humidity,relative humidity,temperature
2023-06-05 05:30:00,5.526,,,,100.767,,,,,5.57,96.637,,6.528,,,,97.955,,,
2023-06-05 06:00:00,6.528,,,,101.757,,102.354,104.309,,6.072,99.152,,6.528,5.507,,,98.474,,,6.083
2023-06-05 06:30:00,7.531,98.201,,,100.767,,101.87,100.522,104.352,8.079,99.649,6.553,7.532,7.014,4.551,,98.474,,,10.599
2023-06-05 07:00:00,9.034,97.69,,,95.712,,100.405,84.873,102.963,9.584,98.652,8.057,9.037,9.022,5.554,,97.435,,,13.105
2023-06-05 07:30:00,11.539,98.201,,,88.334,,92.84,74.515,102.497,10.587,92.522,9.561,10.04,10.528,7.058,,93.219,,,14.609
2023-06-05 08:00:00,13.041,95.633,,,83.407,,89.701,67.673,91.805,11.589,84.497,11.565,10.542,12.033,9.063,,89.449,,,16.613
2023-06-05 08:30:00,14.042,90.927,,,76.612,,82.123,67.092,87.713,12.592,82.289,13.067,12.046,13.537,10.566,,86.711,,,17.114
2023-06-05 09:00:00,15.044,81.742,,,73.119,,78.202,62.389,78.105,14.095,78.357,14.57,13.55,15.041,12.57,,79.985,,,18.616
2023-06-05 09:30:00,16.045,78.409,,,73.119,,73.031,57.582,77.555,15.097,76.071,15.571,14.552,16.545,13.572,,78.269,,,19.617
2023-06-05 10:00:00,17.046,73.318,,,68.961,,65.305,55.753,73.657,16.099,72.001,16.573,15.554,18.549,15.575,,74.797,,,20.619
2023-06-05 10:30:00,17.547,72.173,,,69.561,,61.018,55.753,69.676,17.101,68.443,18.575,16.556,19.049,16.076,,70.081,,,21.619
2023-06-05 11:00:00,18.047,68.12,,,68.36,,60.399,60.598,65.024,17.602,70.822,19.075,16.556,19.55,17.077,,73.04,,,20.619
2023-06-05 11:30:00,17.547,69.865,,,69.561,,65.91,62.982,66.781,18.103,69.04,19.576,16.556,18.549,17.578,,72.451,,,20.118
2023-06-05 12:00:00,19.048,69.865,,,61.631,,64.698,60.598,70.25,17.101,72.001,18.575,16.556,19.55,17.578,,71.269,,,21.119
2023-06-05 12:30:00,21.049,66.363,,,60.384,,62.252,59.396,66.197,18.603,68.443,19.576,17.558,20.051,18.078,,68.887,,,21.119
2023-06-05 13:00:00,19.048,68.703,,,64.716,,67.715,65.926,65.611,18.603,67.843,20.076,18.059,18.549,17.578,,69.485,,,18.616
2023-06-05 13:30:00,18.548,69.285,,,66.546,,68.909,68.252,70.822,18.103,69.636,18.575,17.558,18.048,17.578,,70.676,,,19.617
2023-06-05 14:00:00,21.049,69.285,,,60.384,,64.698,59.998,68.523,18.103,71.412,19.075,17.558,20.551,17.578,,71.269,,,20.619
2023-06-05 14:30:00,19.548,69.285,,,64.716,,65.91,66.51,59.659,18.603,69.04,22.077,18.559,19.049,18.078,,68.288,,,19.117
2023-06-05 15:00:00,20.049,69.865,,,64.716,,64.698,62.389,63.843,18.103,70.23,21.077,18.059,20.051,17.578,,68.887,,,21.119
2023-06-05 15:30:00,20.549,68.703,,,62.871,,60.399,58.188,60.863,19.104,69.04,23.078,18.559,21.553,18.579,,68.887,,,22.12
2023-06-05 16:00:00,19.048,65.185,,,66.546,,67.115,62.389,55.391,19.104,67.843,24.578,19.06,19.049,18.579,,67.085,,,20.619
2023-06-05 16:30:00,19.548,69.285,,,65.328,,65.305,62.389,66.781,18.603,70.23,20.076,18.059,20.051,18.579,,71.269,,,20.118
2023-06-05 17:00:00,18.548,68.12,,,69.561,,65.91,67.673,64.434,18.603,70.23,21.077,18.559,19.55,18.579,,69.485,,,19.617
2023-06-05 17:30:00,18.548,70.444,,,70.158,,70.096,69.405,69.1,18.103,72.587,20.576,18.059,19.049,18.078,,71.269,,,19.617
2023-06-05 18:00:00,17.547,71.598,,,74.873,,74.771,73.39,71.392,18.103,74.337,19.576,18.059,18.048,18.579,,72.451,,,18.115
2023-06-05 18:30:00,17.547,72.746,,,74.873,,73.613,73.953,74.779,17.101,78.357,18.074,17.057,17.547,18.078,,76.54,,,17.615
2023-06-05 19:00:00,18.047,73.889,,,71.94,,71.863,70.552,75.338,17.101,77.788,18.575,17.057,18.549,17.578,,77.118,,,18.616
2023-06-05 19:30:00,18.047,72.746,,,62.871,,66.513,62.389,67.944,17.602,76.645,19.075,17.558,18.048,17.578,,74.797,,,18.115
2023-06-05 20:00:00,17.046,61.021,,,63.488,,70.096,63.574,65.024,17.101,74.337,18.575,17.558,16.044,17.578,,72.451,,,16.613
2023-06-05 20:30:00,15.044,69.285,,,78.335,,77.066,75.632,69.676,16.6,67.242,16.573,16.556,15.041,16.076,,67.687,,,15.11
2023-06-05 21:00:00,14.042,69.865,,,77.763,,81.012,71.692,78.653,15.097,78.924,15.071,15.053,13.036,15.575,,76.54,,,14.609
2023-06-05 21:30:00,13.041,75.027,,,80.042,,83.228,73.953,82.443,14.095,77.217,13.568,14.552,12.534,14.574,,75.379,,,13.607
2023-06-05 22:00:00,11.539,78.409,,,85.066,,86.497,83.276,84.042,13.594,78.357,12.567,13.55,11.531,13.572,,77.118,,,11.601
2023-06-05 22:30:00,10.537,81.19,,,88.873,,89.701,88.023,88.23,12.592,81.175,11.565,12.547,10.528,13.071,,83.376,,,10.599
2023-06-05 23:00:00,9.535,82.293,,,90.478,,92.321,90.603,91.3,11.088,85.59,10.563,11.545,9.524,12.57,,86.159,,,9.595
2023-06-05 23:30:00,9.034,84.484,,,92.593,,93.872,93.647,94.308,10.085,88.292,10.062,11.043,9.022,11.067,,86.159,,,8.592
2023-06-06 00:00:00,8.533,88.265,,,94.679,,96.421,95.643,95.297,10.085,89.36,9.561,10.04,8.018,10.065,,88.905,,,8.592
2023-06-06 00:30:00,8.032,89.866,,,95.712,,97.428,97.614,97.739,9.082,91.475,8.558,9.539,7.516,9.063,,89.992,,,7.589
2023-06-06 01:00:00,7.531,90.927,,,97.247,,98.925,99.075,98.223,8.581,93.042,8.057,9.037,7.014,8.061,,91.612,,,7.087
2023-06-06 01:30:00,7.03,93.032,,,96.737,,98.427,100.042,100.139,8.079,93.561,7.556,8.535,6.512,7.559,,92.685,,,6.585
2023-06-06 02:00:00,6.528,93.555,,,98.766,,100.405,101.001,100.614,7.577,94.079,7.055,8.034,6.512,6.557,,94.282,,,6.083
2023-06-06 02:30:00,6.528,95.115,,,99.269,,100.405,101.479,101.087,7.075,95.107,7.055,8.034,6.01,6.055,,95.339,,,6.083
2023-06-06 03:00:00,6.027,96.149,7.552,,100.269,8.043,100.405,102.429,101.559,7.075,96.129,6.553,7.532,5.507,6.055,,96.39,98.201,98.503,5.079
2023-06-06 03:30:00,5.526,93.555,7.051,,100.269,7.542,100.405,103.841,102.029,6.574,96.637,6.052,7.03,5.005,5.554,,97.435,93.555,99.458,5.079
2023-06-06 04:00:00,5.025,96.149,6.048,95.445,99.77,6.539,100.895,103.372,102.029,6.072,96.637,5.551,7.03,4.502,4.551,6.602,96.913,97.178,101.346,4.577
2023-06-06 04:30:00,5.025,95.633,6.048,98.062,100.767,6.539,101.383,103.372,102.029,6.072,97.648,5.551,6.528,4.502,5.052,6.602,96.39,96.664,102.28,4.577
2023-06-06 05:00:00,4.524,96.149,5.547,95.971,101.263,6.038,101.87,104.309,103.428,5.57,97.144,5.049,6.026,4.502,4.049,6.1,98.474,97.69,102.744,4.075
2023-06-06 05:30:00,5.025,99.219,6.549,99.097,101.757,6.539,103.318,103.372,103.428,5.57,97.648,4.548,6.026,4.502,4.551,5.599,98.474,101.238,103.207,4.577
2023-06-06 06:00:00,7.03,97.69,7.051,98.062,102.249,6.539,102.354,104.309,104.811,5.57,99.649,5.551,6.026,6.512,4.049,6.1,98.991,98.71,101.346,6.585
2023-06-06 06:30:00,8.032,99.726,8.555,99.097,100.269,7.542,100.895,102.901,103.891,7.075,100.639,7.055,7.532,8.018,5.052,6.1,99.507,100.231,100.405,7.589
2023-06-06 07:00:00,9.034,99.219,9.557,98.062,98.766,8.544,97.929,102.429,103.891,8.079,99.649,8.057,8.034,9.022,6.557,7.605,97.435,99.219,98.024,8.592
2023-06-06 07:30:00,9.535,95.115,10.559,96.496,96.225,9.547,97.428,100.042,101.559,9.082,97.648,9.059,9.037,9.524,7.559,8.607,97.955,97.69,95.601,9.595
2023-06-06 08:00:00,10.036,96.149,11.061,95.445,95.196,10.048,97.428,97.614,98.223,9.584,97.144,9.561,9.037,10.026,8.562,9.61,96.39,96.664,93.136,9.595
2023-06-06 08:30:00,10.537,95.115,11.061,94.387,93.64,10.549,95.915,93.647,99.184,9.584,97.144,10.062,9.539,10.528,9.063,10.111,96.39,94.596,96.089,10.097
2023-06-06 09:00:00,10.537,94.076,11.562,92.789,91.539,11.05,91.801,91.624,95.297,10.085,95.619,10.563,10.04,10.528,10.065,10.612,94.282,91.982,91.637,10.599
2023-06-06 09:30:00,11.539,90.927,12.564,89.55,88.334,11.551,90.229,88.023,92.309,10.085,93.042,11.064,10.04,11.531,10.566,11.113,93.219,89.334,88.081,11.1
2023-06-06 10:00:00,12.039,89.334,13.565,87.359,82.292,12.052,83.228,82.74,89.26,10.587,91.999,12.066,11.043,12.534,10.566,11.614,91.074,83.391,79.102,11.601
2023-06-06 10:30:00,13.542,85.571,18.572,82.339,73.119,14.055,74.771,75.074,83.511,11.589,87.755,13.067,11.545,13.537,11.067,12.115,86.159,75.027,63.258,13.105
2023-06-06 11:00:00,13.542,76.16,20.074,74.276,70.754,16.058,67.115,67.673,77.003,13.093,78.924,13.568,12.547,15.542,13.071,13.618,77.694,64.594,56.066,14.108
2023-06-06 11:30:00,14.042,71.598,20.574,70.13,70.158,16.058,67.115,68.252,71.392,13.594,73.756,15.071,13.049,15.041,14.073,14.62,73.627,62.217,55.455,14.609
2023-06-06 12:00:00,16.045,69.285,20.074,67.121,65.938,16.058,61.018,63.574,72.528,14.095,71.412,14.57,13.55,17.547,13.572,15.121,72.451,66.363,57.281,17.114
2023-06-06 12:30:00,17.046,67.536,21.075,67.726,61.008,16.559,62.252,63.574,65.611,15.598,69.04,17.073,15.053,16.545,14.574,15.621,68.887,64.002,56.674,16.112
2023-06-06 13:00:00,19.048,66.95,22.575,64.686,54.044,17.06,57.274,59.998,67.944,16.099,64.82,17.073,15.554,18.048,14.574,16.122,65.875,60.42,51.759,17.114
2023-06-06 13:30:00,18.047,67.536,22.075,63.459,54.044,17.06,57.274,57.582,60.863,16.6,63.599,18.074,16.055,18.549,15.075,16.122,65.269,61.021,51.137,17.615
2023-06-06 14:00:00,19.048,64.002,23.576,60.986,52.107,18.061,56.011,54.525,54.774,17.101,60.513,19.075,16.556,18.549,15.575,17.123,60.978,58.006,49.261,18.616
2023-06-06 14:30:00,18.548,62.217,24.076,60.986,53.4,18.561,54.104,53.291,54.156,17.602,59.266,21.077,17.558,19.049,16.076,17.123,59.738,56.181,46.736,19.117
2023-06-06 15:00:00,18.548,59.819,24.576,58.488,52.107,18.561,52.18,52.051,49.781,18.103,56.118,21.577,18.059,19.049,17.077,17.123,56.612,56.791,46.736,19.617
2023-06-06 15:30:00,19.048,59.216,23.576,58.488,58.501,18.061,56.011,58.793,44.678,18.103,57.383,23.578,18.559,19.55,17.077,17.624,54.084,59.216,48.002,19.617
2023-06-06 16:00:00,19.048,63.408,22.075,58.488,52.754,18.061,50.241,50.178,52.915,17.602,63.599,22.578,17.558,20.051,17.077,17.624,62.826,64.002,56.674,20.619
2023-06-06 16:30:00,18.548,62.813,21.075,61.606,59.13,17.06,56.011,58.793,46.604,17.602,56.752,23.078,18.059,19.55,17.077,18.125,56.612,66.363,53.614,19.617
2023-06-06 17:00:00,18.047,64.002,22.075,61.606,62.252,17.56,62.252,58.793,54.156,17.602,63.599,20.576,17.558,18.048,16.577,17.123,64.05,60.42,49.261,19.117
2023-06-06 17:30:00,18.548,64.002,23.076,57.859,57.869,17.06,59.154,53.909,63.251,17.101,67.242,18.074,17.057,18.549,17.077,18.125,64.66,58.006,47.369,19.617
2023-06-06 18:00:00,17.547,64.002,23.076,55.33,55.965,16.559,56.011,53.909,57.84,16.6,66.035,19.075,17.558,18.048,16.577,18.625,61.595,58.612,46.736,18.616
2023-06-06 18:30:00,17.046,59.216,21.575,54.694,63.488,16.559,62.252,63.574,52.915,16.099,63.599,19.576,17.057,17.046,16.577,18.125,58.492,59.216,48.632,16.613
2023-06-06 19:00:00,16.546,56.181,20.074,53.417,59.758,16.058,62.252,62.389,56.006,16.099,70.23,19.075,16.556,16.545,16.577,18.625,66.481,64.594,53.614,16.112
2023-06-06 19:30:00,15.544,60.42,17.571,59.115,67.153,15.057,70.096,69.979,59.659,15.598,65.429,17.574,16.055,15.542,16.076,17.624,59.738,73.318,61.482,15.11
2023-06-06 20:00:00,14.042,73.889,15.068,68.931,76.612,14.556,74.771,75.632,71.392,14.596,75.495,15.571,15.554,14.039,14.574,15.621,68.288,73.889,71.344,13.607
2023-06-06 20:30:00,14.042,72.173,14.066,70.13,74.29,14.055,77.066,73.39,76.45,14.095,78.357,14.069,14.552,13.036,14.073,14.62,76.54,73.889,73.034,13.105
2023-06-06 21:00:00,12.039,73.318,13.065,70.727,82.292,12.553,80.454,80.582,78.105,13.594,74.337,13.067,13.55,12.033,13.572,14.119,75.379,77.287,78.014,12.103
2023-06-06 21:30:00,10.537,79.525,11.562,76.03,88.334,12.553,87.035,89.06,82.443,12.592,82.844,12.567,12.547,10.528,12.069,12.616,82.252,77.849,83.388,10.097
2023-06-06 22:00:00,9.535,82.293,10.058,78.346,88.873,11.551,90.229,85.402,90.792,11.088,86.134,10.563,11.043,9.524,11.569,12.115,85.05,80.082,89.105,10.097
2023-06-06 22:30:00,8.533,84.484,9.557,80.637,91.539,11.05,93.357,87.502,92.811,10.587,85.044,9.059,10.542,8.52,10.566,11.113,85.05,81.19,90.629,9.094
2023-06-06 23:00:00,9.034,86.112,8.555,81.206,91.539,10.048,93.357,88.023,95.297,10.085,87.217,9.059,10.04,8.018,10.065,10.612,85.606,85.571,91.134,9.094
2023-06-06 23:30:00,8.032,88.265,8.053,82.903,93.64,9.547,96.421,94.148,95.789,9.082,89.36,8.057,9.539,7.516,8.562,10.612,87.262,87.729,92.638,7.589
2023-06-07 00:00:00,9.034,89.866,9.056,86.808,89.945,9.547,96.925,89.06,97.739,9.082,89.36,7.556,9.539,8.018,7.559,9.61,85.606,86.653,92.138,8.592
2023-06-07 00:30:00,8.032,92.508,8.555,87.359,92.067,9.547,93.872,90.603,93.811,9.082,88.827,8.558,9.539,8.018,6.557,9.109,87.262,88.265,93.632,8.09
2023-06-07 01:00:00,7.531,95.115,8.053,91.176,94.16,8.544,95.407,93.143,92.309,9.082,89.36,8.057,8.535,7.516,7.058,8.106,90.534,89.866,94.127,7.589
2023-06-07 01:30:00,8.032,92.508,7.552,92.789,94.16,9.046,96.421,93.143,94.803,8.581,91.475,8.057,8.535,7.516,6.557,8.106,93.751,90.397,95.601,7.589
2023-06-07 02:00:00,7.531,94.076,7.552,93.323,94.679,9.046,96.421,94.648,96.279,8.581,92.522,8.057,8.535,7.516,6.557,8.607,92.149,90.397,96.089,7.589
2023-06-07 02:30:00,7.531,96.664,7.552,91.176,94.679,8.544,97.428,94.148,96.767,8.581,93.042,7.556,8.535,7.516,7.058,8.607,92.149,91.455,98.503,7.589
2023-06-07 03:00:00,8.032,96.664,8.053,91.715,95.196,9.046,97.428,92.639,97.254,8.581,93.042,8.057,8.535,7.516,7.058,8.607,92.149,91.455,96.575,8.09
2023-06-07 03:30:00,8.533,95.115,9.056,91.176,92.067,9.046,96.925,91.114,95.789,8.581,93.042,8.057,8.535,7.516,7.559,8.607,91.612,90.397,93.136,8.09
2023-06-07 04:00:00,8.032,94.596,9.056,89.55,92.067,9.046,94.386,90.603,93.811,8.581,91.999,8.558,8.535,7.516,8.061,8.607,91.612,88.265,91.637,8.09
2023-06-07 04:30:00,8.533,91.455,9.056,88.458,91.009,9.046,93.357,90.603,95.297,8.581,91.999,8.057,8.535,8.018,8.562,9.109,91.074,87.192,91.637,8.09
2023-06-07 05:00:00,8.533,89.334,9.056,87.359,90.478,9.046,92.321,90.603,92.309,8.581,91.999,8.558,8.535,8.52,8.562,9.109,89.992,88.265,92.638,8.09
2023-06-07 05:30:00,8.533,89.334,9.056,87.909,87.794,9.046,89.171,88.023,91.3,8.581,91.999,9.059,8.535,8.52,8.562,9.109,89.992,86.653,91.134,8.09
2023-06-07 06:00:00,9.034,87.192,9.557,86.808,85.615,9.547,87.572,85.929,89.773,8.581,89.36,9.059,8.535,9.022,8.562,9.109,88.905,84.484,87.049,8.592
2023-06-07 06:30:00,9.034,86.112,10.058,84.586,86.162,9.547,87.035,86.455,87.713,9.082,86.676,9.059,8.535,8.52,9.063,9.109,87.811,85.571,85.49,8.592
2023-06-07 07:00:00,9.535,85.028,10.559,85.7,85.066,9.547,87.035,85.402,88.23,9.082,87.755,9.059,8.535,9.524,9.063,9.109,87.811,84.484,82.858,9.094
2023-06-07 07:30:00,9.535,85.571,11.562,84.586,83.407,10.048,84.87,83.276,86.15,9.082,87.217,10.062,9.037,10.026,9.063,9.61,86.711,82.843,81.258,9.595
2023-06-07 08:00:00,10.537,83.938,11.562,82.339,81.171,10.549,82.123,81.665,85.625,9.584,85.044,10.563,9.539,10.528,9.564,10.111,85.05,82.843,80.722,10.097
2023-06-07 08:30:00,12.039,81.19,15.068,81.206,75.455,12.553,71.275,75.632,81.369,10.085,83.397,11.064,9.539,12.534,10.065,10.612,83.935,73.889,69.639,11.601
2023-06-07 09:00:00,12.54,76.724,14.567,75.447,69.561,12.052,70.096,65.926,75.338,11.589,80.053,13.067,11.043,12.534,11.067,12.115,79.415,72.746,67.919,14.108
2023-06-07 09:30:00,11.038,75.594,14.567,74.862,76.034,13.054,77.635,75.632,70.822,12.592,73.172,13.067,11.545,11.531,11.067,12.115,74.797,71.021,66.764,11.601
2023-06-07 10:00:00,12.54,72.746,17.071,71.916,73.119,13.555,74.193,71.123,76.45,11.589,77.788,12.567,10.542,12.534,11.569,12.115,78.269,71.021,63.846,12.604
2023-06-07 10:30:00,13.542,74.459,17.071,72.508,70.754,14.055,68.313,67.673,74.779,12.592,72.587,13.067,12.046,14.039,12.069,12.616,74.797,65.185,62.668,14.108
2023-06-07 11:00:00,13.542,72.746,18.072,69.531,67.153,15.057,63.478,66.51,69.1,13.594,71.412,15.071,13.049,15.041,12.069,13.618,71.269,64.002,57.281,14.108
2023-06-07 11:30:00,14.042,68.703,20.574,66.514,65.328,16.058,59.154,59.998,67.944,14.095,69.04,15.071,13.55,16.044,13.071,13.618,69.485,60.42,53.614,15.11
2023-06-07 12:00:00,15.544,68.12,20.074,64.686,61.008,16.058,56.643,59.396,63.843,14.596,64.82,16.072,14.051,17.046,13.572,14.62,65.269,58.612,52.379,16.613
2023-06-07 12:30:00,17.046,64.594,19.573,64.686,55.326,16.058,54.741,59.998,60.863,15.598,62.37,17.073,15.053,17.547,14.073,14.62,65.269,59.819,54.23,17.114
2023-06-07 13:00:00,18.047,65.775,22.075,62.225,52.754,16.559,54.741,55.753,59.659,16.099,60.513,17.073,15.554,18.048,14.574,15.621,64.05,58.006,51.137,18.115
2023-06-07 13:30:00,17.547,62.813,22.075,59.115,55.326,17.56,56.011,59.998,59.054,17.101,59.891,18.074,16.055,18.048,15.075,16.623,59.738,59.216,49.888,16.613
2023-06-07 14:00:00,17.547,62.813,23.576,59.74,54.686,17.56,54.104,57.582,56.619,17.101,58.013,18.575,16.556,18.048,15.075,16.623,59.738,58.006,50.513,17.114
2023-06-07 14:30:00,18.047,61.62,22.575,59.115,53.4,18.061,53.465,53.291,58.448,17.101,58.64,19.075,17.057,19.049,16.076,17.123,57.867,55.57,49.261,18.616
2023-06-07 15:00:00,18.548,61.021,24.076,58.488,55.965,18.061,52.823,55.753,51.666,17.101,58.64,21.577,17.057,19.55,16.076,17.123,57.24,56.181,43.542,19.117
2023-06-07 15:30:00,17.547,58.612,23.576,55.965,54.686,17.56,55.377,52.672,47.88,17.101,58.013,22.077,17.558,18.549,16.577,17.624,57.867,58.612,47.369,19.117
2023-06-07 16:00:00,18.548,60.42,23.076,57.859,51.457,17.56,52.18,49.551,49.149,17.602,55.483,22.077,17.558,19.049,16.577,17.123,57.24,57.399,50.513,20.619
2023-06-07 16:30:00,18.548,61.021,23.076,57.859,51.457,17.06,50.889,51.428,42.736,18.103,57.383,23.578,17.558,19.049,16.577,17.624,55.351,57.399,46.736,19.117
2023-06-07 17:00:00,18.047,58.612,23.576,55.33,55.326,17.06,51.536,50.178,47.88,17.101,57.383,21.077,17.057,19.55,16.076,17.624,55.982,59.819,46.1,19.617
2023-06-07 17:30:00,17.547,59.819,21.575,55.965,54.686,17.06,56.011,54.525,50.411,16.6,60.513,20.576,17.057,18.048,16.577,17.624,58.492,61.021,50.513,18.115
2023-06-07 18:00:00,17.046,60.42,21.575,55.965,55.965,16.058,57.274,54.525,56.006,16.099,61.134,18.575,16.556,17.547,16.577,18.625,58.492,61.62,51.759,17.615
2023-06-07 18:30:00,16.045,59.819,20.074,57.229,59.758,15.558,61.636,62.389,56.619,16.099,61.753,18.575,16.556,16.545,16.076,17.123,59.116,63.408,52.998,16.112
2023-06-07 19:00:00,15.544,62.813,20.074,57.859,62.871,15.057,64.698,65.34,60.262,15.598,65.429,17.574,16.055,15.542,15.575,17.123,61.595,65.775,53.614,14.609
2023-06-07 19:30:00,14.543,64.002,17.071,61.606,65.328,14.556,68.909,67.673,62.06,14.596,67.843,16.573,15.053,14.54,15.075,16.122,62.826,67.536,60.887,14.108
2023-06-07 20:00:00,14.042,67.536,14.066,65.297,67.757,14.055,71.275,69.405,70.822,14.095,69.636,14.57,14.552,13.537,14.574,14.62,66.481,70.444,70.209,13.607
2023-06-07 20:30:00,13.041,68.12,13.065,67.726,69.561,13.555,75.922,72.26,71.961,13.594,70.822,13.568,14.051,12.534,14.073,14.119,67.687,72.173,74.709,12.604
2023-06-07 21:00:00,12.54,71.598,12.564,70.13,72.53,13.054,76.495,73.39,77.003,13.093,73.172,13.067,13.049,12.033,13.071,13.618,71.861,73.318,76.919,12.103
2023-06-07 21:30:00,11.539,73.318,12.063,72.508,76.034,12.553,79.332,76.744,77.555,12.592,74.337,12.567,12.547,11.531,12.57,13.117,73.627,75.594,78.014,11.601
2023-06-07 22:00:00,11.539,74.459,11.562,73.099,77.188,11.551,80.454,78.947,79.745,12.091,78.924,11.565,11.545,10.528,12.069,12.115,77.694,77.287,79.644,11.1
2023-06-07 22:30:00,11.038,75.594,11.061,75.447,78.906,11.05,82.676,80.039,80.829,11.589,80.053,11.064,11.043,10.528,11.569,11.614,79.415,81.19,81.793,10.599
2023-06-07 23:00:00,10.537,80.637,10.559,76.611,80.607,11.05,84.324,83.81,82.978,11.088,80.615,10.563,10.542,10.026,11.067,11.614,79.985,80.637,83.388,9.595
2023-06-07 23:30:00,10.537,80.082,10.559,77.191,80.042,10.549,84.87,82.203,86.15,10.587,82.289,10.062,10.542,9.524,10.566,11.113,82.252,80.637,82.858,9.595
2023-06-08 00:00:00,9.535,77.849,10.058,77.191,83.962,10.048,85.414,84.873,84.571,10.587,82.289,10.062,10.04,9.524,10.566,11.113,81.687,81.742,83.388,9.094
2023-06-08 00:30:00,9.034,80.637,8.555,79.494,85.066,9.547,86.497,86.455,86.672,9.584,85.59,9.561,9.539,9.022,10.065,10.111,85.05,83.938,87.566,8.592
2023-06-08 01:00:00,8.533,83.938,8.555,81.773,87.794,9.046,89.171,89.06,88.23,9.082,86.676,9.059,9.037,8.018,9.564,9.61,86.159,86.653,90.629,8.09
2023-06-08 01:30:00,8.533,85.028,8.053,84.586,87.794,9.046,88.64,87.502,90.283,8.581,89.36,8.558,8.535,8.018,9.063,9.109,88.359,86.653,90.629,8.09
2023-06-08 02:00:00,8.032,85.571,7.552,85.7,87.252,8.544,87.572,88.542,90.792,8.581,88.292,8.057,8.535,8.018,8.562,8.607,87.262,86.112,93.632,8.09
2023-06-08 02:30:00,8.032,86.653,7.552,85.7,88.334,8.544,89.171,87.502,90.792,8.581,88.827,8.057,8.034,7.516,8.562,8.607,87.811,86.112,91.134,7.589
2023-06-08 03:00:00,8.032,85.028,7.051,85.7,87.252,8.544,88.64,88.023,89.26,8.079,88.292,8.057,8.034,7.516,8.562,8.607,88.905,86.112,93.632,7.589
2023-06-08 03:30:00,7.531,85.028,8.555,86.255,88.334,8.043,89.171,88.542,90.283,8.079,89.36,8.057,8.034,7.516,8.562,8.106,88.359,86.653,86.531,7.589
2023-06-08 04:00:00,7.531,85.028,8.555,83.465,86.708,8.043,88.64,87.502,90.283,8.079,88.827,7.556,7.532,7.516,8.061,8.607,87.811,86.112,83.388,7.589
2023-06-08 04:30:00,7.531,86.112,8.555,82.339,86.162,8.544,87.572,86.455,89.26,8.079,88.292,7.556,7.532,7.516,8.061,8.106,87.262,82.293,84.967,7.589
2023-06-08 05:00:00,7.531,85.028,8.555,81.773,87.252,8.544,90.229,87.502,88.23,8.079,87.755,8.057,7.532,7.516,8.061,8.607,86.711,82.843,84.967,7.589
2023-06-08 05:30:00,7.531,80.637,8.555,80.066,88.873,8.544,89.701,89.06,89.26,8.079,88.827,7.556,7.532,7.516,8.562,8.607,88.359,84.484,86.531,7.589
2023-06-08 06:00:00,8.032,83.938,8.053,82.339,87.252,8.544,88.107,87.502,90.792,7.577,90.421,8.057,7.532,8.018,8.562,8.607,88.359,86.653,91.134,8.09
2023-06-08 06:30:00,8.533,86.653,9.056,85.7,83.407,8.544,86.497,81.665,88.746,8.079,88.292,8.558,8.034,8.52,8.061,8.106,88.905,86.112,85.49,9.094
2023-06-08 07:00:00,9.034,84.484,9.056,84.586,83.407,9.547,87.572,83.276,86.672,8.581,86.134,9.059,8.535,8.018,8.562,8.607,87.262,83.391,85.49,8.592
2023-06-08 07:30:00,10.036,82.843,10.559,82.903,78.335,10.549,81.012,77.848,87.193,9.082,86.134,8.558,8.535,9.524,8.562,9.109,85.606,77.849,81.793,10.599
2023-06-08 08:00:00,11.038,79.525,12.564,78.921,74.29,11.551,77.635,74.515,80.829,10.085,81.733,10.563,9.539,11.029,9.564,10.111,82.252,73.889,74.153,11.1
2023-06-08 08:30:00,12.039,76.16,13.565,75.447,71.348,12.553,73.613,72.26,77.555,11.088,77.217,11.565,10.542,11.531,10.566,11.113,79.985,72.173,67.919,12.103
2023-06-08 09:00:00,13.041,73.318,15.068,73.099,67.153,13.555,70.686,67.673,74.779,12.091,74.917,12.066,11.545,12.534,11.067,12.115,75.379,68.12,63.846,14.108
2023-06-08 09:30:00,13.542,70.444,15.569,69.531,65.938,13.555,68.313,65.926,71.392,13.093,69.04,13.067,12.547,13.537,12.069,12.616,71.861,66.95,63.258,13.607
2023-06-08 10:00:00,13.542,69.285,16.069,67.121,65.328,14.556,64.698,64.164,69.676,13.594,67.843,13.568,12.547,14.54,12.57,13.117,68.887,63.408,61.482,14.108
2023-06-08 10:30:00,14.543,65.775,17.571,67.726,63.488,15.057,59.154,61.197,67.944,14.095,65.429,14.069,13.049,15.542,13.572,13.117,67.687,62.217,59.092,15.11
2023-06-08 11:00:00,15.044,65.185,19.573,64.686,62.252,16.559,58.529,60.598,62.06,14.596,64.21,15.071,14.051,16.545,14.073,14.119,65.875,58.612,54.23,16.112
2023-06-08 11:30:00,15.544,63.408,19.073,62.843,61.631,16.058,56.643,61.197,62.656,15.598,62.985,16.573,14.552,17.046,14.574,15.121,64.05,61.62,57.281,16.112
