,great_wood,great_wood,regen4,regen4,regen2,regen2,cat_bield,cat_bield,regen1,regen1,regen5,regen5,regen6,regen6,norway,norway,regen3,regen3,regen7,regen7
,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity
2023-06-27 02:30:00,,,,,,,,,,,11.539,101.757,12.046,101.045,,,,,,
2023-06-27 03:00:00,,,12.091,101.621,,,,,12.103,101.954,12.039,101.757,12.046,101.045,,,,,12.033,101.383
2023-06-27 03:30:00,,,12.592,101.131,12.567,102.029,,,11.1,102.901,12.039,100.767,12.547,100.534,,,13.054,99.726,11.531,100.895
2023-06-27 04:00:00,,,12.592,101.131,12.066,101.559,12.564,101.814,11.601,101.479,12.039,101.263,12.547,100.534,12.069,100.735,13.054,100.735,12.033,101.87
2023-06-27 04:30:00,12.616,99.613,12.592,101.621,12.567,102.497,13.065,102.28,12.103,101.479,12.54,102.249,12.547,100.534,12.069,101.238,13.054,100.735,12.534,101.383
2023-06-27 05:00:00,13.117,100.127,12.592,101.131,12.567,102.497,13.065,100.876,12.103,102.429,12.54,101.263,12.547,102.062,12.57,100.231,13.054,100.231,12.534,101.383
2023-06-27 05:30:00,13.117,98.58,12.592,101.621,12.567,102.029,12.564,101.814,12.103,100.042,12.54,100.767,13.049,100.021,12.57,100.735,13.054,100.735,12.534,101.383
2023-06-27 06:00:00,13.117,100.127,12.592,101.131,12.567,101.559,13.065,102.28,12.103,102.901,12.54,101.263,12.547,99.507,12.57,101.74,13.054,100.735,12.534,102.354
2023-06-27 06:30:00,13.117,100.127,12.592,101.621,13.067,101.087,13.065,102.28,12.604,100.522,12.54,101.757,12.547,100.021,12.57,101.74,13.054,100.735,12.534,102.354
2023-06-27 07:00:00,13.117,100.639,12.592,101.131,13.067,102.497,13.565,102.28,12.604,100.042,13.041,100.269,12.547,100.021,12.57,102.24,13.054,100.735,13.036,101.87
2023-06-27 07:30:00,13.117,100.639,13.093,101.621,13.067,101.559,14.066,100.405,13.105,99.559,13.041,100.767,13.049,101.554,12.57,101.74,13.555,100.735,13.036,101.87
2023-06-27 08:00:00,13.618,99.097,13.093,102.11,13.568,101.087,14.066,99.932,13.607,98.103,13.542,100.767,13.049,100.021,13.071,101.238,13.555,100.735,13.537,100.895
2023-06-27 08:30:00,13.618,98.58,13.093,102.11,14.069,99.663,15.068,98.024,14.108,97.614,14.042,100.767,13.049,100.534,13.071,101.74,14.055,101.238,14.039,99.913
2023-06-27 09:00:00,14.119,99.613,13.594,101.131,14.57,98.704,14.567,98.503,14.108,97.614,14.042,99.77,13.55,100.021,13.572,101.74,14.055,100.231,14.039,99.913
2023-06-27 09:30:00,14.119,99.097,13.594,100.145,14.57,98.223,14.567,99.932,13.607,98.59,13.542,100.269,13.55,100.021,13.572,101.238,14.055,100.735,13.537,99.913
2023-06-27 10:00:00,14.119,99.097,13.594,101.131,14.069,99.184,14.066,100.405,13.607,98.59,13.542,100.767,13.55,101.045,13.572,101.238,14.055,102.24,13.537,101.383
2023-06-27 10:30:00,13.618,100.639,13.594,101.621,14.069,99.184,13.565,99.932,13.105,97.614,13.041,101.757,13.049,101.045,13.572,101.74,13.555,101.238,13.036,100.895
2023-06-27 11:00:00,13.117,99.613,13.093,101.621,13.568,99.663,14.066,100.405,13.105,99.559,13.041,101.263,12.547,100.534,12.57,101.238,13.555,102.24,13.036,101.383
2023-06-27 11:30:00,13.117,99.613,13.093,102.11,13.568,100.614,14.066,101.346,13.105,99.075,13.041,103.228,13.049,102.569,13.071,101.74,13.555,102.24,13.537,101.87
2023-06-27 12:00:00,13.618,101.15,13.093,102.597,13.568,101.559,13.565,101.814,13.105,100.042,13.041,101.757,13.049,102.569,13.071,104.228,13.054,101.74,13.036,102.354
2023-06-27 12:30:00,13.117,100.127,13.093,102.11,13.568,102.029,14.066,101.346,13.105,100.522,13.041,103.228,13.049,102.062,13.071,102.739,13.555,102.739,13.036,102.354
2023-06-27 13:00:00,13.618,101.15,13.093,102.597,13.568,102.029,14.567,101.814,13.607,100.042,13.542,102.249,13.049,102.062,13.071,103.237,13.555,102.24,13.537,102.354
2023-06-27 13:30:00,13.618,101.15,13.594,104.526,14.069,102.029,15.068,101.814,14.108,100.042,14.042,102.249,13.55,102.569,13.071,103.733,14.556,103.237,14.039,101.87
2023-06-27 14:00:00,14.119,101.659,14.095,102.597,14.57,102.029,15.569,102.744,14.609,100.042,14.543,102.739,13.55,102.569,13.572,103.237,14.556,103.237,14.54,102.354
2023-06-27 14:30:00,14.62,101.15,14.596,103.565,15.071,101.087,15.569,102.744,15.11,99.559,15.044,102.249,14.552,103.074,14.073,103.733,15.057,102.739,15.041,101.383
2023-06-27 15:00:00,15.121,101.15,15.097,103.082,15.571,102.029,16.069,101.814,15.611,99.559,15.544,101.757,15.053,102.062,14.574,103.237,15.558,102.739,15.542,101.87
2023-06-27 15:30:00,15.621,100.639,15.598,103.082,16.072,101.559,16.57,101.346,15.611,100.042,15.544,100.767,15.554,102.569,15.075,104.228,16.058,102.739,15.542,101.87
2023-06-27 16:00:00,15.621,101.15,15.598,102.597,16.573,100.614,16.57,100.405,16.112,99.559,15.544,102.249,15.554,102.569,15.075,103.237,16.058,102.24,15.542,101.87
2023-06-27 16:30:00,16.122,100.639,15.598,103.082,16.573,101.559,16.069,100.405,15.611,99.559,15.544,101.263,15.554,102.062,15.575,103.237,16.058,102.739,15.542,101.383
2023-06-27 17:00:00,15.621,101.15,15.598,102.11,16.072,100.614,16.069,101.346,15.611,99.559,15.544,100.767,15.554,101.554,15.075,103.237,15.558,102.739,15.542,101.383
2023-06-27 17:30:00,15.621,100.639,15.598,102.11,16.072,101.559,16.069,100.405,15.611,98.59,15.544,101.263,15.554,103.577,15.075,103.237,16.058,102.24,15.542,100.895
2023-06-27 18:00:00,15.621,101.15,15.598,102.11,16.072,101.087,16.069,100.876,15.611,99.075,15.544,102.249,15.554,103.074,15.075,102.739,15.558,102.739,15.542,100.895
2023-06-27 18:30:00,15.621,101.15,15.598,103.082,16.072,101.087,16.069,102.28,15.611,99.559,15.544,101.757,15.053,101.045,15.075,101.74,15.558,102.739,15.542,101.87
2023-06-27 19:00:00,15.621,101.15,15.598,102.597,16.072,101.087,16.069,102.28,15.611,100.042,15.544,102.249,15.554,102.569,15.075,102.739,15.558,102.739,15.542,101.383
2023-06-27 19:30:00,15.621,101.659,15.598,102.11,16.072,101.559,15.569,103.207,15.11,100.522,15.044,101.757,15.554,103.577,15.075,102.739,15.558,102.24,15.041,101.383
2023-06-27 20:00:00,15.121,101.15,15.097,102.597,15.571,101.087,16.069,103.207,15.11,100.042,15.044,102.249,15.053,102.062,15.075,102.24,15.558,102.739,15.041,101.87
2023-06-27 20:30:00,15.621,101.15,15.097,102.11,15.571,102.497,16.069,103.668,15.11,100.522,15.544,101.757,15.053,102.569,15.075,103.237,15.558,103.237,15.542,102.354
2023-06-27 21:00:00,15.621,101.15,15.598,102.597,15.571,102.029,16.069,104.128,15.11,100.042,15.544,102.249,15.554,103.074,15.075,104.228,15.558,103.237,15.542,102.354
2023-06-27 21:30:00,15.621,102.167,15.598,102.597,15.571,102.029,15.569,104.128,15.11,101.001,15.544,102.249,15.053,102.062,15.075,102.24,15.558,103.237,15.041,102.354
2023-06-27 22:00:00,15.621,102.167,15.097,102.597,15.571,102.497,15.569,104.585,15.11,101.479,15.544,102.249,15.053,103.074,15.075,103.733,15.558,103.237,15.542,102.354
2023-06-27 22:30:00,15.621,101.15,15.598,102.597,15.571,102.963,15.569,104.585,15.11,101.001,15.044,102.249,15.554,103.074,15.075,103.237,15.558,103.237,15.041,102.837
2023-06-27 23:00:00,15.121,103.681,15.097,102.11,15.571,102.963,15.569,105.041,15.11,101.954,15.044,102.739,15.053,102.569,15.075,104.228,15.558,103.733,15.041,103.797
2023-06-27 23:30:00,15.121,101.15,15.097,102.597,15.571,102.963,15.569,105.041,15.11,101.479,15.044,102.739,15.053,103.074,15.075,104.721,15.558,103.733,15.041,102.837
2023-06-28 00:00:00,15.121,101.659,15.097,102.597,15.571,103.428,15.569,105.041,15.11,101.479,15.044,102.249,15.053,103.577,15.075,104.228,15.558,103.237,15.041,102.837
2023-06-28 00:30:00,15.121,102.167,15.097,103.082,15.571,103.428,15.569,105.041,15.11,100.522,15.044,102.739,15.053,102.062,15.075,103.733,15.558,102.739,15.041,102.837
2023-06-28 01:00:00,15.621,100.639,15.097,102.597,15.571,103.428,16.069,105.041,15.11,101.954,15.544,102.249,15.053,102.569,15.075,103.237,15.558,103.237,15.542,102.837
2023-06-28 01:30:00,15.621,102.167,15.097,102.597,15.571,103.428,16.069,105.041,15.611,101.479,16.045,102.249,15.053,103.074,15.075,105.214,16.058,102.739,15.542,102.354
2023-06-28 02:00:00,15.621,101.659,15.598,103.082,16.072,103.428,16.069,105.041,15.611,101.479,16.045,102.249,16.055,103.577,15.575,104.228,16.058,103.237,15.542,101.87
2023-06-28 02:30:00,16.122,102.167,15.598,102.597,16.072,102.963,16.57,105.041,15.611,101.479,16.045,101.757,15.554,102.569,15.575,103.733,16.058,103.733,16.044,102.354
2023-06-28 03:00:00,16.122,102.167,15.598,103.082,16.072,102.963,16.069,105.041,15.611,101.001,16.045,101.757,16.055,102.569,15.575,103.733,16.058,103.237,15.542,101.87
2023-06-28 03:30:00,16.122,101.659,15.598,102.597,16.072,102.497,16.069,104.128,15.611,101.001,15.544,102.739,15.554,102.569,15.575,103.733,16.058,103.733,15.542,101.87
2023-06-28 04:00:00,15.621,102.167,15.598,102.597,16.072,102.963,16.069,104.585,15.11,101.001,15.544,101.757,15.554,102.569,15.575,103.237,15.558,102.739,15.542,102.354
2023-06-28 04:30:00,15.621,102.167,15.598,103.082,15.571,102.963,16.069,104.128,15.11,101.001,15.544,102.249,15.554,101.554,15.575,103.237,15.558,103.237,15.542,101.87
2023-06-28 05:00:00,15.621,101.659,15.598,102.597,15.571,103.428,16.069,105.041,15.11,100.042,15.544,102.249,15.554,103.074,15.075,103.237,15.558,103.733,15.542,102.354
2023-06-28 05:30:00,15.621,101.659,15.598,102.597,15.571,103.428,16.069,105.041,15.11,101.479,15.544,103.228,15.053,103.074,15.075,103.733,15.558,103.733,15.542,102.354
2023-06-28 06:00:00,15.621,101.15,15.598,103.082,15.571,103.428,16.069,105.041,15.11,101.954,15.544,102.739,15.053,103.577,15.075,103.237,15.558,103.237,15.542,102.837
2023-06-28 06:30:00,15.621,101.659,15.598,103.082,15.571,103.428,16.069,103.668,15.611,101.001,15.544,102.249,15.053,103.074,15.075,103.237,15.558,103.733,15.542,102.354
2023-06-28 07:00:00,15.621,102.167,15.598,102.597,16.072,102.497,16.57,102.28,15.611,100.042,15.544,102.249,15.554,102.062,15.075,103.733,15.558,103.237,15.542,102.354
2023-06-28 07:30:00,15.621,102.167,15.598,102.597,16.072,102.497,16.57,102.28,15.611,100.042,15.544,102.739,15.554,102.569,15.075,103.733,16.058,103.237,15.542,101.383
2023-06-28 08:00:00,15.621,101.659,15.598,103.082,16.072,101.087,16.57,101.346,15.611,99.559,15.544,101.757,15.053,102.062,15.575,103.733,16.058,102.739,15.542,101.87
2023-06-28 08:30:00,15.621,101.659,15.598,103.082,16.072,101.559,16.57,102.744,15.611,100.042,15.544,102.249,15.053,102.569,15.575,104.228,16.058,103.237,15.542,101.383
2023-06-28 09:00:00,15.621,102.167,15.598,102.597,16.573,102.029,16.57,101.814,15.611,99.559,15.544,102.249,15.554,104.079,15.575,103.733,16.058,102.739,15.542,100.895
2023-06-28 09:30:00,15.621,101.659,15.598,103.082,16.072,101.559,17.571,100.876,16.613,99.075,16.045,103.228,15.554,103.577,15.575,103.733,16.058,104.721,16.044,100.895
2023-06-28 10:00:00,16.122,101.15,16.099,102.597,17.073,101.559,17.071,100.876,16.112,99.075,16.045,102.739,15.554,102.569,15.575,103.733,16.058,102.739,16.044,101.87
2023-06-28 10:30:00,16.122,101.15,15.598,102.597,16.573,99.663,17.071,99.458,16.613,99.075,16.045,101.757,15.554,102.569,15.575,102.739,16.559,102.739,16.044,100.405
2023-06-28 11:00:00,16.122,101.15,16.099,103.565,17.073,100.614,17.571,97.06,17.114,97.124,16.045,101.263,15.554,102.569,15.575,102.739,16.559,101.74,16.545,100.405
2023-06-28 11:30:00,16.623,100.127,16.099,103.565,17.073,99.184,17.571,97.543,17.114,96.632,16.045,101.757,15.554,102.062,15.575,103.237,16.559,101.74,16.545,100.895
2023-06-28 12:00:00,16.623,100.639,16.099,102.597,17.574,98.223,17.071,98.503,16.613,97.614,16.045,101.263,16.055,102.569,15.575,101.74,16.559,101.74,16.044,99.913
2023-06-28 12:30:00,16.122,101.15,16.099,103.082,17.073,98.704,17.071,100.876,16.613,97.614,16.045,102.249,16.055,102.569,15.575,102.739,16.058,102.24,16.044,100.405
2023-06-28 13:00:00,16.122,101.659,16.099,102.597,17.073,99.663,17.071,98.503,16.112,97.124,16.045,101.263,15.554,102.569,15.575,103.237,16.058,101.74,16.044,100.405
2023-06-28 13:30:00,16.122,100.639,15.598,102.11,16.573,99.184,16.57,101.814,15.611,99.075,15.544,102.739,15.554,102.569,15.575,103.237,16.058,102.24,15.542,101.383
2023-06-28 14:00:00,16.122,101.659,15.598,102.11,16.072,102.029,16.57,102.28,15.611,99.559,15.544,101.757,15.554,103.577,15.575,103.237,16.058,103.237,15.542,101.87
2023-06-28 14:30:00,15.621,100.639,15.598,103.082,16.072,101.087,16.069,101.346,15.611,99.559,15.544,101.757,15.554,102.062,15.575,103.237,15.558,102.739,15.542,101.383
2023-06-28 15:00:00,15.621,101.15,15.598,102.597,16.072,101.087,16.57,97.543,15.611,99.075,15.544,101.757,15.554,103.074,15.575,103.237,15.558,103.237,15.542,101.383
2023-06-28 15:30:00,15.621,101.15,15.598,102.597,16.072,101.087,17.571,97.543,16.112,96.139,16.045,99.77,15.053,103.074,15.075,103.237,16.058,102.739,16.044,99.42
2023-06-28 16:00:00,16.122,100.639,15.598,103.565,16.573,98.704,15.569,97.06,15.611,98.103,15.544,100.767,15.554,101.554,15.075,102.24,15.558,99.726,15.041,99.42
2023-06-28 16:30:00,15.121,98.062,15.598,102.11,15.571,98.223,15.569,94.62,15.611,96.632,15.044,98.766,15.053,100.534,15.075,101.238,15.057,101.74,15.041,100.405
2023-06-28 17:00:00,15.121,98.58,15.097,102.11,15.571,99.184,17.071,86.531,16.613,89.576,15.544,95.712,14.552,102.062,14.574,101.74,15.558,97.69,15.542,97.929
2023-06-28 17:30:00,15.621,93.856,15.097,102.11,16.573,93.312,15.569,91.637,15.611,91.114,15.044,97.755,14.552,98.474,14.574,97.178,15.057,99.219,14.54,97.428
2023-06-28 18:00:00,15.121,94.917,14.596,101.131,15.571,94.803,17.571,86.012,16.112,88.023,15.044,94.679,14.051,97.435,14.073,98.201,15.057,95.633,15.542,96.421
2023-06-28 18:30:00,15.121,90.094,14.596,103.082,16.072,91.805,17.571,85.49,16.112,89.576,15.544,94.679,14.552,100.534,14.574,96.149,15.057,98.201,15.041,93.872
2023-06-28 19:00:00,15.621,90.636,14.596,101.131,16.573,91.3,18.072,81.793,16.112,84.873,15.544,92.067,14.552,96.39,14.574,95.115,15.057,96.149,15.041,98.427
2023-06-28 19:30:00,15.621,91.176,14.596,101.131,16.573,91.805,16.57,85.49,15.11,86.455,15.044,91.009,14.552,97.955,14.574,96.149,15.057,93.032,14.54,95.915
2023-06-28 20:00:00,15.621,88.458,14.095,100.639,15.571,90.283,15.068,91.637,13.607,95.643,14.042,95.196,14.552,92.685,14.073,98.71,14.055,98.201,14.039,98.925
2023-06-28 20:30:00,14.62,93.323,13.594,102.11,14.57,96.767,15.068,89.615,13.607,94.148,14.042,94.679,14.051,96.913,13.572,99.726,14.055,98.201,13.537,96.925
2023-06-28 21:00:00,14.62,91.176,13.594,103.082,14.069,94.803,14.567,91.134,13.105,95.643,13.542,97.247,13.55,98.474,13.572,99.219,13.555,98.71,13.036,101.87
2023-06-28 21:30:00,14.119,92.789,13.093,102.11,13.568,98.223,14.066,90.123,12.103,98.59,13.041,99.269,13.049,99.507,13.071,100.231,13.054,99.219,12.534,100.895
2023-06-28 22:00:00,13.618,95.971,12.592,102.597,12.567,99.184,14.066,90.123,11.1,99.559,12.039,100.269,13.049,99.507,12.57,101.74,12.553,98.71,11.531,102.354
2023-06-28 22:30:00,13.117,94.387,12.091,102.11,11.565,100.614,12.564,94.127,10.599,101.001,11.539,102.249,12.046,100.021,11.569,101.74,12.052,99.219,10.528,102.837
2023-06-28 23:00:00,12.616,96.496,11.589,103.082,11.064,102.029,11.061,98.981,10.097,101.479,11.038,101.757,12.046,100.534,11.067,102.739,11.551,100.231,10.026,103.318
2023-06-28 23:30:00,11.614,98.58,11.088,103.082,10.563,102.963,10.058,101.346,9.094,101.954,10.036,102.739,11.545,102.062,10.566,103.237,11.05,101.238,9.524,102.837
2023-06-29 00:00:00,11.113,99.613,10.587,102.597,9.561,103.428,9.056,103.668,8.09,102.901,9.535,102.249,10.542,102.062,10.566,103.237,10.549,101.74,8.52,102.837
2023-06-29 00:30:00,10.612,101.15,9.584,102.11,9.059,103.891,9.056,104.128,8.09,103.372,8.533,102.739,9.539,102.569,9.564,102.739,10.048,101.74,8.52,102.837
2023-06-29 01:00:00,10.111,101.659,9.082,103.565,8.558,104.352,9.557,105.041,7.087,103.841,8.533,103.228,9.037,102.062,9.063,102.739,10.048,102.24,7.516,103.318
2023-06-29 01:30:00,9.109,102.167,8.581,104.526,8.057,104.352,11.562,94.62,8.09,103.841,8.533,104.683,9.037,104.079,8.562,103.733,11.05,97.69,7.516,104.274
2023-06-29 02:00:00,10.612,100.127,9.082,104.526,8.057,104.811,11.562,93.632,8.592,103.841,9.535,104.199,9.539,104.079,8.061,103.733,11.05,97.178,8.52,104.75
2023-06-29 02:30:00,9.61,101.15,9.584,105.004,9.059,105.269,10.559,102.28,8.592,103.841,9.535,104.683,9.539,104.079,8.562,105.704,10.549,99.726,9.022,104.75
2023-06-29 03:00:00,10.111,101.659,10.085,104.526,9.561,105.269,10.559,100.876,9.094,103.841,10.036,104.683,9.539,104.079,9.063,104.721,10.549,100.735,9.524,104.274
2023-06-29 03:30:00,10.111,101.15,10.085,104.046,9.561,105.269,10.559,102.28,9.595,103.841,10.036,104.683,10.04,105.576,9.063,105.214,10.048,102.739,9.524,104.75
2023-06-29 04:00:00,10.111,100.639,10.587,104.046,10.062,105.269,10.058,102.28,9.595,103.841,10.036,103.714,10.542,104.079,9.564,104.721,10.549,102.24,9.524,104.75
2023-06-29 04:30:00,10.111,101.15,10.587,104.046,10.062,105.269,10.058,98.981,8.592,104.309,9.034,104.683,10.04,105.079,9.564,103.733,10.549,99.219,9.022,104.75
2023-06-29 05:00:00,10.612,98.58,9.584,104.046,9.059,104.811,9.056,101.346,7.589,104.309,8.533,103.714,9.539,103.577,9.063,102.739,10.048,100.735,8.018,103.318
2023-06-29 05:30:00,9.109,101.659,9.082,103.082,8.558,105.725,9.557,102.744,7.087,105.703,8.032,103.714,9.037,104.58,8.562,103.733,9.547,101.238,7.516,104.75
2023-06-29 06:00:00,9.109,101.15,8.581,104.046,7.556,106.18,10.559,98.024,8.592,105.24,8.533,105.164,8.535,104.079,8.061,103.237,9.547,102.739,8.018,104.274
2023-06-29 06:30:00,9.109,102.673,9.082,105.004,9.059,106.18,10.559,100.405,9.595,103.841,10.036,104.683,9.539,105.079,7.559,104.721,10.048,103.733,9.022,104.75
2023-06-29 07:00:00,9.61,102.167,10.587,105.954,9.561,106.18,12.564,94.127,11.601,103.372,11.038,103.714,10.04,103.074,8.562,104.721,11.551,101.238,11.029,105.223
2023-06-29 07:30:00,11.614,100.127,11.088,104.526,11.565,105.269,13.065,91.134,14.108,93.647,12.039,97.247,10.542,104.079,9.564,105.704,12.553,96.664,11.531,101.383
2023-06-29 08:00:00,12.115,95.445,11.589,103.082,12.066,103.428,15.569,81.258,13.607,85.402,12.54,92.067,11.043,98.991,11.067,104.721,13.555,93.555,11.531,98.427
2023-06-29 08:30:00,13.117,88.458,12.091,100.639,12.567,96.767,13.565,84.442,13.607,81.124,13.041,88.334,11.545,95.865,11.569,99.219,13.054,88.8,12.033,93.357
2023-06-29 09:00:00,12.616,87.909,12.091,97.144,13.067,90.792,14.567,85.49,15.11,82.74,13.041,91.009,12.046,90.534,11.569,93.555,13.555,91.455,12.534,101.383
2023-06-29 09:30:00,13.618,90.636,12.592,102.11,13.568,92.811,13.065,84.967,13.607,84.342,13.041,90.478,12.046,94.811,12.069,95.115,13.054,91.455,12.033,92.321
2023-06-29 10:00:00,12.616,87.909,12.091,100.145,13.067,87.193,17.071,75.264,14.609,80.039,13.542,89.945,12.046,94.282,12.069,92.508,14.556,90.397,13.537,91.279
2023-06-29 10:30:00,13.618,86.808,12.592,97.144,14.069,84.042,14.066,82.858,14.108,85.402,13.041,90.478,12.547,91.612,13.071,89.866,13.054,88.8,13.036,93.872
2023-06-29 11:00:00,13.117,87.359,12.592,99.649,14.069,91.805,16.57,77.467,16.112,78.947,14.543,83.407,12.547,91.074,12.57,93.555,14.556,85.028,14.54,85.956
2023-06-29 11:30:00,14.62,85.143,13.594,90.421,15.571,82.978,15.569,73.594,15.611,75.632,14.543,81.732,13.049,90.534,13.071,87.192,15.057,77.849,14.54,86.497
2023-06-29 12:00:00,14.119,82.339,13.594,94.594,15.071,79.745,16.57,74.153,15.611,75.632,14.543,83.962,13.049,88.359,13.572,88.8,15.057,86.112,14.54,79.894
2023-06-29 12:30:00,14.119,85.143,14.095,87.755,14.57,81.907,18.072,66.764,17.114,72.826,16.045,74.873,13.55,85.05,13.572,88.265,16.058,79.525,15.542,74.771
2023-06-29 13:00:00,15.621,77.769,15.097,84.497,16.573,77.555,19.573,63.258,17.615,67.673,18.047,69.561,14.552,86.159,14.073,81.19,16.559,80.637,16.044,75.922
2023-06-29 13:30:00,15.621,76.03,16.099,80.053,16.573,72.528,18.572,65.602,17.615,67.673,17.046,73.119,15.053,81.687,14.073,82.843,16.058,75.027,16.044,79.332
2023-06-29 14:00:00,15.121,76.611,16.099,75.495,17.073,71.961,19.073,60.887,17.615,65.34,16.546,70.158,15.053,80.554,14.574,76.16,16.559,75.027,16.044,73.613
2023-06-29 14:30:00,15.621,76.611,15.598,78.357,16.573,69.676,19.073,60.29,18.115,58.188,17.046,62.871,15.053,79.985,14.574,77.287,16.559,68.12,16.545,68.313
2023-06-29 15:00:00,15.621,66.514,15.598,76.071,18.074,65.611,20.074,51.759,18.115,49.551,16.546,57.869,15.053,70.081,14.574,67.536,16.559,64.002,16.044,61.636
2023-06-29 15:30:00,16.122,62.225,16.099,74.337,17.574,54.774,19.073,54.843,18.115,51.428,16.045,57.869,15.554,59.738,15.075,65.185,16.058,67.536,16.044,61.018
2023-06-29 16:00:00,15.621,67.121,15.598,73.756,17.073,56.006,19.573,60.29,16.613,62.389,15.544,68.961,15.053,62.211,14.574,69.865,16.058,72.746,15.542,68.313
2023-06-29 16:30:00,16.122,71.322,15.097,74.917,18.074,63.843,16.069,72.473,16.613,64.164,15.544,71.94,14.552,69.485,14.574,72.746,15.057,76.724,15.542,69.503
2023-06-29 17:00:00,15.121,75.447,15.097,80.053,16.573,68.523,17.071,71.344,16.112,68.252,15.544,73.705,14.552,74.213,14.073,77.849,15.057,76.724,15.542,73.613
2023-06-29 17:30:00,15.121,76.03,14.596,80.053,16.072,70.25,19.573,60.887,16.112,66.51,15.544,73.119,14.552,75.96,14.073,77.849,15.558,76.16,15.542,72.448
2023-06-29 18:00:00,16.122,70.727,14.596,81.175,16.072,70.822,16.57,68.494,15.611,69.979,15.044,77.188,14.552,75.96,14.574,76.724,15.057,80.082,15.041,78.202
2023-06-29 18:30:00,15.121,75.447,14.596,83.948,15.571,73.094,15.569,79.102,14.609,79.494,14.543,81.732,14.051,77.694,14.073,77.849,14.556,85.571,14.54,82.123
2023-06-29 19:00:00,14.62,84.586,14.095,85.59,15.071,81.369,14.567,82.326,14.609,81.665,14.042,83.962,14.051,84.494,14.073,85.028,14.556,86.653,14.039,83.228
2023-06-29 19:30:00,14.119,85.7,14.095,89.891,15.071,85.099,14.567,84.967,14.108,82.203,14.042,85.615,14.051,86.711,13.572,87.192,14.055,87.729,14.039,85.956
2023-06-29 20:00:00,14.119,86.808,13.594,89.891,14.069,85.099,14.567,85.49,14.108,83.276,13.542,87.252,13.55,88.359,13.572,86.653,14.055,87.729,13.537,87.572
2023-06-29 20:30:00,13.618,86.808,13.594,90.949,14.57,85.625,14.567,87.566,13.607,85.929,13.542,90.478,13.55,88.359,13.572,88.265,13.555,90.927,13.537,89.701
2023-06-29 21:00:00,13.618,90.094,13.594,93.561,14.069,87.713,14.066,88.081,13.105,87.502,13.041,89.41,13.049,91.074,13.572,90.397,13.555,91.455,13.036,90.754
2023-06-29 21:30:00,13.618,90.636,13.093,92.522,13.568,89.773,13.565,90.629,12.604,89.06,13.041,91.009,13.049,90.534,13.071,90.397,13.054,92.508,13.036,93.357
2023-06-29 22:00:00,13.117,92.253,13.093,96.129,13.067,92.309,13.065,92.138,12.604,89.576,13.041,90.478,12.547,93.219,13.071,91.455,13.054,93.555,12.534,93.872
2023-06-29 22:30:00,13.117,92.789,12.592,96.637,13.067,91.805,13.065,92.138,12.103,90.09,12.54,91.539,12.547,91.074,13.071,91.982,12.553,93.555,12.033,94.386
2023-06-29 23:00:00,12.616,92.789,12.592,95.107,12.567,92.309,12.564,92.638,11.601,92.639,12.039,93.64,12.547,93.219,12.57,94.596,12.553,93.555,12.033,96.421
2023-06-29 23:30:00,12.616,91.176,12.091,96.129,12.066,95.297,12.564,93.632,11.601,93.647,12.039,92.593,12.046,93.219,12.069,95.115,12.553,94.596,11.531,96.421
2023-06-30 00:00:00,12.616,92.789,12.091,97.144,12.066,96.279,11.562,97.06,11.1,95.643,12.039,96.225,12.046,94.282,12.069,95.633,12.052,96.149,11.029,97.929
2023-06-30 00:30:00,12.115,94.387,11.589,98.652,11.565,98.223,12.063,97.06,11.601,96.139,12.039,95.196,12.046,95.339,11.569,96.149,12.553,96.664,11.531,98.427
2023-06-30 01:00:00,12.115,94.387,11.589,100.145,12.066,97.739,12.063,95.601,11.601,95.643,12.039,94.679,12.046,94.811,12.069,96.664,12.553,96.149,12.033,96.925
2023-06-30 01:30:00,12.115,94.917,12.091,99.649,12.066,96.767,12.564,95.601,11.601,95.147,12.039,94.16,12.046,94.811,12.069,96.664,12.553,95.633,12.033,97.428
2023-06-30 02:00:00,12.616,94.387,12.091,99.152,12.066,96.767,12.564,96.575,11.601,97.614,12.039,96.737,12.046,95.865,12.069,95.633,12.553,96.149,11.531,97.428
2023-06-30 02:30:00,12.616,93.856,11.589,100.145,12.066,98.704,12.564,96.575,11.601,97.124,12.039,97.755,12.046,95.339,12.069,97.69,12.553,96.149,11.531,98.925
2023-06-30 03:00:00,12.616,94.917,12.091,100.145,12.066,98.223,12.564,97.06,12.103,95.643,12.54,94.679,12.547,95.339,12.069,96.664,12.553,95.633,11.531,100.405
2023-06-30 03:30:00,12.616,94.917,11.589,99.649,12.066,98.223,12.564,96.575,11.601,96.632,12.54,94.679,12.046,96.913,12.069,97.69,12.553,97.69,11.531,99.913
2023-06-30 04:00:00,12.616,94.917,11.589,100.639,12.066,100.139,13.065,95.601,12.103,96.139,12.54,95.196,12.046,96.913,12.069,100.231,12.553,96.149,11.531,100.405
2023-06-30 04:30:00,13.117,94.387,12.091,100.639,12.066,99.184,13.065,95.601,12.103,97.124,12.54,96.737,12.547,96.913,12.069,98.71,12.553,97.69,12.033,98.925
