,great_wood,great_wood,regen4,regen4,regen2,regen2,cat_bield,cat_bield,regen1,regen1,regen5,regen5,regen6,regen6,norway,norway,regen3,regen3,regen7,regen7
,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity
2023-07-15 19:00:00,13.618,102.673,13.594,103.565,13.568,102.963,14.066,101.346,13.105,100.522,13.542,103.714,13.55,103.074,13.071,102.739,13.555,103.237,13.537,102.837
2023-07-15 19:30:00,13.618,102.167,13.594,104.046,13.568,103.428,14.066,101.814,13.105,100.522,13.542,102.739,13.55,103.074,13.071,103.733,13.555,102.739,13.537,102.837
2023-07-15 20:00:00,13.618,100.639,13.594,104.046,13.568,102.963,14.066,102.28,13.105,101.001,13.542,101.263,13.55,102.569,13.071,103.237,13.555,103.237,13.537,102.837
2023-07-15 20:30:00,13.618,101.15,13.594,103.565,13.568,102.963,14.066,101.814,13.105,101.479,13.542,103.228,13.55,103.074,13.071,104.228,13.555,103.237,13.036,102.837
2023-07-15 21:00:00,13.618,101.659,13.594,103.565,13.568,102.963,14.066,102.28,13.105,101.954,13.542,102.249,13.049,103.577,13.071,103.733,13.555,102.739,13.036,102.837
2023-07-15 21:30:00,13.618,102.167,13.093,104.046,13.568,103.428,13.565,102.28,13.105,101.479,13.041,102.249,13.049,103.577,13.071,104.228,13.555,103.237,13.036,102.837
2023-07-15 22:00:00,13.618,101.659,13.093,103.565,13.568,103.428,14.066,102.28,13.607,101.954,13.542,102.739,13.049,104.079,13.071,103.733,13.555,103.237,13.537,102.837
2023-07-15 22:30:00,13.618,103.178,13.594,104.526,14.069,103.891,14.066,102.744,13.607,101.479,13.542,102.739,13.55,103.074,13.572,104.228,14.055,102.739,13.537,103.318
2023-07-15 23:00:00,14.119,101.659,13.594,104.046,14.069,103.428,13.565,99.932,12.604,101.001,13.041,102.739,13.55,102.569,13.572,103.733,13.555,103.237,13.036,102.354
2023-07-15 23:30:00,13.117,101.659,13.093,104.046,13.067,102.497,13.565,101.346,12.604,101.001,13.041,102.249,13.049,103.074,13.071,103.237,13.054,103.733,12.534,102.837
2023-07-16 00:00:00,13.117,101.659,13.093,103.565,13.067,102.963,13.565,101.346,12.604,101.479,13.041,102.739,12.547,103.074,12.57,103.733,13.054,103.733,12.534,103.318
2023-07-16 00:30:00,13.117,101.15,13.093,104.526,13.067,103.891,13.565,101.346,12.604,100.522,13.041,102.739,12.547,104.079,12.57,103.237,13.054,103.733,12.534,103.318
2023-07-16 01:00:00,13.117,101.659,13.093,104.526,13.067,103.428,13.565,101.814,12.604,101.001,13.041,101.757,12.547,103.577,12.57,103.237,13.054,103.733,13.036,102.837
2023-07-16 01:30:00,13.117,102.673,13.093,104.046,13.067,103.891,13.565,101.814,12.604,101.001,13.041,102.739,12.547,103.577,13.071,103.733,13.054,103.733,12.534,103.318
2023-07-16 02:00:00,13.117,102.167,13.093,104.046,13.067,103.428,13.565,101.346,13.105,101.001,13.041,101.757,13.049,103.577,13.071,102.739,13.555,104.228,13.036,103.318
2023-07-16 02:30:00,13.618,100.639,13.093,105.004,13.568,103.428,13.565,101.346,13.105,102.429,13.041,102.249,13.049,102.569,13.071,102.24,13.555,103.733,13.036,103.318
2023-07-16 03:00:00,13.618,101.659,13.093,104.046,13.568,103.891,13.565,100.876,12.604,100.522,13.041,103.228,13.049,103.577,13.071,102.24,13.054,103.733,13.036,103.318
2023-07-16 03:30:00,13.117,101.659,13.093,104.046,13.568,103.428,13.065,101.814,12.604,101.479,12.54,102.739,13.049,103.577,13.071,103.733,13.054,103.237,12.534,102.354
2023-07-16 04:00:00,13.117,101.659,12.592,104.046,13.067,103.428,13.065,102.28,12.604,101.001,12.54,102.739,12.547,103.577,12.57,103.237,13.054,102.24,12.534,103.797
2023-07-16 04:30:00,12.616,101.659,12.592,104.526,13.067,103.891,13.065,102.744,12.103,101.479,12.54,103.228,12.547,103.074,12.57,103.237,12.553,103.237,12.534,103.318
2023-07-16 05:00:00,12.616,101.15,12.592,105.004,12.567,104.811,13.065,101.814,12.103,100.522,12.54,102.739,12.547,103.577,12.57,103.733,12.553,103.733,12.033,102.837
2023-07-16 05:30:00,12.616,101.659,12.592,105.004,12.567,104.352,13.065,101.814,12.103,101.954,12.54,103.228,12.046,103.577,12.069,104.228,12.553,103.733,12.033,103.318
2023-07-16 06:00:00,12.616,102.673,12.091,103.565,12.567,104.352,13.065,100.405,12.103,101.479,12.54,102.739,12.046,103.577,12.069,104.228,12.553,103.237,12.033,102.837
2023-07-16 06:30:00,12.616,101.659,12.091,104.526,12.567,103.891,13.065,100.405,12.103,100.042,12.039,103.228,12.046,104.079,12.069,104.228,12.553,103.733,12.033,103.797
2023-07-16 07:00:00,12.616,102.167,12.091,105.48,12.567,104.352,12.564,101.346,12.103,101.954,12.039,102.739,12.046,103.577,12.069,103.733,12.553,103.237,12.033,103.318
2023-07-16 07:30:00,12.616,102.167,12.091,104.526,12.567,103.891,12.564,101.346,12.103,101.954,12.039,102.739,12.046,104.079,12.069,104.228,12.553,103.733,12.033,103.797
2023-07-16 08:00:00,12.616,101.659,12.091,104.526,12.567,104.352,12.564,100.876,12.103,101.479,12.039,103.714,12.046,104.58,12.069,104.228,12.553,103.733,12.033,102.837
2023-07-16 08:30:00,12.616,101.659,12.091,104.046,12.567,104.352,13.065,100.876,12.103,99.559,12.039,102.249,12.046,104.58,12.069,103.237,12.553,103.237,12.033,102.837
2023-07-16 09:00:00,12.616,101.15,12.091,104.046,12.567,103.891,13.065,99.458,12.103,100.522,12.54,102.249,12.046,103.074,12.069,104.228,12.553,103.237,12.033,103.318
2023-07-16 09:30:00,12.616,101.15,12.091,104.526,12.567,103.891,13.065,98.024,12.604,98.59,12.54,100.767,12.046,103.577,12.069,102.24,12.553,103.733,12.534,102.837
2023-07-16 10:00:00,12.616,99.097,12.091,104.046,13.067,102.029,14.066,96.575,12.604,97.614,12.54,100.269,12.046,103.074,12.069,102.24,12.553,102.24,12.534,102.354
2023-07-16 10:30:00,13.117,99.097,12.592,103.082,13.067,101.559,14.066,95.111,13.607,94.148,13.041,98.262,12.046,102.062,12.57,102.24,13.054,100.735,13.036,101.383
2023-07-16 11:00:00,13.117,98.58,12.592,103.565,13.568,99.663,13.565,96.575,13.105,94.648,13.041,99.77,12.547,101.045,12.57,99.726,13.054,101.74,12.534,101.383
2023-07-16 11:30:00,13.117,98.58,12.592,104.046,13.568,99.663,13.565,96.089,13.105,94.648,13.041,99.269,12.547,101.554,12.57,99.726,13.054,100.231,12.534,101.87
2023-07-16 12:00:00,13.117,97.02,12.592,104.526,13.067,99.184,13.565,94.62,13.105,92.132,13.041,97.755,12.547,101.554,12.57,98.71,13.054,99.726,12.534,99.42
2023-07-16 12:30:00,13.117,97.541,12.592,103.565,13.568,97.739,15.068,89.615,14.609,89.06,14.042,94.16,12.547,100.021,12.57,99.726,13.555,98.71,14.039,97.428
2023-07-16 13:00:00,13.618,92.789,13.093,103.565,15.071,92.811,15.569,86.012,14.609,86.455,14.042,92.067,13.049,100.534,13.071,97.178,14.055,94.596,14.039,95.407
2023-07-16 13:30:00,14.119,92.253,13.093,101.131,14.57,93.811,15.068,86.531,15.611,81.124,14.543,87.794,13.049,95.865,13.071,97.178,14.055,92.508,14.54,93.357
2023-07-16 14:00:00,14.119,91.715,14.095,100.639,15.071,89.773,17.571,84.442,16.112,83.276,15.044,91.009,14.051,93.751,13.572,93.555,14.556,94.076,15.041,94.897
2023-07-16 14:30:00,15.121,92.253,14.095,100.639,16.072,90.283,17.571,81.258,17.615,79.494,16.045,90.478,14.051,96.39,14.073,95.115,15.558,89.866,15.542,88.64
2023-07-16 15:00:00,15.621,90.636,15.097,96.129,17.073,86.672,16.069,87.566,15.611,86.455,14.543,93.117,15.053,91.612,14.574,93.032,14.556,94.596,14.54,94.386
2023-07-16 15:30:00,14.62,93.323,14.095,98.652,15.571,91.805,16.57,84.967,15.611,84.342,15.044,91.009,14.051,94.282,13.572,95.115,15.057,93.555,14.54,92.84
2023-07-16 16:00:00,15.121,91.176,14.596,97.144,15.571,88.746,17.071,83.916,15.611,85.402,14.543,91.539,14.051,94.282,14.073,93.555,15.558,93.032,14.54,92.321
2023-07-16 16:30:00,15.121,91.176,14.596,99.649,15.571,88.23,15.569,87.049,15.611,84.342,15.044,89.41,14.051,94.282,14.073,94.076,14.556,93.032,15.041,91.279
2023-07-16 17:00:00,14.62,90.636,14.596,97.144,16.072,85.625,17.071,84.442,16.112,83.276,15.044,91.539,14.051,93.751,14.073,93.555,15.057,91.982,15.041,89.701
2023-07-16 17:30:00,15.121,91.715,14.596,94.594,16.072,85.625,18.072,80.183,15.611,82.74,15.044,89.945,14.051,91.612,14.073,92.508,15.057,91.982,14.54,90.229
2023-07-16 18:00:00,15.121,91.176,14.596,97.648,16.072,87.193,15.068,87.049,14.609,84.873,14.042,90.478,14.552,91.612,14.073,91.982,14.556,93.555,14.039,91.279
2023-07-16 18:30:00,14.119,91.715,14.095,95.619,14.57,89.26,15.068,90.123,14.609,86.979,14.042,92.067,14.051,93.219,13.572,93.032,14.055,93.555,14.039,90.229
2023-07-16 19:00:00,14.119,90.636,13.594,96.637,14.57,89.773,14.567,92.638,13.607,92.639,13.542,95.712,13.55,94.282,13.572,92.508,13.555,96.149,13.537,95.915
2023-07-16 19:30:00,13.618,95.445,13.594,99.152,14.069,93.811,14.066,92.638,13.105,91.114,13.041,95.196,13.049,97.435,13.071,94.076,13.555,95.633,13.537,93.872
2023-07-16 20:00:00,13.618,94.387,13.093,99.152,14.069,92.811,13.565,94.62,13.105,93.647,13.041,97.247,13.049,95.339,13.071,93.555,13.555,96.149,13.036,96.421
2023-07-16 20:30:00,13.618,95.971,13.093,99.649,13.568,95.297,13.065,98.503,12.604,96.632,12.54,99.269,13.049,97.435,13.071,95.633,13.054,98.71,12.534,99.42
2023-07-16 21:00:00,13.117,97.541,12.592,101.131,13.067,98.704,13.065,99.932,12.103,98.103,12.54,99.77,12.547,100.021,12.57,98.201,13.054,100.735,12.534,101.383
2023-07-16 21:30:00,12.616,99.613,12.592,101.131,13.067,100.614,13.065,99.932,12.103,98.59,12.54,99.77,12.547,100.534,12.57,100.231,13.054,101.238,12.534,101.383
2023-07-16 22:00:00,12.616,100.127,12.592,105.004,13.067,99.663,12.564,98.503,12.103,98.103,12.54,99.269,12.547,100.534,12.57,100.735,12.553,101.74,12.033,101.383
2023-07-16 22:30:00,12.616,100.127,12.592,103.082,12.567,101.087,13.065,99.932,12.103,99.075,12.54,100.269,12.046,100.021,12.069,98.71,12.553,101.74,12.033,102.354
2023-07-16 23:00:00,12.616,100.127,12.592,102.597,12.567,101.559,13.065,98.981,12.103,99.075,12.54,99.77,12.547,100.534,12.57,99.726,12.553,101.74,12.033,100.895
2023-07-16 23:30:00,12.616,100.127,12.592,104.046,12.567,101.559,12.564,98.024,11.601,98.103,12.039,101.263,12.046,101.554,12.069,101.238,12.052,100.735,12.033,101.383
2023-07-17 00:00:00,12.115,100.127,12.091,103.082,12.066,101.087,12.063,99.458,11.1,100.522,11.539,100.767,12.046,101.554,12.069,100.231,12.052,101.238,11.531,101.383
2023-07-17 00:30:00,12.115,99.097,11.589,102.597,12.066,101.087,12.063,99.932,11.1,100.042,11.539,100.767,11.545,101.554,11.569,98.201,12.052,101.238,11.531,102.354
2023-07-17 01:00:00,12.115,99.613,11.589,103.565,12.066,102.029,12.063,101.346,11.1,101.479,11.539,101.263,11.545,101.554,11.569,100.231,12.052,102.24,11.531,101.87
2023-07-17 01:30:00,12.115,101.659,11.589,103.082,12.066,102.497,11.562,101.814,11.1,100.522,11.539,100.767,11.545,102.062,11.569,101.238,11.551,101.74,11.029,101.87
2023-07-17 02:00:00,11.614,101.15,11.589,103.082,11.565,102.029,11.562,102.28,11.1,101.001,11.038,102.739,11.545,101.554,11.569,101.238,11.551,101.74,11.029,102.837
2023-07-17 02:30:00,11.614,101.15,11.589,104.046,11.565,103.891,11.562,101.814,11.1,100.522,11.539,101.757,11.545,102.569,11.067,102.24,11.551,102.24,11.029,103.318
2023-07-17 03:00:00,11.614,101.659,11.589,103.082,11.565,102.497,12.063,102.28,11.601,100.042,11.539,102.249,11.545,101.554,11.569,103.237,12.052,103.237,11.531,103.318
2023-07-17 03:30:00,12.115,101.15,11.589,104.046,12.066,103.428,12.063,99.458,11.601,98.103,11.539,100.269,12.046,100.534,11.569,102.24,12.052,102.24,11.531,102.837
2023-07-17 04:00:00,12.115,99.613,11.589,103.082,12.066,102.497,12.063,99.458,11.601,98.59,11.539,100.269,11.545,101.045,11.569,101.74,12.052,102.24,11.531,102.354
2023-07-17 04:30:00,11.614,99.613,11.589,103.082,12.066,102.497,11.562,101.814,11.601,99.075,11.539,100.269,11.545,101.045,11.569,101.238,11.551,101.238,11.531,102.837
2023-07-17 05:00:00,11.614,100.127,11.589,102.597,11.565,102.497,11.562,100.405,11.1,98.103,11.539,99.77,11.545,101.554,11.569,100.735,11.551,101.74,11.531,102.354
2023-07-17 05:30:00,11.614,101.15,11.589,102.597,11.565,103.891,11.562,101.814,11.1,99.559,11.539,100.269,11.545,102.062,11.569,101.74,11.551,102.24,11.531,102.354
2023-07-17 06:00:00,11.614,99.613,11.589,102.597,11.565,102.497,11.562,98.981,11.601,99.559,11.539,100.767,11.545,101.554,11.569,101.238,11.551,101.238,11.531,101.383
2023-07-17 06:30:00,11.614,101.15,11.589,103.565,12.066,102.497,11.562,99.458,11.601,96.139,11.539,98.766,11.545,102.062,11.569,101.74,11.551,101.74,11.029,100.405
2023-07-17 07:00:00,11.113,100.639,11.589,103.082,11.565,100.139,12.063,98.024,11.601,95.643,11.539,101.263,11.545,100.534,11.067,99.726,11.05,102.24,11.029,102.354
2023-07-17 07:30:00,11.614,100.127,11.589,102.597,11.565,102.963,13.565,94.62,13.105,91.114,12.039,97.247,11.043,101.554,11.067,101.74,12.553,99.219,12.033,99.913
2023-07-17 08:00:00,12.115,96.496,11.589,102.11,12.567,95.789,13.065,92.138,16.112,78.398,13.542,92.067,11.545,98.991,11.569,97.69,13.054,91.982,13.036,94.897
2023-07-17 08:30:00,12.616,93.856,13.093,95.619,13.568,92.309,14.567,85.49,16.112,77.848,14.042,86.162,12.547,94.811,12.57,89.866,13.555,92.508,13.036,88.64
2023-07-17 09:00:00,13.117,90.636,13.594,95.107,14.069,87.713,15.068,83.388,15.611,75.074,14.042,86.708,12.547,91.612,12.57,89.334,14.055,93.555,13.537,87.035
2023-07-17 09:30:00,13.618,89.55,13.594,93.042,14.57,87.713,15.569,81.258,16.112,75.632,14.042,85.066,13.049,90.534,13.071,90.397,14.556,88.8,14.039,85.956
2023-07-17 10:00:00,13.618,87.359,13.594,90.421,14.57,84.571,15.569,78.014,16.613,75.632,15.044,85.615,13.049,88.359,13.572,88.8,14.556,86.112,14.54,86.497
2023-07-17 10:30:00,14.119,85.143,14.596,91.999,14.57,83.511,15.068,83.388,15.611,77.297,14.543,85.066,13.55,87.811,13.572,86.112,14.556,88.8,14.54,85.414
2023-07-17 11:00:00,13.618,86.255,14.095,90.949,15.071,84.571,16.57,74.709,15.611,77.297,14.543,86.708,13.55,87.811,13.572,89.866,14.556,86.653,14.039,84.324
2023-07-17 11:30:00,14.119,84.026,14.095,89.891,14.57,84.571,16.069,78.559,15.611,75.632,14.543,83.407,13.55,88.359,13.572,85.571,14.556,84.484,14.54,84.87
2023-07-17 12:00:00,14.119,84.586,14.596,89.891,15.071,81.907,16.069,75.264,15.11,76.189,14.543,82.292,14.051,85.606,13.572,87.192,15.057,85.571,14.54,84.324
2023-07-17 12:30:00,14.62,82.903,14.095,91.475,14.57,82.443,16.069,74.709,16.613,72.26,15.544,79.475,13.55,84.494,13.572,85.028,15.057,83.391,15.542,77.635
2023-07-17 13:00:00,14.62,82.339,15.097,83.397,16.072,77.555,17.071,71.344,17.615,67.673,16.045,75.455,14.552,81.121,13.572,83.391,15.558,81.742,16.545,79.894
2023-07-17 13:30:00,15.121,81.773,15.598,84.497,17.073,75.895,17.071,74.153,17.114,69.405,15.544,77.763,14.552,80.554,14.073,83.938,15.057,83.938,15.542,75.922
2023-07-17 14:00:00,14.62,84.026,15.097,82.844,16.072,77.003,15.068,88.081,14.609,84.873,13.542,91.539,14.051,81.121,14.073,80.082,14.055,92.508,14.039,90.229
2023-07-17 14:30:00,13.618,91.176,14.095,96.129,15.071,88.746,16.069,83.388,16.112,80.039,15.044,88.334,13.55,92.685,13.071,92.508,14.556,89.866,14.54,85.414
2023-07-17 15:00:00,14.119,91.176,14.596,92.522,15.571,86.672,16.069,78.559,16.112,80.039,15.044,85.066,14.051,88.905,13.572,89.866,15.057,88.8,15.041,86.497
2023-07-17 15:30:00,14.62,87.909,14.596,93.042,15.571,82.443,15.569,85.49,15.11,82.203,14.543,86.708,14.051,86.711,14.073,88.8,14.055,90.927,14.54,88.107
2023-07-17 16:00:00,14.119,89.55,14.095,90.421,15.071,85.099,19.573,63.846,17.114,76.189,15.544,83.407,14.051,89.992,13.572,89.334,16.058,83.391,15.542,84.324
2023-07-17 16:30:00,16.122,78.921,14.596,88.292,17.073,80.288,19.073,68.494,17.615,68.829,16.045,80.042,14.552,82.252,14.574,83.391,15.057,83.938,15.542,76.495
2023-07-17 17:00:00,15.121,81.206,15.097,84.497,17.073,75.895,16.57,89.615,14.609,85.402,14.042,91.539,15.053,81.121,14.574,81.19,14.055,91.982,14.039,90.229
2023-07-17 17:30:00,14.119,89.55,14.095,94.594,15.071,87.713,19.073,70.777,15.611,78.398,14.543,85.066,13.55,91.074,13.572,90.927,15.057,85.571,15.041,81.569
2023-07-17 18:00:00,16.122,82.903,14.095,88.827,15.571,82.978,16.57,76.369,16.112,76.189,15.044,83.407,14.051,86.711,14.574,84.484,15.057,86.653,15.041,84.324
2023-07-17 18:30:00,14.62,84.586,14.596,89.36,15.571,80.829,17.571,75.264,15.611,78.398,15.044,83.407,14.051,85.05,14.073,84.484,14.556,88.265,15.041,83.228
2023-07-17 19:00:00,14.62,86.255,14.596,89.891,16.072,82.443,15.569,81.793,14.609,82.74,14.543,87.252,14.552,87.811,14.073,88.265,14.055,89.866,14.54,85.956
2023-07-17 19:30:00,14.119,87.909,14.095,90.949,15.071,87.193,14.567,90.123,13.607,90.603,13.542,93.64,14.051,87.262,14.073,88.265,14.055,94.076,13.537,93.357
2023-07-17 20:00:00,13.618,92.253,13.594,95.619,14.069,92.309,14.066,91.637,13.105,92.639,13.041,95.712,13.55,94.282,13.572,90.927,13.555,94.596,13.036,94.386
2023-07-17 20:30:00,13.618,93.323,13.594,97.144,13.568,93.811,14.066,91.637,12.604,93.143,13.041,96.225,13.049,94.811,13.572,93.555,13.555,94.076,13.036,96.421
2023-07-17 21:00:00,13.618,93.323,13.093,98.652,13.568,93.811,13.565,92.638,12.604,94.648,13.041,96.737,13.049,95.339,13.071,93.555,13.555,96.149,13.036,98.427
2023-07-17 21:30:00,13.117,92.789,13.093,99.152,13.067,95.297,13.065,95.111,12.103,94.148,12.54,96.225,13.049,95.339,13.071,94.596,13.054,97.178,12.534,96.421
2023-07-17 22:00:00,13.117,95.445,12.592,98.652,12.567,96.279,13.065,98.503,12.103,95.643,12.54,97.755,12.547,95.865,13.071,95.633,12.553,98.201,12.534,98.427
2023-07-17 22:30:00,12.616,97.02,12.592,100.145,12.567,98.223,13.065,97.06,12.103,96.632,12.54,98.262,12.547,97.435,12.57,98.201,13.054,97.69,12.534,99.42
2023-07-17 23:00:00,12.616,97.541,12.592,100.145,13.067,99.184,13.065,97.543,12.103,98.59,12.54,99.77,12.547,98.991,12.57,98.201,12.553,98.71,12.033,99.913
2023-07-17 23:30:00,12.616,98.58,12.592,101.131,12.567,99.663,12.564,99.932,12.103,99.075,12.039,101.263,12.547,100.021,12.57,99.219,12.553,99.726,12.033,100.405
2023-07-18 00:00:00,12.616,99.613,12.592,101.131,12.567,100.139,12.063,100.876,11.601,99.559,12.039,100.767,12.547,100.021,12.57,99.219,12.553,101.238,12.033,101.383
2023-07-18 00:30:00,12.115,100.127,12.091,102.11,12.066,101.087,12.063,101.814,11.1,100.042,11.539,101.757,12.046,100.534,12.069,99.726,12.052,101.238,11.531,101.383
2023-07-18 01:00:00,12.115,101.659,12.091,102.597,12.066,102.497,12.063,102.28,11.1,101.479,11.539,102.739,12.046,102.062,12.069,100.735,12.052,101.74,11.531,101.87
2023-07-18 01:30:00,12.115,102.167,12.091,102.597,11.565,102.497,12.063,102.28,11.1,101.954,11.539,102.249,11.545,102.062,11.569,102.24,12.052,101.74,11.029,101.383
2023-07-18 02:00:00,12.115,101.659,11.589,102.597,11.565,102.029,11.061,101.814,10.599,100.522,11.038,101.263,11.545,102.062,11.569,101.74,11.551,101.238,11.029,101.87
2023-07-18 02:30:00,11.614,101.659,11.589,102.11,11.064,102.963,11.061,103.207,10.097,101.954,10.537,102.249,11.043,101.045,11.569,102.739,11.551,102.24,10.026,102.837
2023-07-18 03:00:00,11.113,101.659,11.088,103.082,10.563,103.891,11.562,102.744,10.097,102.429,11.038,103.228,11.043,102.569,11.067,102.739,11.551,101.74,10.528,102.837
2023-07-18 03:30:00,11.614,102.167,11.088,103.082,11.064,103.891,10.559,103.668,9.595,102.429,10.537,101.757,11.043,103.577,11.067,101.74,11.05,102.24,10.026,102.354
2023-07-18 04:00:00,11.113,102.167,11.088,102.597,10.563,103.891,11.061,103.207,10.097,103.372,10.537,103.228,10.542,103.074,10.566,102.739,11.05,102.739,10.026,103.318
2023-07-18 04:30:00,11.113,103.178,10.587,102.597,10.563,104.352,10.559,103.668,10.097,102.901,10.537,103.228,10.542,103.074,10.566,102.739,11.05,102.739,10.026,103.318
2023-07-18 05:00:00,11.113,102.167,11.088,103.565,10.563,104.352,11.061,104.128,10.097,102.901,10.537,104.199,10.542,102.062,10.566,103.733,11.05,102.739,10.026,104.274
2023-07-18 05:30:00,11.113,102.673,11.088,104.046,11.064,104.811,11.562,104.585,10.599,102.901,11.038,103.714,11.043,103.074,10.566,104.228,11.551,104.228,10.528,103.318
2023-07-18 06:00:00,11.113,102.673,11.589,104.046,11.064,104.811,12.063,104.128,11.1,103.372,11.539,103.714,11.043,104.079,10.566,103.733,11.551,103.237,11.029,104.274
2023-07-18 06:30:00,11.614,103.178,11.589,103.082,11.565,104.811,12.564,103.207,11.601,102.429,11.539,103.228,11.545,104.079,11.067,103.733,12.052,103.237,11.531,103.318
2023-07-18 07:00:00,11.614,103.178,12.091,104.046,12.066,104.811,12.564,102.744,12.103,102.429,12.039,103.714,12.046,104.079,11.067,104.228,12.052,103.733,12.033,103.318
2023-07-18 07:30:00,12.115,103.681,12.592,104.046,12.567,104.352,13.565,102.744,12.604,101.954,12.54,103.714,12.046,103.577,11.569,104.228,12.553,104.228,12.534,102.354
2023-07-18 08:00:00,12.616,102.673,12.592,104.046,13.067,104.352,13.565,102.28,12.604,101.954,12.54,103.228,12.547,103.577,12.069,104.721,13.054,103.733,12.534,102.837
2023-07-18 08:30:00,12.616,102.167,12.592,103.565,13.067,103.428,14.567,101.814,13.105,101.954,13.041,104.683,12.547,103.577,12.069,104.721,13.054,103.733,13.036,102.837
2023-07-18 09:00:00,13.117,102.673,13.093,104.526,13.568,103.891,14.567,99.932,13.607,99.075,13.542,102.739,13.049,103.577,12.57,104.721,13.555,103.237,13.537,102.837
2023-07-18 09:30:00,13.618,101.659,13.594,102.597,14.069,102.029,14.066,98.024,13.105,98.59,13.041,102.249,13.049,102.569,13.071,104.228,13.555,101.74,13.537,101.383
2023-07-18 10:00:00,13.117,102.167,13.093,104.046,14.069,100.614,15.068,96.575,13.607,97.614,13.041,102.249,13.049,103.074,13.071,103.733,13.555,101.238,13.036,100.405
2023-07-18 10:30:00,13.117,101.15,13.093,102.597,14.069,98.704,16.069,92.638,14.609,93.647,13.542,100.767,12.547,104.079,12.57,102.24,14.055,101.74,14.039,99.42
2023-07-18 11:00:00,14.119,99.613,13.594,104.046,15.071,98.223,16.57,90.629,14.609,91.624,13.542,98.262,13.049,103.577,13.071,102.24,14.055,99.726,14.039,98.925
2023-07-18 11:30:00,14.119,97.02,13.594,103.565,15.071,97.254,15.569,93.632,14.609,91.624,14.042,96.737,13.049,102.062,13.071,102.24,14.055,99.219,14.039,96.925
2023-07-18 12:00:00,14.119,98.062,13.594,102.11,15.071,94.803,16.069,92.138,14.609,91.114,13.542,98.262,13.049,100.021,13.071,101.74,14.055,99.726,14.039,98.427
2023-07-18 12:30:00,14.119,97.541,13.594,103.082,14.57,95.297,15.068,96.575,13.607,94.648,13.041,98.766,13.049,101.045,13.071,100.735,13.555,100.735,13.537,100.895
2023-07-18 13:00:00,13.618,99.613,13.093,102.597,14.069,99.663,14.567,96.575,13.607,97.124,13.041,100.767,12.547,102.062,12.57,102.24,13.555,101.74,13.537,100.895
2023-07-18 13:30:00,13.117,100.127,13.093,102.11,14.069,98.704,14.066,98.503,12.604,98.59,12.54,102.249,12.547,102.569,12.57,102.24,13.054,102.24,13.036,101.87
2023-07-18 14:00:00,13.117,101.15,12.592,103.082,13.568,100.614,14.066,98.503,13.105,96.632,13.041,102.249,12.547,103.074,12.57,102.24,13.054,101.74,13.036,100.895
2023-07-18 14:30:00,13.117,102.673,12.592,103.565,13.568,99.184,15.068,97.06,13.607,98.103,13.041,102.739,12.547,102.569,12.57,102.739,13.054,102.24,13.537,102.354
2023-07-18 15:00:00,13.117,100.639,13.093,103.565,14.069,100.614,14.567,98.503,13.105,99.075,12.54,102.249,12.547,104.079,12.57,102.739,13.054,102.739,13.036,101.383
2023-07-18 15:30:00,13.117,101.659,12.592,103.565,13.568,100.614,15.569,97.06,13.607,98.103,13.041,102.249,12.547,102.569,12.57,103.237,13.555,102.739,13.537,102.354
2023-07-18 16:00:00,13.618,101.659,13.093,104.046,14.069,100.614,15.068,93.632,14.108,99.075,13.041,102.249,13.049,104.58,13.071,103.237,13.555,101.74,13.537,101.87
2023-07-18 16:30:00,13.618,99.097,13.093,103.565,14.069,98.223,13.565,98.503,13.105,96.139,12.54,101.263,13.049,102.569,12.57,102.739,13.054,101.238,13.036,99.913
2023-07-18 17:00:00,13.117,100.127,13.093,102.597,13.568,99.663,14.066,98.503,13.105,99.559,12.54,102.249,12.547,102.569,12.57,101.74,13.054,100.735,13.036,101.87
2023-07-18 17:30:00,13.117,103.178,12.592,103.565,13.568,100.614,14.066,98.981,13.105,98.103,12.54,102.739,12.547,103.577,12.57,103.237,13.054,102.24,13.036,101.383
2023-07-18 18:00:00,13.117,100.639,12.592,104.046,13.568,100.614,15.068,97.06,13.607,97.124,13.041,102.249,12.547,103.074,12.57,102.739,13.054,102.24,13.537,101.383
2023-07-18 18:30:00,13.117,100.639,13.093,104.046,14.069,99.663,14.567,96.575,13.607,98.59,13.041,102.739,12.547,103.074,12.57,102.739,13.054,102.739,13.537,101.383
2023-07-18 19:00:00,13.117,101.659,13.093,104.046,14.069,101.087,13.565,98.981,13.105,97.614,13.041,101.757,13.049,104.58,12.57,102.24,13.054,102.24,13.036,100.895
2023-07-18 19:30:00,13.117,102.167,13.093,103.082,13.568,100.139,14.066,97.543,13.105,99.559,13.041,102.249,12.547,103.074,12.57,102.24,13.054,103.237,13.036,101.383
2023-07-18 20:00:00,13.117,101.659,13.093,103.565,13.568,100.614,14.066,99.458,13.105,99.559,13.041,102.739,12.547,104.079,12.57,102.739,13.054,102.739,13.036,101.87
2023-07-18 20:30:00,13.117,102.167,12.592,103.565,13.568,101.087,13.565,99.458,13.105,99.559,13.041,102.249,12.547,103.577,12.57,102.739,13.054,102.739,13.036,101.383
