,regen2,regen2,regen1,regen1,regen5,regen5,cat_bield,cat_bield,regen7,regen7,great_wood,great_wood,norway,norway,regen3,regen3,regen4,regen6,regen6,regen4
,relative humidity,temperature,relative humidity,temperature,temperature,relative humidity,temperature,relative humidity,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,relative humidity,temperature,temperature
2023-05-23 10:00:00,83.511,13.067,77.297,13.607,13.041,80.607,14.066,79.644,79.332,13.537,78.346,13.117,83.391,11.569,81.19,13.555,85.044,83.376,11.545,12.091
2023-05-23 10:30:00,80.829,14.069,70.552,14.609,13.542,74.873,14.567,77.467,72.448,14.54,78.346,13.618,83.391,12.069,72.746,14.055,83.397,82.252,12.046,12.592
2023-05-23 11:00:00,75.338,14.57,62.389,17.114,14.543,68.961,15.068,69.067,67.115,15.542,73.099,13.618,79.525,12.57,70.444,14.556,78.357,79.415,12.547,13.093
2023-05-23 11:30:00,69.676,16.072,57.582,16.613,15.044,65.328,16.57,62.076,61.636,15.542,70.13,14.62,74.459,13.071,62.813,16.058,73.756,74.213,13.55,14.095
2023-05-23 12:00:00,68.523,15.571,48.291,17.615,16.546,50.806,16.57,54.23,50.241,17.547,60.364,14.62,71.598,13.572,53.113,17.56,65.429,67.085,14.051,15.097
2023-05-23 12:30:00,53.536,17.073,49.551,18.115,18.548,44.198,18.072,55.455,48.938,17.547,53.417,15.621,56.181,14.574,51.256,17.06,54.208,54.084,15.053,16.099
2023-05-23 13:00:00,52.915,17.073,53.909,18.115,18.548,50.806,18.072,60.29,55.377,17.046,50.843,16.623,57.399,15.075,64.594,17.06,50.989,50.89,16.055,16.6
2023-05-23 13:30:00,62.06,17.073,53.291,18.616,18.047,50.806,19.573,52.998,54.741,17.046,62.843,16.122,67.536,14.574,56.791,17.56,59.891,58.492,15.554,16.6
2023-05-23 14:00:00,56.619,17.574,59.396,17.114,17.046,59.758,16.57,66.764,62.252,16.545,57.229,16.122,62.813,15.575,66.363,16.058,56.752,57.24,16.055,17.101
2023-05-23 14:30:00,63.843,16.573,59.998,18.616,17.046,61.008,17.571,65.018,63.478,16.545,68.329,15.121,70.444,14.574,67.536,17.06,63.599,64.05,15.554,16.099
2023-05-23 15:00:00,63.843,18.074,57.582,18.115,16.546,59.758,17.071,66.184,63.478,16.545,67.726,15.621,72.173,15.075,65.185,17.06,66.64,66.481,15.554,16.099
2023-05-23 15:30:00,62.656,17.574,59.998,17.615,16.045,64.103,17.071,65.602,65.305,16.044,65.906,15.621,67.536,15.075,68.703,15.558,64.82,64.05,15.554,16.099
2023-05-23 16:00:00,63.251,18.074,63.574,16.112,15.044,65.328,15.068,69.067,65.305,15.041,68.931,15.121,72.173,14.073,66.95,15.057,69.636,67.085,15.554,15.598
2023-05-23 16:30:00,66.197,15.571,61.793,16.112,15.544,63.488,15.569,66.764,64.698,15.041,65.297,14.62,69.865,14.073,66.363,15.057,67.843,67.687,14.051,15.097
2023-05-23 17:00:00,65.024,15.571,61.197,16.112,14.543,67.153,16.069,66.184,65.305,14.54,65.297,15.121,68.12,14.073,67.536,14.556,67.843,66.481,14.051,14.596
2023-05-23 17:30:00,66.781,15.071,63.574,14.609,14.042,64.716,14.567,68.494,64.698,13.537,63.459,15.621,69.285,14.073,68.12,14.055,70.23,67.687,14.051,14.596
2023-05-23 18:00:00,66.781,14.069,68.252,14.108,14.042,68.961,14.066,71.909,68.313,13.537,66.514,14.119,67.536,13.572,71.598,14.055,69.636,66.481,13.55,14.095
2023-05-23 18:30:00,70.822,14.069,66.51,14.108,13.542,65.938,14.567,68.494,67.115,13.537,67.726,14.119,72.173,13.071,68.703,14.055,72.587,67.687,13.55,13.594
2023-05-23 19:00:00,69.1,14.069,68.252,13.607,14.042,66.546,15.068,67.919,68.909,13.537,65.906,14.119,69.285,13.071,71.021,13.555,71.412,67.085,13.55,13.594
2023-05-23 19:30:00,68.523,14.57,68.829,13.607,14.042,67.153,15.068,66.184,69.503,13.537,65.906,14.119,69.865,13.071,70.444,13.555,73.756,67.687,13.55,13.093
2023-05-23 20:00:00,69.1,14.069,71.123,13.105,13.041,69.561,13.565,71.344,70.096,13.036,68.329,13.618,72.173,13.071,72.746,13.555,71.412,68.887,13.049,13.093
2023-05-23 20:30:00,71.961,13.568,75.632,12.103,12.54,73.705,13.065,73.594,75.348,12.033,69.531,13.117,73.318,12.57,75.027,12.553,73.756,70.676,13.049,13.093
2023-05-23 21:00:00,75.895,12.567,78.398,11.601,12.039,76.034,13.065,76.369,77.635,12.033,71.916,12.616,75.027,12.069,76.16,12.052,76.645,73.627,12.046,12.091
2023-05-23 21:30:00,78.653,12.066,83.276,11.1,11.539,82.292,12.564,81.258,82.676,11.531,74.862,12.115,76.724,12.069,80.637,12.052,80.053,75.96,11.545,12.091
2023-05-23 22:00:00,84.571,11.565,86.455,10.599,11.038,83.962,12.063,83.388,85.956,11.029,79.494,12.115,81.19,11.569,83.938,11.551,85.044,82.814,11.545,11.589
2023-05-23 22:30:00,87.193,11.064,86.979,10.097,11.038,85.066,11.562,83.916,87.035,10.528,81.206,11.614,83.391,11.569,84.484,11.551,87.217,84.494,11.043,11.088
2023-05-23 23:00:00,87.713,11.064,91.114,9.094,10.537,85.066,11.562,82.326,90.229,10.026,82.339,11.614,84.484,11.067,85.571,11.05,86.134,85.05,11.043,11.088
2023-05-23 23:30:00,90.283,10.062,90.09,9.094,9.535,88.873,10.058,88.081,87.572,10.026,85.143,11.113,86.112,10.566,87.729,10.549,88.292,87.262,10.542,10.587
2023-05-24 00:00:00,89.26,10.062,91.624,8.592,8.533,93.117,11.061,85.49,92.84,9.022,84.586,10.612,86.653,10.566,90.397,9.547,88.827,89.449,9.539,10.085
2023-05-24 00:30:00,92.309,9.059,91.114,9.094,9.034,90.478,10.559,86.012,93.357,8.52,86.808,10.111,89.334,9.564,90.397,9.547,91.475,90.534,9.037,9.584
2023-05-24 01:00:00,92.811,9.059,92.132,8.09,9.535,90.478,10.559,84.967,91.279,9.022,86.808,10.111,87.192,10.065,90.397,9.547,88.827,89.992,9.539,9.584
2023-05-24 01:30:00,93.312,9.059,86.979,9.595,10.036,83.962,11.061,82.326,87.035,9.524,84.586,10.612,88.265,9.564,83.391,10.549,89.36,87.262,10.04,9.584
2023-05-24 02:00:00,88.746,10.062,85.402,9.595,10.036,82.851,11.061,80.183,87.035,9.524,79.494,11.113,83.391,10.566,84.484,10.048,86.676,83.376,10.04,10.085
2023-05-24 02:30:00,87.713,10.062,85.402,9.094,9.535,83.407,10.559,80.183,85.956,9.022,79.494,10.612,82.293,10.065,82.293,10.048,86.134,83.376,10.04,10.085
2023-05-24 03:00:00,87.713,9.561,87.502,9.094,9.535,86.162,10.559,83.916,88.107,9.022,76.611,11.113,81.19,10.065,86.112,9.547,86.134,83.935,9.539,9.584
2023-05-24 03:30:00,88.746,9.561,89.06,8.592,8.533,89.41,10.058,85.49,90.229,8.52,81.206,10.111,84.484,9.564,87.192,9.547,88.827,85.606,9.539,9.082
2023-05-24 04:00:00,91.3,8.558,88.023,9.094,9.535,86.708,10.058,87.049,88.64,9.022,82.903,10.111,85.571,9.564,88.8,9.547,89.36,88.905,9.037,9.082
2023-05-24 04:30:00,89.26,9.561,92.132,8.09,9.535,87.252,10.058,88.081,90.229,9.022,83.465,10.111,85.028,9.564,88.265,9.547,88.292,86.711,9.539,9.584
2023-05-24 05:00:00,91.3,9.059,91.624,8.09,9.034,87.794,9.557,89.105,90.754,8.52,85.143,10.111,87.192,9.564,88.265,9.547,88.827,86.159,9.539,9.584
2023-05-24 05:30:00,91.805,9.059,91.624,8.09,9.034,88.334,9.557,89.105,90.754,8.52,85.143,9.61,87.729,9.063,89.334,9.046,89.36,86.711,9.037,9.082
2023-05-24 06:00:00,91.805,8.558,89.576,8.592,9.034,87.794,9.557,87.049,89.701,8.52,85.7,9.61,87.192,9.063,89.334,9.046,89.891,87.811,9.037,9.082
2023-05-24 06:30:00,89.773,9.059,86.455,9.595,9.535,87.252,10.058,87.049,88.107,9.022,84.586,9.61,87.192,9.063,88.265,9.547,91.475,87.811,9.037,9.082
2023-05-24 07:00:00,89.773,9.561,81.124,11.1,10.036,86.162,10.058,87.049,85.956,10.026,84.586,10.111,86.653,9.564,87.729,10.048,88.292,86.711,9.539,9.584
2023-05-24 07:30:00,86.672,10.563,83.276,10.599,10.537,83.962,10.559,86.012,85.956,10.026,84.026,10.111,85.571,10.065,87.192,10.048,85.59,85.05,10.04,10.587
2023-05-24 08:00:00,86.672,10.563,80.582,11.601,11.539,80.042,11.562,83.388,84.324,10.528,84.026,10.111,85.571,10.065,83.938,11.551,85.59,84.494,10.542,10.587
2023-05-24 08:30:00,84.571,11.565,72.826,14.108,13.041,74.29,12.564,77.467,79.894,12.033,81.206,11.614,83.391,10.566,80.637,12.553,83.397,82.814,10.542,11.088
2023-05-24 09:00:00,78.653,13.067,67.673,14.609,13.041,71.348,14.066,72.473,75.922,12.534,78.346,12.115,80.637,11.569,73.889,13.054,78.357,78.843,11.545,12.592
2023-05-24 09:30:00,75.338,13.067,65.926,15.11,14.042,68.36,16.069,67.342,72.448,13.036,75.447,12.616,78.968,11.569,68.703,15.057,74.917,77.118,12.046,13.093
2023-05-24 10:00:00,72.528,13.568,68.829,14.108,13.041,71.348,12.564,75.817,73.031,13.036,71.916,13.117,75.027,12.57,71.021,13.555,73.172,73.04,12.547,13.594
2023-05-24 10:30:00,75.338,13.568,62.982,15.611,14.543,67.757,13.565,75.264,68.313,14.039,74.276,12.616,75.594,12.069,67.536,15.558,76.071,74.797,12.046,13.093
2023-05-24 11:00:00,71.392,14.57,61.197,17.114,14.543,68.961,15.569,69.639,68.313,14.54,70.727,13.117,74.459,12.57,68.12,15.558,72.001,73.627,12.547,14.095
2023-05-24 11:30:00,70.822,14.57,60.598,17.114,15.544,64.716,15.068,70.777,64.698,15.542,70.727,13.618,74.459,12.57,62.813,16.058,72.587,70.081,13.55,14.596
2023-05-24 12:00:00,69.676,15.071,58.793,17.615,16.045,59.758,16.57,65.602,61.018,16.044,68.931,14.119,72.173,13.071,62.813,16.058,68.443,69.485,13.55,15.598
2023-05-24 12:30:00,67.363,15.571,58.793,17.615,17.547,58.501,16.57,66.184,63.478,16.044,66.514,14.62,69.865,14.073,63.408,16.058,66.64,67.085,14.051,15.598
2023-05-24 13:00:00,67.363,15.571,60.598,17.615,18.047,55.326,17.071,63.258,63.478,16.044,66.514,15.121,69.285,14.073,61.62,16.559,65.429,67.085,14.552,16.6
2023-05-24 13:30:00,62.656,17.073,58.188,18.616,18.047,56.601,18.072,62.668,62.252,17.547,65.906,16.122,66.95,14.574,61.021,17.56,61.134,64.05,15.554,17.101
2023-05-24 14:00:00,63.843,18.074,56.974,19.117,18.548,57.869,17.571,65.602,64.698,17.046,60.986,16.623,65.775,15.575,62.217,18.061,61.753,60.978,16.556,17.602
2023-05-24 14:30:00,62.06,18.074,56.974,19.617,18.548,60.384,17.071,66.764,64.089,17.046,64.073,17.123,69.285,15.575,62.813,17.56,63.599,63.439,16.556,17.602
2023-05-24 15:00:00,63.843,19.576,56.974,19.617,18.047,60.384,17.571,69.067,63.478,17.046,65.906,17.123,68.703,16.076,66.363,17.06,62.37,62.826,17.057,18.103
2023-05-24 15:30:00,60.863,19.075,56.974,19.617,17.046,65.938,17.571,69.067,64.089,17.046,65.906,16.122,68.12,16.076,68.703,16.559,62.37,64.05,17.057,17.602
2023-05-24 16:00:00,61.462,19.075,61.793,17.615,16.045,67.153,17.071,70.209,64.698,17.046,68.329,16.623,71.021,15.075,68.703,16.559,67.242,67.085,16.055,16.6
2023-05-24 16:30:00,63.843,18.074,66.51,17.114,15.544,71.348,17.071,70.209,67.715,16.545,68.329,16.122,71.598,15.075,73.318,15.558,73.172,71.861,15.053,15.598
2023-05-24 17:00:00,67.944,17.073,69.979,16.112,15.544,71.94,16.57,70.777,69.503,16.044,70.13,16.623,73.889,15.075,71.598,15.558,74.917,74.213,14.552,15.097
2023-05-24 17:30:00,71.961,16.573,69.405,16.112,16.045,68.961,16.069,71.909,70.096,16.545,68.931,16.122,74.459,15.075,71.021,16.058,75.495,74.797,14.552,15.097
2023-05-24 18:00:00,69.1,17.073,68.252,16.112,16.045,68.36,15.569,75.264,68.909,16.044,67.726,16.122,73.889,15.075,72.173,15.558,73.756,74.213,15.554,15.598
2023-05-24 18:30:00,69.676,16.573,72.826,15.11,15.544,70.754,15.569,77.467,74.193,15.542,71.322,15.621,75.027,14.574,75.027,15.057,72.587,70.676,15.053,15.097
2023-05-24 19:00:00,73.657,16.072,72.26,14.609,15.044,71.348,15.068,74.153,71.275,15.041,73.688,15.121,76.724,14.574,74.459,15.057,74.337,72.451,14.552,15.097
2023-05-24 19:30:00,72.528,15.571,74.515,14.609,14.543,73.705,14.567,76.919,74.193,14.54,71.916,14.62,74.459,14.574,74.459,14.556,74.917,72.451,14.552,14.596
2023-05-24 20:00:00,73.657,15.071,78.398,13.607,13.542,76.612,14.066,80.722,78.202,13.537,74.862,14.62,76.724,14.073,78.968,13.555,76.645,74.797,14.051,14.095
2023-05-24 20:30:00,79.745,14.069,84.342,12.103,13.041,80.042,13.565,80.722,83.228,12.534,75.447,14.119,77.849,13.572,81.742,13.054,80.053,77.118,13.55,13.594
2023-05-24 21:00:00,84.042,12.567,88.542,10.599,12.54,82.851,13.065,82.326,86.497,12.033,77.769,13.618,82.293,13.071,85.571,12.553,82.289,79.985,13.049,13.093
2023-05-24 21:30:00,89.26,11.565,93.647,9.595,11.539,85.066,12.564,82.858,88.107,11.029,79.494,13.117,83.391,12.57,85.571,12.052,85.044,82.252,12.547,12.091
2023-05-24 22:00:00,91.3,10.563,97.124,9.094,11.539,86.708,12.063,84.442,89.701,10.528,81.206,12.616,85.028,12.069,85.571,12.052,88.827,83.935,12.046,11.589
2023-05-24 22:30:00,95.297,10.062,97.124,8.592,10.036,89.945,11.562,88.594,92.321,9.524,81.773,12.115,86.112,11.569,88.265,11.05,89.36,85.606,11.545,11.088
2023-05-24 23:00:00,96.767,9.059,98.103,8.09,8.533,94.679,10.058,93.136,95.407,8.018,86.255,11.614,87.729,10.566,90.927,10.549,89.891,87.811,10.542,10.587
2023-05-24 23:30:00,97.739,8.558,99.559,7.589,8.533,95.712,9.056,96.089,97.428,8.018,89.55,10.111,91.982,9.564,91.982,10.048,91.999,93.219,9.539,9.082
2023-05-25 00:00:00,98.704,8.057,99.075,7.087,7.531,96.225,8.555,96.575,98.427,7.014,91.715,9.61,94.076,9.063,93.555,9.046,93.561,94.282,9.037,9.082
2023-05-25 00:30:00,99.663,7.556,100.522,6.585,7.03,98.766,8.053,98.981,98.925,6.512,92.789,9.109,95.115,8.061,92.508,8.544,94.079,93.751,8.535,8.079
2023-05-25 01:00:00,100.614,7.055,100.522,6.083,7.03,98.766,7.552,99.458,100.405,6.01,93.323,8.106,95.115,7.058,97.178,8.043,94.079,95.865,8.034,8.079
2023-05-25 01:30:00,101.087,6.553,101.954,5.581,6.528,99.77,7.051,98.981,100.405,5.507,94.917,8.106,96.664,7.058,97.69,7.542,95.107,95.339,8.034,8.079
2023-05-25 02:00:00,102.029,6.052,102.901,5.581,6.528,100.269,7.051,101.346,100.895,5.507,96.496,7.605,94.596,6.557,97.69,7.542,96.129,96.39,7.532,7.577
2023-05-25 02:30:00,102.497,6.052,102.429,5.079,6.528,100.269,6.549,102.28,100.895,5.005,97.541,7.103,96.149,5.554,98.71,7.041,96.637,95.865,7.03,7.075
2023-05-25 03:00:00,102.497,5.551,103.372,4.577,6.027,100.269,6.048,103.207,101.383,4.502,96.496,6.602,97.69,5.052,98.71,7.041,98.652,98.991,7.03,7.577
2023-05-25 03:30:00,103.428,5.049,103.841,4.075,5.526,100.767,6.048,102.744,101.87,4.502,97.541,6.1,98.201,4.551,99.726,6.539,96.637,98.474,6.528,6.574
2023-05-25 04:00:00,103.428,5.049,104.309,4.075,5.526,101.263,6.048,102.28,101.383,4.502,98.58,6.602,98.201,4.551,99.726,7.041,97.144,98.474,6.528,6.072
2023-05-25 04:30:00,104.352,5.049,103.372,4.577,5.526,101.263,6.549,103.207,102.837,4.502,98.062,6.602,98.71,4.551,99.219,6.539,97.144,98.474,6.528,5.57
2023-05-25 05:00:00,103.891,5.551,103.841,4.577,5.526,101.263,6.048,102.744,102.354,4.502,99.613,5.599,99.726,4.049,100.735,6.539,99.152,99.507,6.026,6.072
2023-05-25 05:30:00,104.352,5.049,103.841,4.577,5.526,101.757,6.048,104.128,102.837,4.502,98.062,6.602,98.71,4.551,100.231,6.539,98.652,98.474,6.528,6.072
2023-05-25 06:00:00,104.811,5.551,104.775,5.581,6.528,102.739,6.549,103.668,102.354,5.507,97.541,6.602,101.238,4.551,99.726,7.041,99.152,100.021,6.528,6.072
2023-05-25 06:30:00,104.811,6.553,103.372,9.595,7.531,101.757,7.552,102.28,102.354,6.512,99.097,6.602,99.219,4.551,98.71,8.043,100.145,100.021,7.03,7.577
2023-05-25 07:00:00,104.352,7.556,87.502,11.601,8.032,99.269,9.557,95.111,101.383,8.018,98.062,6.602,100.231,4.551,96.664,9.547,96.637,98.991,8.034,9.082
2023-05-25 07:30:00,105.725,8.558,81.665,14.108,10.537,97.755,11.061,89.105,97.929,10.528,94.387,9.109,100.735,6.055,88.8,11.551,93.042,94.811,9.539,10.085
2023-05-25 08:00:00,95.297,11.064,68.829,16.112,13.041,82.292,14.066,82.326,89.701,12.033,86.255,11.113,100.231,8.061,79.525,13.555,89.36,93.219,10.542,11.589
2023-05-25 08:30:00,89.26,12.567,60.598,17.615,14.543,73.119,15.569,73.034,82.676,13.537,80.637,13.618,95.633,10.065,72.746,15.057,81.733,88.905,11.545,13.093
2023-05-25 09:00:00,79.2,14.069,64.753,16.112,15.044,67.153,17.071,67.342,75.348,15.041,73.099,14.119,89.866,11.569,69.865,15.558,74.337,77.694,13.049,14.095
2023-05-25 09:30:00,75.895,15.571,58.793,18.115,15.544,66.546,18.072,62.076,67.715,16.044,70.13,15.121,77.287,13.572,64.002,17.06,70.822,74.797,13.55,14.596
2023-05-25 10:00:00,73.094,16.072,54.525,19.617,16.546,65.328,19.573,61.482,66.513,16.545,66.514,15.621,68.703,15.075,59.819,17.56,69.636,72.451,14.552,15.598
2023-05-25 10:30:00,70.25,16.573,58.793,19.117,16.546,66.546,18.572,63.258,62.866,17.547,64.073,16.623,65.185,15.575,58.612,19.062,66.64,70.676,15.053,16.099
2023-05-25 11:00:00,67.944,17.574,59.396,18.616,17.547,62.871,19.573,61.482,67.715,16.044,61.606,17.624,68.12,16.076,58.612,19.062,67.242,68.887,15.554,16.099
2023-05-25 11:30:00,69.1,17.073,59.396,18.616,17.547,62.252,17.571,69.067,58.529,18.549,63.459,17.123,69.285,15.075,62.813,17.56,64.82,67.687,16.055,17.101
2023-05-25 12:00:00,67.944,17.574,63.574,17.615,17.046,63.488,19.573,65.018,68.313,16.044,68.329,16.122,72.173,15.075,61.021,18.561,64.21,65.269,16.556,17.602
2023-05-25 12:30:00,68.523,17.073,65.34,16.613,18.548,59.758,21.075,58.49,68.313,15.542,65.297,17.123,71.598,15.575,66.95,18.061,64.21,67.085,16.055,17.101
2023-05-25 13:00:00,71.392,16.072,69.405,15.611,16.045,64.716,21.075,57.886,73.031,15.041,62.843,18.125,74.459,15.075,59.216,19.062,65.429,66.481,16.556,17.101
2023-05-25 13:30:00,71.961,15.571,67.673,17.615,17.046,64.716,19.573,62.076,70.096,16.044,59.74,19.126,70.444,16.076,58.612,19.062,67.843,67.687,16.055,16.099
2023-05-25 14:00:00,67.944,17.574,54.525,19.617,18.047,57.869,19.573,61.482,61.018,18.048,62.843,18.125,68.12,16.577,58.006,19.562,67.242,64.05,17.057,17.101
2023-05-25 14:30:00,61.462,19.075,52.672,19.617,18.548,54.686,19.573,57.886,57.274,17.547,59.74,18.125,66.363,16.577,57.399,19.062,64.21,63.439,16.556,17.101
2023-05-25 15:00:00,56.006,20.576,57.582,19.117,18.047,59.13,20.574,60.29,58.529,18.048,59.74,18.625,65.775,16.577,59.216,19.062,61.134,57.867,17.057,17.101
2023-05-25 15:30:00,57.84,19.576,54.525,20.118,18.047,59.758,20.074,62.076,58.529,18.048,57.859,18.125,64.594,16.577,58.006,18.561,62.985,62.826,16.556,17.101
2023-05-25 16:00:00,60.863,20.076,53.291,19.617,18.047,56.601,19.073,57.886,57.274,18.549,58.488,18.625,63.408,16.577,58.612,18.061,62.985,60.978,17.057,17.602
2023-05-25 16:30:00,53.536,20.576,51.428,20.118,18.047,54.686,20.074,56.674,56.011,18.549,59.115,17.624,64.002,16.577,56.791,18.061,61.134,60.978,16.556,17.602
2023-05-25 17:00:00,56.619,19.576,50.178,20.118,17.547,54.044,18.572,54.843,53.465,18.549,56.598,18.625,62.217,16.577,56.181,17.56,59.891,58.492,17.057,17.602
2023-05-25 17:30:00,54.156,19.576,48.922,19.617,17.547,54.044,19.073,54.23,53.465,17.547,49.547,19.126,58.612,16.577,57.399,17.06,59.266,55.982,17.057,17.101
2023-05-25 18:00:00,54.156,18.074,55.14,18.115,17.046,57.869,18.072,58.49,56.643,17.046,48.897,19.126,57.399,16.076,61.021,16.559,59.891,54.718,16.556,17.101
2023-05-25 18:30:00,57.84,18.074,61.197,16.112,16.546,59.758,17.571,61.482,61.018,16.545,54.056,18.625,61.021,16.076,65.775,15.558,65.429,58.492,16.556,16.099
2023-05-25 19:00:00,59.659,17.574,68.829,14.609,15.544,62.871,17.071,62.076,64.089,16.044,57.859,17.624,64.002,15.575,66.95,15.558,68.443,59.738,16.055,15.598
2023-05-25 19:30:00,65.611,16.072,75.074,13.607,15.044,67.757,15.569,69.639,69.503,15.041,60.364,17.123,66.363,15.075,72.173,14.556,69.04,63.439,16.055,15.097
2023-05-25 20:00:00,73.657,14.57,81.124,12.604,14.543,73.705,15.068,73.034,75.348,14.039,65.297,15.621,71.598,14.574,73.889,14.055,71.412,67.687,15.053,15.097
2023-05-25 20:30:00,79.745,14.069,85.929,12.103,13.041,81.732,14.066,78.014,83.228,12.534,70.727,14.62,77.849,13.572,77.287,13.555,77.217,73.04,14.552,14.095
2023-05-25 21:00:00,86.15,12.567,87.502,11.1,11.539,85.615,12.564,83.388,87.572,11.029,75.447,13.618,82.293,12.57,80.637,13.054,81.733,76.54,13.55,13.093
2023-05-25 21:30:00,90.283,11.565,93.647,9.595,11.038,89.41,11.562,87.049,93.872,10.026,78.346,13.117,84.484,12.069,82.843,12.052,84.497,82.814,12.547,12.091
2023-05-25 22:00:00,93.811,10.563,94.148,9.094,10.036,91.539,10.559,90.123,93.872,9.022,81.206,12.115,87.729,11.067,86.653,11.551,87.755,85.606,11.545,11.589
2023-05-25 22:30:00,95.297,9.059,96.139,8.592,9.535,92.067,10.058,95.111,96.925,8.52,85.7,11.614,89.334,10.065,89.866,11.05,90.949,88.905,10.542,10.587
2023-05-25 23:00:00,98.704,9.059,94.148,9.094,9.034,94.679,11.061,89.615,97.428,8.018,86.808,11.113,91.982,9.564,89.866,11.05,90.421,88.905,10.542,10.085
2023-05-25 23:30:00,97.254,9.059,93.143,9.094,9.034,94.679,10.559,92.138,98.427,8.52,86.808,11.113,93.555,8.562,88.8,11.05,92.522,90.534,10.04,9.584
2023-05-26 00:00:00,98.223,9.059,96.139,8.592,8.533,95.712,9.557,94.62,98.925,8.018,87.359,10.612,93.555,8.061,90.397,10.549,92.522,91.074,10.04,10.085
2023-05-26 00:30:00,98.223,9.059,97.124,8.09,8.032,97.247,9.557,95.601,98.925,7.516,89.55,10.111,93.032,7.559,90.397,9.547,91.475,92.685,9.539,9.584
2023-05-26 01:00:00,99.184,8.057,99.075,7.087,7.531,97.247,8.555,97.06,99.42,7.014,91.176,9.61,94.596,7.559,94.076,9.046,91.475,94.811,9.037,9.082
2023-05-26 01:30:00,100.139,7.556,99.075,6.585,7.03,97.247,8.555,95.111,99.42,6.01,92.253,8.607,96.149,6.557,94.076,8.544,91.475,94.811,8.535,8.581
2023-05-26 02:00:00,101.087,7.055,100.042,6.083,6.528,98.262,7.552,98.024,100.895,6.01,93.856,8.106,96.664,6.055,95.115,8.043,95.107,95.339,8.034,7.577
2023-05-26 02:30:00,101.559,6.553,101.001,5.581,6.528,99.269,8.053,98.981,100.895,5.507,96.496,7.605,99.219,6.557,96.664,8.043,94.079,95.339,7.532,7.075
2023-05-26 03:00:00,102.497,6.553,101.954,5.581,6.027,99.77,7.552,98.503,100.895,5.507,95.445,7.605,98.71,6.055,97.69,7.542,96.637,96.39,7.532,6.574
2023-05-26 03:30:00,102.963,6.052,103.372,5.581,6.027,100.269,7.552,101.346,101.383,5.507,97.541,7.103,100.231,6.055,96.149,8.043,96.637,96.39,7.03,7.075
2023-05-26 04:00:00,102.963,6.553,103.372,5.079,6.027,100.269,8.053,101.814,100.895,5.005,95.971,7.103,97.178,5.052,96.664,7.542,97.144,96.913,7.03,6.574
2023-05-26 04:30:00,102.963,6.052,102.901,5.079,6.027,100.767,7.051,103.207,102.354,5.005,97.541,6.1,99.219,4.551,98.71,7.041,97.648,98.991,7.03,6.072
2023-05-26 05:00:00,103.891,6.052,103.372,5.079,5.526,101.263,7.051,102.28,102.354,5.005,99.613,6.602,98.71,5.052,100.231,7.041,98.151,98.991,6.528,6.574
2023-05-26 05:30:00,104.811,5.551,103.841,5.079,6.027,101.263,7.051,103.207,101.87,5.005,98.062,7.103,97.69,5.052,99.726,7.542,97.648,98.991,7.03,6.072
2023-05-26 06:00:00,103.891,6.052,102.901,6.083,6.528,101.757,6.549,101.814,101.87,5.507,97.541,6.602,98.71,4.551,99.726,7.041,99.152,99.507,6.528,6.574
2023-05-26 06:30:00,104.352,7.055,102.901,9.595,8.032,100.767,8.053,103.668,102.354,7.014,97.541,6.602,99.726,5.052,98.201,8.544,101.131,99.507,7.532,7.577
2023-05-26 07:00:00,104.352,8.057,88.023,11.601,8.533,96.737,9.557,98.024,101.87,9.022,97.541,7.605,99.726,5.052,96.149,10.048,97.648,100.021,8.535,9.082
2023-05-26 07:30:00,104.352,9.059,83.276,13.607,10.537,97.247,11.562,95.111,97.929,10.026,95.445,9.61,99.219,6.557,90.927,11.551,95.619,96.39,9.539,10.085
2023-05-26 08:00:00,96.767,10.563,81.124,14.609,12.54,92.593,13.065,91.134,96.925,12.033,92.253,11.113,100.231,8.562,89.334,13.054,92.522,96.913,10.04,11.088
2023-05-26 08:30:00,96.279,12.567,74.515,16.613,13.542,86.708,15.068,85.49,89.171,13.036,90.636,12.616,98.71,11.067,87.729,14.055,92.522,93.219,12.046,12.592
2023-05-26 09:00:00,92.309,13.067,73.39,17.114,14.042,83.962,16.069,79.644,88.107,14.039,89.55,13.117,93.555,12.069,82.293,15.057,88.292,90.534,12.547,13.594
2023-05-26 09:30:00,87.713,14.57,74.515,17.114,15.044,83.407,17.571,78.014,82.123,15.542,87.909,14.119,91.982,12.57,80.082,15.558,84.497,87.262,13.55,14.095
2023-05-26 10:00:00,83.511,15.571,68.252,18.616,16.045,78.335,20.074,72.473,74.771,17.547,85.143,14.62,87.192,13.572,75.594,17.06,83.948,85.05,14.552,15.097
2023-05-26 10:30:00,79.2,16.573,59.998,20.619,17.046,71.94,21.075,63.846,68.313,18.549,81.206,15.621,81.742,14.574,68.12,18.561,77.788,79.985,15.554,16.099
2023-05-26 11:00:00,72.528,18.575,50.804,22.62,18.047,71.94,23.076,57.886,56.643,20.051,73.099,17.123,75.594,16.076,62.813,19.562,73.172,74.213,16.556,17.101
2023-05-26 11:30:00,65.024,20.076,61.197,19.117,18.047,67.153,18.572,68.494,65.91,19.049,67.121,18.125,70.444,16.577,65.775,19.562,70.23,73.04,16.556,17.602
