,regen2,regen2,regen1,regen1,regen5,regen5,cat_bield,cat_bield,regen7,regen7,great_wood,great_wood,norway,norway,regen3,regen3,regen4,regen6,regen6,regen4
,relative humidity,temperature,relative humidity,temperature,temperature,relative humidity,temperature,relative humidity,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,relative humidity,temperature,temperature
2023-06-02 03:30:00,98.223,4.548,98.103,4.075,5.025,97.247,4.544,100.876,98.427,4.0,92.253,5.599,92.508,4.551,96.149,5.537,91.999,91.612,6.528,6.574
2023-06-02 04:00:00,100.614,4.548,101.001,3.07,4.524,98.262,4.544,96.575,99.42,2.995,94.387,5.599,94.076,4.551,95.115,5.537,93.042,91.612,6.528,6.574
2023-06-02 04:30:00,101.087,4.046,102.429,3.07,4.022,99.77,4.042,101.814,99.42,2.995,94.387,5.097,94.596,3.548,96.664,5.035,92.522,93.751,5.524,6.072
2023-06-02 05:00:00,101.559,3.545,102.901,2.568,3.521,100.767,4.042,101.814,100.405,2.492,94.917,4.596,96.149,2.545,96.664,4.534,93.561,96.39,4.52,5.068
2023-06-02 05:30:00,102.497,3.043,103.372,2.568,3.521,100.767,3.54,103.207,101.383,2.492,97.02,4.596,96.664,2.545,97.69,4.534,96.129,96.913,4.52,5.068
2023-06-02 06:00:00,102.497,3.043,103.841,3.07,4.022,101.757,4.042,102.744,101.87,2.995,95.445,3.593,97.178,2.043,98.201,4.534,95.619,97.435,4.52,4.566
2023-06-02 06:30:00,103.428,4.046,94.648,7.589,5.025,99.77,5.045,100.405,101.383,5.005,97.02,4.596,97.69,2.545,97.178,6.038,98.151,97.955,5.524,6.072
2023-06-02 07:00:00,102.029,5.551,83.276,10.097,6.027,97.247,7.051,96.575,95.407,6.512,97.541,5.599,98.71,3.046,90.397,7.542,95.107,96.913,6.026,6.574
2023-06-02 07:30:00,94.803,7.055,71.692,12.103,8.533,87.794,9.557,88.081,92.321,7.516,91.715,7.103,99.219,5.052,83.938,9.046,90.421,94.811,6.528,7.577
2023-06-02 08:00:00,89.26,8.558,68.829,13.105,10.036,82.292,11.562,78.014,84.87,9.022,87.359,8.607,93.032,7.058,80.637,10.048,85.044,90.534,7.532,8.581
2023-06-02 08:30:00,84.042,9.561,62.389,14.609,11.539,76.034,13.565,70.777,76.495,10.528,81.773,9.61,86.653,8.061,76.724,11.551,82.844,85.606,8.535,9.584
2023-06-02 09:00:00,78.653,11.064,59.396,16.613,12.039,70.754,14.567,67.342,74.771,11.531,77.769,11.113,82.293,9.564,71.598,13.054,78.924,79.985,10.542,11.088
2023-06-02 09:30:00,75.338,12.066,55.14,16.613,13.041,68.961,15.068,62.076,67.715,13.036,73.099,11.614,77.287,10.566,64.594,14.055,73.172,77.118,11.043,12.091
2023-06-02 10:00:00,68.523,13.067,49.551,16.613,14.543,56.601,17.071,54.23,54.104,15.542,68.329,12.616,69.285,12.069,56.181,15.057,68.443,68.288,12.547,13.093
2023-06-02 10:30:00,59.659,15.071,43.188,17.615,15.044,49.499,19.073,48.632,44.324,16.545,62.843,13.117,60.42,13.071,48.135,16.559,59.266,62.211,13.55,14.095
2023-06-02 11:00:00,52.291,16.573,49.551,17.615,16.045,50.154,20.574,43.542,47.629,18.048,50.196,15.121,53.113,14.073,47.506,17.06,52.926,52.811,14.552,15.097
2023-06-02 11:30:00,50.411,17.073,43.188,17.114,16.546,44.867,20.074,44.825,42.32,18.549,52.776,15.621,56.181,14.073,46.246,17.06,52.282,52.811,15.554,16.099
2023-06-02 12:00:00,45.964,18.074,43.188,19.117,17.547,46.199,21.075,44.825,42.99,19.049,52.133,16.122,51.256,15.075,44.98,17.56,47.067,48.307,16.055,16.6
2023-06-02 12:30:00,45.964,18.074,41.247,19.117,18.548,38.098,22.075,39.654,41.648,19.049,49.547,16.122,49.387,16.076,43.708,18.561,47.725,48.307,16.556,17.602
2023-06-02 13:00:00,44.032,19.075,38.637,19.117,20.049,37.411,21.075,40.957,38.943,19.55,46.937,17.624,46.877,16.076,43.708,19.062,43.08,42.406,17.057,17.101
2023-06-02 13:30:00,44.032,19.576,39.946,19.617,19.548,37.411,21.075,42.253,38.262,19.55,44.962,17.624,46.246,16.577,41.15,19.062,43.749,42.406,17.558,18.103
2023-06-02 14:00:00,43.385,20.576,39.946,20.619,20.549,38.098,21.575,42.253,39.622,20.051,43.638,18.125,44.345,17.077,41.15,19.562,39.709,41.743,18.559,19.104
2023-06-02 14:30:00,42.085,21.577,37.981,20.619,20.549,36.722,24.576,36.368,38.943,20.551,42.973,18.625,43.071,17.578,39.217,19.562,42.409,41.743,19.06,18.603
2023-06-02 15:00:00,36.818,23.578,37.981,21.119,20.049,37.411,24.576,35.042,36.209,21.052,41.64,19.126,42.432,18.579,39.863,19.562,41.063,39.745,19.561,19.104
2023-06-02 15:30:00,33.471,25.078,36.002,21.119,20.049,36.722,24.576,35.706,38.262,21.052,40.3,19.126,39.863,19.079,39.217,20.062,40.387,38.404,19.561,19.604
2023-06-02 16:00:00,32.796,24.578,37.323,22.12,20.549,38.098,26.076,32.37,38.262,21.052,39.628,19.126,39.863,18.579,41.15,20.062,37.665,37.732,19.561,19.604
2023-06-02 16:30:00,32.12,25.578,46.39,21.119,20.049,41.505,23.076,41.606,42.99,21.553,40.971,19.126,42.432,18.579,44.98,19.562,41.063,39.745,20.061,20.105
2023-06-02 17:00:00,45.321,23.078,52.051,21.119,19.548,52.754,22.075,40.957,48.285,20.551,46.28,20.127,48.762,18.579,47.506,19.062,53.568,52.811,19.06,18.603
2023-06-02 17:30:00,51.039,21.577,56.364,20.118,19.548,55.965,22.575,42.898,55.377,19.55,42.307,20.627,48.135,18.579,46.246,19.062,59.891,56.612,19.06,18.603
2023-06-02 18:00:00,56.619,20.076,59.396,19.117,19.048,57.869,21.575,49.261,57.902,19.049,42.973,21.628,48.135,18.579,61.021,18.561,61.134,57.24,18.559,18.103
2023-06-02 18:30:00,58.448,19.576,63.574,18.115,18.047,64.103,22.575,44.825,59.154,18.048,54.694,19.626,58.612,18.078,54.958,18.061,64.82,61.595,18.059,17.602
2023-06-02 19:00:00,58.448,19.075,68.252,16.613,17.046,65.938,20.074,46.1,64.089,17.046,49.547,20.127,57.399,17.578,53.729,17.56,67.242,65.269,17.558,17.101
2023-06-02 19:30:00,66.197,17.574,68.252,15.611,16.045,67.153,18.072,48.632,68.313,15.542,50.843,18.125,59.819,17.077,55.57,16.559,72.001,68.887,16.556,16.6
2023-06-02 20:00:00,72.528,15.571,58.188,15.11,14.543,63.488,15.569,61.482,68.313,14.039,50.843,17.123,58.006,16.076,58.612,15.558,67.242,62.826,15.554,15.598
2023-06-02 20:30:00,65.611,14.57,61.197,14.108,14.042,63.488,15.068,60.29,70.686,13.036,55.33,16.122,65.185,15.075,59.819,15.057,62.37,65.269,14.552,14.596
2023-06-02 21:00:00,67.944,13.568,62.389,13.607,12.54,68.961,14.066,61.482,70.686,12.033,55.965,15.621,68.703,14.073,59.819,14.055,64.21,62.826,14.051,14.095
2023-06-02 21:30:00,76.45,12.066,75.632,10.599,11.038,75.455,13.065,61.482,79.332,10.528,56.598,14.62,65.775,13.572,56.791,13.555,66.035,66.481,13.049,13.093
2023-06-02 22:00:00,80.288,10.563,77.297,9.595,9.535,79.475,12.063,60.29,82.123,9.022,52.133,13.618,65.185,12.57,59.819,12.553,71.412,72.451,12.046,11.589
2023-06-02 22:30:00,82.443,9.059,71.692,10.097,8.533,81.732,10.559,70.209,84.324,8.52,55.33,12.616,68.12,11.067,62.217,12.553,75.495,75.96,10.542,10.085
2023-06-02 23:00:00,84.042,9.059,80.039,8.592,8.533,82.292,10.058,73.594,87.572,8.018,62.843,11.614,76.16,10.065,69.285,11.05,76.645,75.96,10.04,10.085
2023-06-02 23:30:00,86.672,8.558,84.342,7.589,8.032,86.708,9.557,74.709,91.801,7.014,70.13,10.612,81.742,9.063,73.889,10.549,76.645,77.118,9.539,10.085
2023-06-03 00:00:00,89.26,7.556,89.06,6.585,7.03,89.41,8.555,78.014,92.84,6.512,73.688,9.61,85.028,7.559,75.594,9.547,80.615,80.554,9.037,9.082
2023-06-03 00:30:00,92.309,7.055,89.06,6.083,6.528,90.478,8.053,80.722,94.386,6.01,78.921,8.607,87.192,6.557,77.849,8.544,82.844,83.376,8.535,8.079
2023-06-03 01:00:00,93.811,6.553,91.114,5.581,6.027,91.009,7.051,80.722,96.925,5.005,81.206,8.106,89.334,6.557,78.968,8.043,85.044,84.494,7.532,7.577
2023-06-03 01:30:00,96.279,6.052,93.647,4.577,5.025,92.067,6.048,87.566,96.421,4.502,82.903,7.605,90.397,5.554,81.19,7.542,87.755,83.935,7.03,6.574
2023-06-03 02:00:00,96.279,5.551,94.148,4.075,4.524,92.593,6.048,84.442,97.428,4.0,85.143,6.602,91.982,4.551,82.843,7.041,86.676,85.05,6.528,6.072
2023-06-03 02:30:00,96.767,5.049,93.647,4.075,4.022,94.16,5.547,86.012,97.929,3.497,84.026,6.602,90.927,4.551,82.293,6.539,89.36,87.262,6.026,5.57
2023-06-03 03:00:00,96.767,4.548,94.648,3.573,4.022,93.64,5.045,88.594,99.913,2.995,86.808,6.1,92.508,4.049,83.938,6.038,90.949,85.606,5.524,5.068
2023-06-03 03:30:00,97.254,4.046,95.643,3.07,3.521,93.117,5.045,84.967,100.405,2.995,89.005,5.097,95.633,3.548,82.843,5.537,90.949,89.992,5.022,4.566
2023-06-03 04:00:00,98.223,3.545,94.148,3.07,3.521,94.679,5.045,82.858,100.405,2.492,87.359,5.097,94.076,3.046,83.938,5.537,91.475,89.992,4.52,4.064
2023-06-03 04:30:00,97.254,3.545,92.639,3.07,3.02,94.679,4.042,88.594,99.913,1.989,87.909,4.596,96.664,2.545,85.028,5.035,90.949,87.811,4.52,4.064
2023-06-03 05:00:00,98.223,3.043,95.643,3.07,3.02,94.679,5.045,88.594,100.895,1.989,88.458,4.094,96.149,2.043,85.571,5.035,91.999,87.811,4.52,3.562
2023-06-03 05:30:00,99.184,3.545,97.614,3.573,3.521,95.196,5.045,83.916,101.383,2.492,88.458,4.094,96.149,2.043,86.112,5.537,91.999,86.159,4.52,4.064
2023-06-03 06:00:00,100.139,4.046,95.147,4.577,4.524,95.196,4.544,88.594,102.354,3.497,89.005,4.094,96.664,1.541,89.334,5.035,95.619,88.359,4.52,4.566
2023-06-03 06:30:00,99.663,5.049,80.582,9.595,6.027,89.945,6.048,83.388,101.383,5.005,90.636,4.596,97.178,2.043,86.112,6.539,95.107,88.359,5.524,6.072
2023-06-03 07:00:00,91.3,6.553,71.123,12.103,7.03,86.162,9.056,75.817,97.428,7.014,85.7,6.1,99.219,3.548,81.19,9.046,83.397,86.159,7.03,7.577
2023-06-03 07:30:00,86.672,8.558,53.291,14.108,10.036,77.188,11.061,70.209,88.64,9.022,82.339,9.109,95.633,5.052,66.95,11.05,82.844,78.843,8.034,9.082
2023-06-03 08:00:00,71.961,10.563,46.39,15.11,12.54,57.236,14.567,52.379,68.909,10.528,70.13,10.111,91.455,7.058,56.791,12.553,67.843,71.861,9.037,10.587
2023-06-03 08:30:00,62.656,12.066,41.247,17.114,13.542,47.524,16.57,47.369,54.741,12.534,58.488,12.115,80.637,9.063,50.011,14.055,59.891,65.875,10.04,11.589
2023-06-03 09:00:00,54.156,13.067,39.946,18.616,14.543,48.184,18.572,42.898,57.274,14.039,52.133,13.117,70.444,10.065,46.877,15.057,52.926,58.492,11.545,13.093
2023-06-03 09:30:00,53.536,14.57,39.946,20.118,16.045,47.524,19.073,42.898,51.536,16.044,48.245,14.62,56.181,12.57,45.613,17.06,47.725,52.811,13.049,14.596
2023-06-03 10:00:00,49.149,16.072,34.008,21.619,17.046,42.855,20.574,39.654,42.32,18.048,50.843,15.621,48.135,14.574,43.708,18.561,47.725,50.89,14.552,15.598
2023-06-03 10:30:00,47.243,18.074,29.3,22.12,18.047,36.032,22.075,38.345,34.831,19.55,48.897,17.123,47.506,16.076,35.969,19.062,44.416,46.354,16.556,17.101
2023-06-03 11:00:00,35.484,19.075,30.653,21.119,18.548,31.15,23.076,35.042,29.248,20.051,40.971,18.625,41.792,17.077,27.367,19.562,39.029,44.387,17.057,17.602
2023-06-03 11:30:00,34.815,19.576,26.574,21.119,19.548,28.321,23.576,28.311,26.413,21.553,36.243,18.125,28.705,17.578,24.676,20.563,39.029,45.7,17.558,18.103
2023-06-03 12:00:00,32.12,20.576,25.888,22.62,20.049,24.024,23.076,27.629,24.268,21.052,27.258,18.625,28.037,18.078,26.024,20.563,31.436,32.983,18.559,19.104
2023-06-03 12:30:00,27.338,21.077,25.888,21.619,22.05,22.577,24.076,26.26,25.7,21.553,26.556,18.625,28.037,18.579,26.024,21.063,26.491,27.465,19.06,20.105
2023-06-03 13:00:00,28.027,21.077,27.258,21.119,22.55,23.301,24.576,26.26,26.413,21.553,27.258,19.626,27.367,18.579,26.696,20.563,27.913,27.465,19.561,20.605
2023-06-03 13:30:00,28.713,21.577,27.258,21.619,21.55,24.024,25.576,24.883,25.7,22.053,28.657,20.127,28.037,18.579,28.705,21.563,28.621,28.16,20.061,20.105
2023-06-03 14:00:00,30.081,23.078,30.653,21.619,22.55,27.609,26.076,30.348,29.248,22.053,28.657,20.627,28.037,19.58,30.038,21.063,27.913,27.465,20.562,20.605
2023-06-03 14:30:00,29.398,24.078,32.0,22.12,22.05,29.739,26.076,28.311,29.952,22.053,32.129,20.627,31.365,19.58,32.687,21.563,30.735,29.546,21.062,21.106
2023-06-03 15:00:00,28.713,25.078,29.977,23.12,21.55,31.853,25.076,31.698,29.248,22.553,33.506,20.627,33.346,20.08,32.027,21.063,31.436,30.236,21.062,21.106
2023-06-03 15:30:00,30.762,26.078,32.0,24.121,22.05,31.15,26.576,30.348,32.751,22.553,32.818,20.627,33.346,20.08,34.66,21.063,33.528,32.983,21.563,21.606
2023-06-03 16:00:00,31.442,26.078,34.674,22.62,21.55,34.646,25.076,36.368,34.831,22.553,36.243,20.627,34.66,19.58,36.621,21.063,35.605,33.666,21.563,21.106
2023-06-03 16:30:00,31.442,26.078,34.674,23.12,21.55,36.032,26.076,30.348,34.139,22.553,36.923,20.627,37.272,20.08,37.922,20.563,38.348,37.058,21.062,21.106
2023-06-03 17:00:00,32.796,24.578,36.663,22.62,21.049,40.147,25.576,35.042,36.895,22.053,38.278,20.627,38.57,19.58,41.792,20.062,39.029,37.732,21.062,20.605
2023-06-03 17:30:00,36.152,23.078,37.323,21.619,21.049,37.411,25.576,35.706,39.622,21.052,40.971,20.627,41.15,19.58,41.792,20.062,43.749,41.079,20.061,19.604
2023-06-03 18:00:00,40.779,21.577,37.981,20.619,20.049,39.466,24.576,35.706,40.299,20.551,38.954,21.127,41.792,19.58,41.792,19.562,42.409,41.079,19.561,19.104
2023-06-03 18:30:00,42.736,21.577,41.247,19.117,19.548,38.783,24.576,35.042,46.313,19.55,38.954,20.627,40.507,19.079,43.071,19.062,43.08,40.412,19.561,19.104
2023-06-03 19:00:00,40.779,21.077,42.543,18.616,19.048,42.855,23.076,39.0,44.989,19.049,39.628,21.127,39.863,19.079,45.613,18.561,43.08,40.412,19.06,18.603
2023-06-03 19:30:00,44.678,19.576,44.473,17.615,18.548,42.855,19.573,42.898,49.59,17.547,39.628,19.626,41.15,19.079,44.345,18.061,46.407,43.068,18.559,18.103
2023-06-03 20:00:00,49.149,17.574,50.178,16.613,17.547,47.524,18.072,47.369,53.465,16.545,43.638,18.625,43.708,18.078,48.762,17.56,49.036,43.728,18.059,17.602
2023-06-03 20:30:00,54.156,17.073,50.804,16.112,16.546,48.184,17.071,50.513,54.104,15.542,46.937,17.624,46.246,17.578,50.634,16.559,52.926,49.601,17.057,16.6
2023-06-03 21:00:00,54.774,16.072,60.598,14.108,14.543,60.384,16.069,53.614,61.636,14.039,46.937,17.123,46.877,17.077,54.344,16.058,52.926,54.718,16.055,16.099
2023-06-03 21:30:00,65.024,14.069,66.51,12.604,13.041,65.938,15.569,55.455,71.275,12.033,48.245,16.623,55.57,15.575,56.791,15.057,58.013,58.492,14.552,14.596
2023-06-03 22:00:00,73.657,12.066,71.123,11.1,11.539,70.754,14.066,60.887,77.066,10.528,52.133,15.621,63.408,13.572,59.819,14.055,61.753,63.439,14.051,13.594
2023-06-03 22:30:00,78.653,11.064,76.189,10.097,10.036,76.612,14.066,57.281,79.894,10.026,55.33,14.62,65.775,13.071,58.612,14.055,67.843,67.687,13.049,12.592
2023-06-03 23:00:00,81.369,10.062,73.953,10.599,9.535,78.906,12.063,67.919,82.676,9.022,57.859,14.119,66.363,12.57,60.42,13.054,72.587,69.485,11.545,11.088
2023-06-03 23:30:00,81.907,10.062,78.398,9.595,9.034,81.171,10.559,72.473,84.87,8.52,60.364,13.117,69.865,11.569,67.536,12.052,74.337,73.627,10.542,10.587
2023-06-04 00:00:00,84.571,9.059,66.51,11.1,9.535,77.763,10.058,75.817,84.324,8.52,66.514,11.614,77.849,10.065,69.865,11.05,70.23,72.451,11.043,11.589
2023-06-04 00:30:00,83.511,9.561,73.953,9.595,8.032,82.292,9.557,79.102,87.572,8.018,71.916,10.612,82.293,8.562,73.889,10.549,72.001,74.797,10.542,10.587
2023-06-04 01:00:00,87.193,8.558,76.189,9.094,8.032,83.962,8.555,82.326,89.701,7.014,71.916,10.612,83.938,8.061,77.287,9.547,78.357,78.269,9.539,9.082
2023-06-04 01:30:00,88.23,8.057,83.276,7.589,7.03,86.162,8.555,81.258,89.701,7.014,77.769,9.109,86.112,7.058,75.027,10.048,79.489,78.843,9.037,8.581
2023-06-04 02:00:00,88.23,7.556,85.929,6.585,6.528,87.252,8.053,81.258,92.321,6.01,76.611,9.109,86.653,7.058,77.287,9.046,80.615,79.985,8.535,8.079
2023-06-04 02:30:00,91.805,7.055,89.576,6.083,6.027,89.945,7.051,83.916,94.386,5.507,80.066,8.106,89.866,6.055,82.843,7.542,84.497,82.814,8.034,7.577
2023-06-04 03:00:00,93.312,6.553,90.603,5.581,5.526,91.539,7.051,86.531,95.915,5.005,83.465,7.103,91.455,5.554,83.938,7.542,86.134,85.05,7.532,7.075
2023-06-04 03:30:00,95.297,6.052,92.132,5.581,6.027,93.117,7.051,85.49,96.925,5.005,83.465,7.103,91.982,5.052,85.028,7.041,85.59,85.606,7.03,7.075
2023-06-04 04:00:00,95.789,6.052,93.143,5.581,6.027,93.64,6.549,87.049,97.428,5.005,85.7,6.602,91.982,5.052,84.484,7.542,81.175,84.494,7.532,8.581
2023-06-04 04:30:00,96.767,6.052,94.148,5.079,6.027,95.196,6.048,90.629,98.925,4.502,85.143,6.602,93.032,4.049,88.265,6.539,85.59,87.262,7.532,7.577
2023-06-04 05:00:00,97.739,5.551,96.139,5.079,5.526,96.225,6.048,93.136,99.42,4.502,89.005,6.1,94.596,4.049,89.866,7.041,87.755,88.905,7.03,7.075
2023-06-04 05:30:00,99.663,5.551,97.124,5.581,6.027,97.247,7.051,92.138,100.405,4.502,87.909,6.1,94.596,4.049,91.455,6.539,89.36,89.992,7.03,7.075
2023-06-04 06:00:00,100.139,5.551,98.103,6.585,6.528,96.737,7.051,91.637,100.405,5.507,90.094,6.1,94.596,4.049,91.982,7.542,90.421,91.074,7.03,7.075
2023-06-04 06:30:00,100.614,7.055,80.039,13.105,8.533,95.712,9.056,83.388,100.405,7.516,91.176,6.1,95.633,4.551,86.653,9.046,90.949,88.905,8.034,8.581
2023-06-04 07:00:00,96.767,9.561,69.979,14.609,9.535,85.615,11.061,80.183,96.925,9.524,86.255,8.607,96.149,5.052,80.082,11.05,83.397,87.811,9.539,10.587
2023-06-04 07:30:00,89.26,10.563,63.574,16.112,12.54,76.612,14.567,70.209,88.64,11.029,81.206,10.612,94.076,7.058,78.968,13.054,77.788,82.814,10.542,11.589
2023-06-04 08:00:00,78.105,12.567,50.804,19.617,14.543,68.36,16.069,62.668,79.894,13.036,77.191,12.616,91.982,9.063,68.703,15.057,76.071,78.843,11.545,12.592
2023-06-04 08:30:00,70.25,14.57,50.804,18.616,15.544,61.008,18.072,57.281,67.715,14.54,68.931,14.119,84.484,11.067,62.813,16.058,69.04,73.627,13.049,14.095
2023-06-04 09:00:00,63.251,15.571,49.551,19.117,16.546,55.965,19.573,52.379,60.399,16.044,62.843,15.121,75.594,13.071,56.181,17.06,61.753,65.269,14.552,15.097
2023-06-04 09:30:00,59.659,16.573,43.831,20.619,17.547,51.457,21.075,50.513,56.011,17.046,58.488,16.122,62.813,14.574,53.729,18.061,58.64,60.358,15.053,16.099
2023-06-04 10:00:00,57.84,17.574,47.025,20.118,18.047,49.499,21.075,46.1,48.285,19.55,57.229,16.623,56.181,16.076,49.387,18.561,54.208,54.084,17.057,17.101
2023-06-04 10:30:00,51.039,18.575,44.473,21.619,18.548,49.499,22.075,46.1,46.313,20.551,54.056,17.624,55.57,16.577,46.877,20.062,52.926,52.811,17.057,18.103
2023-06-04 11:00:00,51.039,20.576,41.896,22.62,19.048,52.107,21.575,49.261,46.313,21.052,50.196,18.625,52.495,18.078,46.877,21.563,50.34,51.532,18.059,18.603
2023-06-04 11:30:00,49.149,21.077,51.428,21.619,19.548,54.686,22.075,49.888,51.536,20.051,50.843,19.126,53.113,18.579,47.506,21.563,54.847,54.084,18.059,18.603
2023-06-04 12:00:00,56.006,19.576,48.922,21.119,19.548,54.044,22.075,51.759,52.18,20.051,54.056,19.126,59.819,18.078,52.495,21.063,58.013,55.982,18.059,19.104
2023-06-04 12:30:00,57.84,20.076,53.909,21.619,21.049,54.044,19.573,60.887,55.377,20.051,56.598,19.126,58.006,18.579,53.113,19.562,57.383,58.492,18.559,18.603
2023-06-04 13:00:00,57.23,20.076,49.551,21.619,21.049,53.4,21.575,53.614,55.377,19.55,57.229,18.625,60.42,17.578,53.729,20.563,58.64,59.116,18.559,19.104
2023-06-04 13:30:00,57.23,20.576,55.753,20.619,21.049,51.457,21.575,53.614,53.465,20.551,54.694,19.626,59.216,18.078,54.958,20.062,57.383,57.867,18.559,19.604
2023-06-04 14:00:00,56.006,21.077,53.291,21.619,20.549,54.686,23.076,51.759,54.104,21.052,56.598,19.126,60.42,18.078,52.495,21.063,56.752,57.24,19.561,19.604
2023-06-04 14:30:00,53.536,22.077,49.551,23.12,21.049,49.499,20.574,54.843,52.823,20.551,55.33,20.127,57.399,19.079,52.495,21.063,58.64,56.612,18.559,19.104
2023-06-04 15:00:00,50.411,22.578,47.659,22.12,20.549,52.107,23.576,51.759,54.104,20.551,53.417,20.127,56.181,19.079,53.113,20.563,56.118,54.718,19.561,20.105
2023-06-04 15:30:00,49.149,24.078,47.025,23.12,20.049,53.4,23.576,48.632,50.889,20.551,53.417,20.627,55.57,19.079,51.876,20.563,56.752,54.084,19.06,19.104
2023-06-04 16:00:00,48.515,23.578,47.659,22.62,20.549,53.4,23.076,51.137,50.889,20.551,52.133,20.127,56.181,19.079,55.57,20.563,56.752,55.982,19.06,19.604
2023-06-04 16:30:00,47.243,23.578,53.291,21.119,19.548,55.965,23.576,49.888,54.104,20.051,52.133,20.627,56.181,19.079,53.113,20.563,58.013,55.982,19.06,19.104
2023-06-04 17:00:00,53.536,21.577,53.291,21.119,19.548,56.601,23.576,49.888,54.741,20.551,52.133,20.627,55.57,19.079,54.958,20.062,59.266,58.492,18.559,18.603
2023-06-04 17:30:00,54.156,21.577,52.672,21.119,20.049,57.236,22.575,51.137,55.377,20.051,50.843,21.127,57.399,19.079,54.958,20.062,61.134,59.738,18.559,18.603
2023-06-04 18:00:00,54.774,20.576,56.364,19.617,19.548,57.236,23.576,49.261,56.643,20.051,50.196,20.627,56.181,19.079,54.958,20.062,62.37,57.867,19.06,18.603
2023-06-04 18:30:00,57.84,21.077,60.598,18.616,19.048,57.869,24.076,48.632,56.011,19.55,50.843,20.627,58.006,19.58,59.819,19.062,60.513,59.116,19.06,18.603
2023-06-04 19:00:00,55.391,20.576,65.34,17.114,17.547,64.103,22.075,52.998,62.866,18.048,52.776,21.127,59.819,18.579,63.408,18.061,63.599,59.116,18.559,18.103
2023-06-04 19:30:00,63.251,18.575,67.673,16.613,17.046,66.546,20.074,54.843,64.089,17.547,56.598,19.626,64.594,18.078,61.021,18.061,67.843,63.439,17.558,17.101
2023-06-04 20:00:00,69.676,17.073,71.123,16.112,16.045,69.561,17.571,63.258,73.031,15.542,60.364,18.125,64.594,17.077,62.813,17.06,69.636,65.875,17.057,16.6
2023-06-04 20:30:00,76.45,15.571,72.26,14.108,14.042,74.873,15.569,71.909,76.495,14.039,61.606,17.123,68.703,16.577,66.363,16.559,70.822,71.861,16.055,16.099
2023-06-04 21:00:00,79.745,14.069,77.848,13.105,12.54,80.042,15.068,70.209,83.228,12.534,65.906,16.122,72.173,15.075,66.95,15.558,70.822,71.861,14.552,15.097
2023-06-04 21:30:00,84.571,12.567,81.124,12.103,12.039,83.407,14.066,73.594,85.414,11.531,66.514,15.621,74.459,14.574,70.444,14.055,76.645,75.379,13.55,13.594
2023-06-04 22:00:00,86.672,11.565,82.203,11.1,11.038,85.066,12.564,79.644,87.572,10.528,70.727,14.119,77.287,13.071,74.459,13.555,78.357,76.54,13.049,13.093
2023-06-04 22:30:00,89.26,11.064,84.342,10.599,10.537,86.708,11.562,82.326,89.701,10.026,72.508,13.618,81.19,12.069,74.459,13.054,78.357,80.554,12.046,12.592
2023-06-04 23:00:00,90.792,10.062,87.502,9.094,9.034,88.873,11.562,79.644,91.801,9.022,73.099,12.616,82.843,11.067,77.287,11.551,77.788,81.121,11.545,12.091
2023-06-04 23:30:00,92.811,9.561,91.624,8.09,8.533,91.009,10.058,87.566,93.357,8.018,76.611,11.614,86.653,9.564,81.19,11.05,82.844,82.814,10.542,10.085
2023-06-05 00:00:00,93.312,8.558,93.143,8.09,7.531,93.117,9.557,92.138,94.897,7.014,82.339,10.612,88.8,8.562,83.391,10.549,85.59,85.606,9.539,9.584
2023-06-05 00:30:00,95.297,8.057,96.632,7.087,7.531,94.679,9.056,94.127,95.407,7.014,85.7,9.61,91.455,7.559,87.729,9.547,87.755,88.359,9.037,8.581
2023-06-05 01:00:00,98.704,7.556,99.075,6.585,7.03,95.712,8.053,97.06,97.428,6.512,89.55,8.607,93.032,7.058,90.397,9.046,90.421,89.992,8.535,8.079
2023-06-05 01:30:00,99.663,7.055,99.559,6.083,6.528,97.755,8.053,98.503,98.925,6.01,91.176,8.607,91.982,6.055,93.555,8.544,91.475,92.149,8.034,7.577
2023-06-05 02:00:00,99.663,6.553,100.522,5.581,6.027,98.262,7.552,98.024,99.42,5.507,91.176,8.106,93.032,6.055,94.076,8.043,93.042,93.219,7.532,7.075
2023-06-05 02:30:00,101.087,6.553,101.954,5.581,6.027,99.269,7.051,99.458,99.42,5.507,94.387,7.605,95.633,5.554,96.149,7.542,94.594,94.811,7.532,6.574
2023-06-05 03:00:00,102.029,6.052,102.901,5.079,6.027,99.77,6.549,98.024,100.405,5.005,95.445,7.605,94.076,5.554,96.149,7.542,95.107,95.339,7.03,6.574
2023-06-05 03:30:00,102.497,6.052,103.372,5.079,5.526,100.269,7.051,100.876,100.895,4.502,94.387,7.103,94.596,5.052,96.149,7.041,95.619,95.865,7.03,6.574
2023-06-05 04:00:00,102.963,5.551,102.429,4.577,5.526,100.269,6.048,100.405,101.383,5.005,95.971,6.602,96.664,4.551,97.178,7.041,95.619,96.39,7.03,6.072
2023-06-05 04:30:00,102.497,5.551,102.901,4.577,5.025,100.269,6.549,102.744,101.87,4.502,97.02,6.602,96.149,4.551,97.178,7.041,95.619,97.435,7.03,6.072
2023-06-05 05:00:00,103.891,5.551,104.309,4.577,5.025,101.263,6.549,102.744,101.383,4.502,95.971,6.1,98.201,4.049,98.201,7.041,96.129,97.435,6.528,5.57
