,regen3,regen3,regen6,regen6,norway,norway,regen1,regen1,regen7,regen7,regen5,regen5,cat_bield,cat_bield,regen4,regen4,great_wood,great_wood,regen2,regen2
,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity,temperature,relative humidity
2024-06-16 03:00:00,,,,,,,,,,,,,5.025,113.972,,,,,,
2024-06-16 03:30:00,,,,,,,,,,,,,5.025,114.418,,,,,,
2024-06-16 04:00:00,,,,,,,,,,,,,5.025,114.418,,,,,,
2024-06-16 04:30:00,,,6.602,106.172,,,6.553,106.632,,,,,5.526,113.525,,,,,,
2024-06-16 05:00:00,,,6.602,105.677,,,7.556,106.632,7.051,105.496,6.083,104.775,6.528,113.075,6.528,107.059,,,7.014,105.223
2024-06-16 05:30:00,8.088,121.252,7.103,105.677,,,8.057,106.18,7.552,105.949,7.087,103.841,7.531,113.972,7.03,107.059,,,7.516,104.274
2024-06-16 06:00:00,8.088,121.252,7.605,105.18,7.075,105.954,8.558,106.632,8.053,105.496,7.589,103.841,8.032,113.972,8.034,107.059,,,8.52,104.75
2024-06-16 06:30:00,9.091,124.33,8.106,105.677,7.577,105.48,9.561,107.533,9.056,105.041,8.09,104.309,8.533,113.972,8.535,106.566,,,9.022,104.274
2024-06-16 07:00:00,9.592,121.252,8.607,105.18,8.079,106.427,10.062,106.18,9.557,105.041,8.592,104.775,9.535,113.525,9.037,106.566,,,9.524,104.75
2024-06-16 07:30:00,10.094,121.252,9.109,105.677,8.581,106.427,10.563,106.632,10.559,105.041,9.094,104.775,10.036,113.525,9.037,106.072,9.547,104.228,10.528,104.274
2024-06-16 08:00:00,10.595,124.33,9.61,105.18,9.082,105.954,11.565,105.725,11.061,104.585,9.595,103.841,10.537,113.972,9.539,106.566,10.048,104.721,11.029,103.318
2024-06-16 08:30:00,11.597,121.252,9.61,105.677,10.085,105.004,12.066,99.663,11.562,103.668,10.097,103.841,12.54,113.972,10.04,106.566,10.549,103.733,11.531,100.405
2024-06-16 09:00:00,11.597,124.33,10.612,104.682,10.587,105.954,13.067,98.223,12.063,105.041,10.599,101.954,12.039,113.075,10.542,106.072,11.05,102.739,12.033,97.428
2024-06-16 09:30:00,13.101,121.252,11.113,105.18,11.088,105.48,13.067,92.309,12.063,101.346,11.1,100.522,14.042,114.418,11.043,105.079,11.551,101.74,12.534,96.925
2024-06-16 10:00:00,13.602,110.637,11.113,102.167,11.589,100.639,13.568,87.713,13.065,98.024,11.601,98.59,15.544,114.862,11.545,105.576,12.052,98.201,13.036,91.801
2024-06-16 10:30:00,14.103,110.637,11.614,96.496,12.091,96.637,14.069,88.746,12.564,97.06,12.604,92.132,14.543,110.802,12.046,105.079,13.054,94.076,13.036,91.279
2024-06-16 11:00:00,15.105,90.874,11.614,97.02,12.592,97.144,14.57,84.571,13.065,92.638,12.103,94.648,15.544,81.171,11.545,102.569,13.555,92.508,13.537,87.572
2024-06-16 11:30:00,15.105,94.059,12.115,93.856,12.592,91.475,16.072,82.978,15.068,91.637,13.105,91.114,17.547,73.705,12.046,98.991,14.055,87.192,14.54,83.228
2024-06-16 12:00:00,13.602,98.737,12.616,92.789,13.093,89.891,15.071,85.625,14.567,92.638,13.607,86.455,19.048,69.561,13.049,96.39,14.055,87.192,14.54,86.497
2024-06-16 12:30:00,14.604,93.531,12.616,94.917,12.592,93.561,15.571,77.555,14.066,87.049,13.607,88.542,17.547,73.119,13.55,94.282,13.054,91.982,13.537,81.012
2024-06-16 13:00:00,13.602,93.531,12.616,90.094,13.093,93.042,14.57,82.978,14.066,86.531,13.607,84.873,18.047,70.754,13.55,89.992,13.555,86.653,14.039,84.324
2024-06-16 13:30:00,13.101,97.191,12.616,89.55,12.592,90.949,15.071,80.829,14.567,86.012,13.607,85.929,17.046,71.348,13.55,93.751,13.054,87.729,14.54,83.228
2024-06-16 14:00:00,14.103,87.092,12.616,87.359,12.592,89.891,14.57,80.288,13.565,83.916,13.607,84.873,15.544,77.188,13.55,91.612,12.553,89.334,13.537,82.123
2024-06-16 14:30:00,14.103,89.262,12.616,89.55,12.592,86.676,14.57,79.2,13.565,86.012,13.105,84.342,16.546,68.961,13.049,91.074,13.054,86.112,14.039,81.569
2024-06-16 15:00:00,14.604,85.449,12.616,87.909,12.592,88.292,15.571,77.555,13.565,86.012,13.105,84.873,20.549,59.758,13.049,90.534,13.555,85.571,14.54,82.123
2024-06-16 15:30:00,14.103,91.408,12.616,89.005,13.093,88.292,14.069,78.653,13.565,85.49,13.607,83.81,22.05,52.754,13.049,92.685,14.556,83.938,14.039,79.894
2024-06-16 16:00:00,13.101,93.003,12.616,88.458,13.093,88.292,14.069,82.443,13.065,87.049,12.604,84.873,18.047,65.328,12.547,91.074,13.555,85.028,13.537,84.87
2024-06-16 16:30:00,13.101,106.273,12.115,90.094,12.592,89.891,13.067,86.672,13.065,91.637,12.604,85.929,16.045,70.158,12.547,93.751,13.054,87.729,13.036,88.64
2024-06-16 17:00:00,11.597,121.252,11.614,93.323,12.592,91.475,12.066,95.789,11.562,99.932,12.103,92.132,14.042,98.766,12.046,95.339,12.553,93.032,11.531,96.421
2024-06-16 17:30:00,11.597,124.33,11.113,100.127,11.088,99.152,11.565,98.223,11.562,101.346,11.1,98.59,11.539,111.717,11.043,101.554,11.05,98.201,11.029,98.427
2024-06-16 18:00:00,11.597,124.33,10.612,100.639,11.088,101.131,11.565,99.663,11.562,101.346,10.599,99.075,11.539,112.171,11.043,103.074,11.05,100.735,11.029,99.913
2024-06-16 18:30:00,11.597,124.33,10.612,102.673,11.088,101.131,11.565,99.184,11.562,101.814,10.599,99.559,11.038,112.171,10.542,103.577,11.05,100.735,11.029,99.913
2024-06-16 19:00:00,11.597,124.33,10.612,102.167,11.088,101.621,11.565,99.663,11.562,102.28,10.599,100.522,11.539,112.624,11.043,104.079,11.551,102.24,11.029,101.383
2024-06-16 19:30:00,11.597,121.252,10.612,102.673,11.088,102.11,11.565,100.614,11.562,102.744,10.599,100.522,11.038,111.717,10.542,104.079,11.05,103.237,11.029,101.383
2024-06-16 20:00:00,11.597,121.252,11.113,103.178,11.589,103.565,11.565,101.087,11.562,102.744,11.1,101.001,11.038,111.26,11.043,105.079,11.551,102.739,11.029,101.383
2024-06-16 20:30:00,11.597,120.807,11.113,103.178,11.589,103.082,11.565,102.029,11.562,102.744,10.599,101.001,11.038,111.717,11.043,104.58,11.05,102.739,11.029,101.87
2024-06-16 21:00:00,11.597,120.807,11.113,102.673,11.088,103.082,11.064,101.087,11.562,103.207,10.599,102.429,11.038,112.624,11.043,105.079,11.551,102.24,11.029,101.383
2024-06-16 21:30:00,11.096,124.33,10.612,103.681,11.088,103.565,11.064,102.497,11.061,102.28,10.599,101.479,11.038,112.171,10.542,105.079,11.05,100.735,10.528,102.354
2024-06-16 22:00:00,11.096,124.33,10.612,103.178,11.088,103.082,10.563,102.029,11.061,103.207,10.097,101.954,10.537,113.075,10.542,105.079,11.05,102.24,10.528,101.87
2024-06-16 22:30:00,11.096,124.33,10.612,104.182,10.587,103.082,10.563,101.087,10.559,103.668,10.097,101.954,10.036,113.075,10.542,105.079,10.549,103.237,10.026,102.354
2024-06-16 23:00:00,11.096,124.33,10.111,104.182,10.587,103.565,10.563,103.428,10.559,103.207,10.097,101.954,10.036,112.624,10.04,105.079,10.549,102.739,10.528,102.354
2024-06-16 23:30:00,11.096,124.33,10.111,103.681,10.587,104.046,10.563,102.497,10.559,103.668,10.097,102.429,10.036,113.075,10.04,105.079,10.549,103.733,10.528,102.354
2024-06-17 00:00:00,11.096,124.33,10.111,104.182,10.587,104.526,10.563,102.963,10.559,103.668,10.097,102.429,10.036,113.075,10.04,105.576,10.549,103.237,10.026,102.354
2024-06-17 00:30:00,10.595,124.33,10.111,103.681,10.587,104.046,10.563,103.428,10.559,103.207,10.097,101.954,10.036,113.075,10.04,105.079,10.549,101.74,10.026,102.354
2024-06-17 01:00:00,10.595,124.33,10.111,104.682,10.587,104.046,10.563,103.428,10.559,104.128,10.097,102.901,10.036,113.075,10.04,105.079,10.549,101.238,10.026,102.837
2024-06-17 01:30:00,10.595,124.33,10.111,104.182,10.587,103.082,10.563,103.428,10.559,104.128,10.097,102.901,10.036,113.075,10.04,105.576,10.549,101.74,10.026,102.837
2024-06-17 02:00:00,10.595,124.33,10.111,103.681,10.587,104.526,10.563,103.428,10.559,103.668,10.097,101.954,10.036,112.624,10.04,105.079,10.549,102.24,10.026,102.837
2024-06-17 02:30:00,10.595,124.33,10.111,104.182,10.587,103.565,10.563,102.963,10.559,103.668,10.097,102.429,10.036,113.525,10.04,105.576,10.549,102.739,10.026,102.837
2024-06-17 03:00:00,10.595,124.33,10.111,103.681,10.587,103.082,10.563,103.891,10.559,103.207,10.097,102.429,10.036,113.525,10.04,105.576,10.549,103.237,10.026,102.354
2024-06-17 03:30:00,10.595,124.33,10.111,104.682,10.587,104.046,10.563,102.963,10.559,103.668,10.097,102.901,10.036,113.075,10.04,105.576,10.549,103.237,10.026,102.837
2024-06-17 04:00:00,10.595,124.33,10.111,104.182,10.587,103.565,10.563,102.963,10.559,103.668,10.097,102.901,10.036,113.525,10.04,105.576,10.549,103.733,10.026,102.354
2024-06-17 04:30:00,10.595,124.33,10.111,104.182,10.587,104.046,10.563,103.891,10.559,103.668,10.097,103.372,10.036,113.075,10.04,105.079,10.549,103.733,10.026,102.837
2024-06-17 05:00:00,10.595,124.33,10.111,104.182,10.587,105.004,10.563,104.352,10.559,104.128,10.097,102.429,10.036,113.075,10.04,105.576,10.549,103.237,10.026,103.797
2024-06-17 05:30:00,11.096,122.58,10.111,104.682,10.587,105.004,10.563,103.428,10.559,104.128,10.097,102.901,10.036,113.075,10.04,105.576,10.549,103.733,10.528,102.837
2024-06-17 06:00:00,11.096,121.252,10.111,105.18,10.587,105.004,10.563,105.725,11.061,103.668,10.097,102.901,10.537,113.525,10.04,105.576,10.549,104.228,10.528,103.797
2024-06-17 06:30:00,11.096,120.807,10.612,104.182,10.587,105.004,11.064,103.891,11.061,104.128,10.097,101.954,10.537,113.075,10.542,105.576,10.549,103.733,10.528,103.318
2024-06-17 07:00:00,11.597,121.252,10.612,103.178,11.088,105.48,11.064,103.428,11.061,104.128,10.097,103.372,10.537,113.075,10.542,106.072,11.05,104.228,11.029,102.837
2024-06-17 07:30:00,11.597,124.33,10.612,105.677,11.088,104.526,12.066,102.963,12.063,103.668,10.599,102.429,11.038,113.075,10.542,105.576,11.05,103.237,11.531,100.895
2024-06-17 08:00:00,11.597,124.33,11.113,104.182,11.088,105.004,12.066,101.087,11.562,102.28,11.1,102.429,12.54,114.418,11.043,106.072,11.551,103.237,11.531,99.913
2024-06-17 08:30:00,12.098,121.252,11.113,104.182,11.088,103.082,12.567,98.704,12.564,102.744,11.1,102.429,12.039,113.525,11.043,106.072,11.551,102.24,12.033,99.42
2024-06-17 09:00:00,12.6,121.252,11.614,104.682,11.589,104.046,12.567,97.254,12.564,101.346,11.601,101.001,14.042,113.525,11.545,105.079,12.052,102.739,12.534,97.428
2024-06-17 09:30:00,12.6,121.252,11.113,103.178,11.589,103.565,13.067,98.223,12.564,101.346,11.601,100.522,13.041,114.418,11.545,105.576,12.052,98.71,12.534,96.421
2024-06-17 10:00:00,12.6,121.252,11.614,102.167,12.091,102.597,13.067,98.704,12.564,101.814,11.601,100.522,14.042,114.418,11.545,105.079,12.553,100.231,12.534,98.925
2024-06-17 10:30:00,15.105,115.81,11.614,103.178,12.091,102.11,15.571,94.803,14.066,102.28,11.601,101.001,14.042,113.525,11.545,105.079,12.553,99.219,14.54,96.421
2024-06-17 11:00:00,15.105,117.19,12.616,101.659,13.093,100.639,16.072,89.26,15.068,98.024,13.105,100.522,21.049,116.183,12.547,105.079,14.556,90.397,14.54,93.357
2024-06-17 11:30:00,15.605,109.677,13.117,100.127,13.093,96.637,16.072,89.26,14.567,98.981,14.108,97.124,18.548,78.335,13.55,103.577,14.556,94.076,14.54,93.357
2024-06-17 12:00:00,15.105,105.287,13.117,98.58,13.594,98.652,17.073,85.099,15.569,94.127,13.607,95.643,20.049,74.873,13.55,103.577,14.556,94.076,16.044,84.87
2024-06-17 12:30:00,15.605,98.737,13.618,93.323,13.594,95.619,15.071,88.23,14.567,95.111,15.11,90.603,18.047,86.162,14.051,101.045,14.556,91.982,14.54,88.107
2024-06-17 13:00:00,17.108,94.059,13.117,94.387,14.095,94.594,17.073,83.511,15.569,90.629,14.108,92.639,17.547,85.066,13.55,100.021,14.055,92.508,16.044,85.956
2024-06-17 13:30:00,17.108,89.8,13.618,92.789,14.596,91.999,16.573,82.443,16.069,88.594,14.609,87.502,19.048,71.348,14.051,99.507,16.058,85.571,16.044,83.228
2024-06-17 14:00:00,17.608,85.998,14.62,90.094,15.097,86.676,18.074,75.338,16.57,80.722,15.11,84.873,24.051,57.869,15.053,97.955,15.558,84.484,17.046,77.066
2024-06-17 14:30:00,17.608,77.609,15.121,86.255,15.097,82.844,18.074,71.392,17.071,78.014,16.613,81.124,24.051,29.739,15.053,93.219,16.559,83.391,18.048,70.096
2024-06-17 15:00:00,17.108,85.449,15.121,79.494,15.598,78.924,17.073,74.779,16.57,81.258,16.613,77.848,23.05,-13.475,15.053,87.262,16.058,77.287,16.044,74.771
2024-06-17 15:30:00,16.607,85.998,14.62,84.026,15.598,81.175,18.074,75.338,16.57,84.442,15.611,80.039,28.051,-35.113,15.053,87.811,16.559,78.409,18.549,69.503
2024-06-17 16:00:00,16.607,88.18,15.121,82.903,15.598,80.615,16.573,78.653,15.569,85.49,16.112,80.582,24.551,-35.113,15.053,92.149,16.058,81.19,16.044,78.202
2024-06-17 16:30:00,16.607,82.124,14.62,86.808,15.097,88.292,18.074,73.657,17.071,79.644,15.11,83.276,24.051,-35.113,14.552,91.074,16.058,81.742,18.048,70.096
2024-06-17 17:00:00,15.105,84.346,14.62,85.143,15.097,81.733,16.072,75.338,15.068,84.442,15.611,78.398,21.049,-35.113,15.053,89.449,16.058,79.525,14.54,79.894
2024-06-17 17:30:00,14.604,92.473,14.119,82.903,14.596,82.289,16.072,79.2,15.068,87.566,14.609,84.342,27.551,-35.113,14.051,91.074,15.558,81.742,15.041,82.123
2024-06-17 18:00:00,14.103,95.631,14.119,87.909,14.095,86.134,15.571,82.443,14.567,85.49,14.108,86.979,24.551,50.154,13.55,93.219,14.556,85.028,14.54,81.569
2024-06-17 18:30:00,13.602,94.584,13.618,87.909,14.095,86.676,14.57,83.511,14.567,87.566,13.607,86.455,19.548,-35.113,13.049,93.751,14.055,86.112,14.54,81.012
2024-06-17 19:00:00,13.602,95.109,13.117,89.55,13.594,87.755,14.069,85.099,13.565,88.081,13.105,88.023,19.048,67.757,13.049,94.282,14.556,85.571,13.537,85.414
2024-06-17 19:30:00,13.602,93.531,12.616,90.094,13.093,87.755,13.568,85.099,13.565,88.594,13.105,88.542,15.544,77.188,12.547,95.865,13.555,88.8,13.036,84.87
2024-06-17 20:00:00,13.602,96.153,12.115,90.094,13.594,87.217,13.067,87.713,13.065,91.134,12.604,89.06,17.046,73.119,12.046,94.282,13.555,88.265,12.534,89.171
2024-06-17 20:30:00,13.101,96.673,12.115,92.789,13.093,87.755,12.567,89.773,12.564,93.136,12.103,90.603,15.044,78.906,12.046,95.865,13.054,89.334,12.534,90.754
2024-06-17 21:00:00,12.6,101.791,11.614,92.789,12.592,90.421,12.066,91.805,12.564,94.127,11.601,91.624,14.042,82.851,11.545,97.435,12.553,89.866,12.033,92.84
2024-06-17 21:30:00,12.6,105.781,11.614,96.496,12.592,92.522,12.066,95.297,12.063,97.06,11.601,93.143,13.041,87.252,11.545,98.474,12.052,91.982,11.531,96.421
2024-06-17 22:00:00,12.098,109.195,11.614,98.062,12.091,94.594,11.565,96.767,12.063,97.06,11.1,96.139,12.54,93.64,11.545,99.507,12.052,93.555,11.531,96.421
2024-06-17 22:30:00,12.098,111.114,11.113,98.58,12.091,96.637,11.565,96.767,12.063,97.543,11.1,98.103,12.039,94.679,11.545,101.045,12.052,96.149,11.029,96.925
2024-06-17 23:00:00,11.597,109.195,11.113,97.541,12.091,96.129,11.565,97.254,11.562,97.06,11.1,97.614,11.539,96.225,11.043,101.554,11.551,97.178,11.029,97.929
2024-06-17 23:30:00,11.597,112.065,11.113,99.097,11.589,98.151,11.064,96.767,11.562,98.503,10.599,98.103,11.539,97.247,11.043,101.045,11.551,96.664,11.029,97.428
2024-06-18 00:00:00,11.597,111.114,10.612,98.58,11.589,97.648,11.064,96.279,11.061,98.024,10.599,96.632,11.539,96.737,10.542,101.554,11.551,96.149,10.528,96.421
2024-06-18 00:30:00,11.096,113.48,10.612,98.062,11.589,95.107,10.563,97.254,11.061,97.543,10.599,97.614,11.038,97.755,10.542,101.045,11.05,96.149,10.528,97.428
2024-06-18 01:00:00,11.096,114.417,10.612,98.58,11.088,97.144,10.563,99.184,11.061,98.024,10.097,98.103,11.038,97.755,10.542,101.554,11.05,96.664,10.528,97.428
2024-06-18 01:30:00,11.096,113.48,10.111,98.58,11.088,96.637,10.563,100.139,11.061,98.503,10.097,98.103,10.537,98.766,10.542,102.062,11.05,97.178,10.528,98.925
2024-06-18 02:00:00,11.096,114.882,10.111,99.097,11.088,97.144,10.563,99.663,11.061,99.932,10.097,98.59,10.537,99.77,10.04,101.554,11.05,97.69,10.528,97.929
2024-06-18 02:30:00,11.096,116.732,10.111,99.613,11.088,98.151,10.563,100.614,11.061,99.932,10.097,99.075,10.537,101.263,10.04,101.554,11.05,98.71,10.026,99.913
2024-06-18 03:00:00,11.096,120.807,10.111,100.639,11.088,99.152,10.563,100.614,10.559,100.876,10.097,99.559,10.537,102.249,10.04,102.569,10.549,99.726,10.026,100.405
2024-06-18 03:30:00,11.096,122.139,10.111,101.15,11.088,99.152,10.563,101.559,10.559,101.346,10.097,101.001,10.537,109.417,10.04,103.074,10.549,99.726,10.026,100.895
2024-06-18 04:00:00,10.595,120.36,10.111,102.167,11.088,99.152,10.062,101.087,10.559,100.876,10.097,100.522,10.036,107.072,10.04,103.074,10.549,100.231,10.026,99.913
2024-06-18 04:30:00,10.595,121.252,10.111,101.15,10.587,98.652,10.062,102.029,10.559,101.346,10.097,100.042,10.036,105.164,10.04,104.079,10.549,99.726,10.026,101.383
2024-06-18 05:00:00,10.595,120.807,10.111,101.15,10.587,99.152,10.062,102.029,10.559,99.932,9.595,100.522,10.036,103.714,10.04,103.074,10.549,100.735,10.026,100.895
2024-06-18 05:30:00,11.096,119.01,10.111,100.639,10.587,101.131,10.563,101.087,10.559,99.932,10.097,101.001,10.537,99.77,10.04,103.577,10.549,100.231,10.026,99.913
2024-06-18 06:00:00,11.096,115.81,10.111,100.639,10.587,98.652,10.563,100.614,10.559,99.458,10.097,99.559,10.537,99.77,10.04,102.569,10.549,98.201,10.026,99.913
2024-06-18 06:30:00,11.096,112.538,10.111,100.127,10.587,98.151,11.064,98.223,11.061,98.981,10.097,99.075,10.537,97.755,10.04,101.554,10.549,96.664,11.029,97.929
2024-06-18 07:00:00,11.096,113.48,10.111,99.097,11.088,97.144,11.064,97.254,11.061,98.024,10.599,98.103,12.039,94.16,10.542,103.074,11.05,97.178,11.029,96.421
2024-06-18 07:30:00,11.597,109.195,10.612,99.097,11.088,98.652,12.066,94.308,11.562,97.06,10.599,97.614,12.039,94.679,10.542,102.569,11.05,97.178,12.033,94.386
2024-06-18 08:00:00,11.597,104.296,10.612,99.613,11.088,98.151,12.567,92.309,12.063,94.127,10.599,95.643,13.542,88.873,10.542,101.045,11.551,96.664,12.033,90.754
2024-06-18 08:30:00,12.098,103.298,11.113,99.613,11.589,94.079,13.568,88.746,12.564,92.138,11.1,93.647,14.042,87.252,11.043,100.534,12.052,95.115,13.036,88.107
2024-06-18 09:00:00,12.098,100.779,11.113,94.917,11.589,93.561,12.567,86.672,12.564,92.638,11.601,93.143,15.544,80.607,11.043,100.021,12.052,94.076,12.534,88.107
2024-06-18 09:30:00,13.101,97.708,11.113,92.253,12.091,93.042,14.069,84.042,13.065,89.615,11.601,90.603,15.044,83.962,11.545,96.913,12.052,93.555,13.036,83.777
2024-06-18 10:00:00,13.101,92.473,11.614,90.636,12.091,87.755,13.568,85.625,13.065,86.531,12.103,89.06,15.044,80.042,11.545,96.39,12.553,89.334,13.036,84.87
2024-06-18 10:30:00,13.101,87.636,11.614,90.636,12.091,88.292,13.568,85.099,13.565,87.566,12.103,88.023,15.044,80.607,11.545,93.751,12.553,87.729,13.537,84.324
2024-06-18 11:00:00,13.101,90.874,11.614,89.55,12.592,86.134,14.069,84.571,13.065,87.566,12.103,86.979,15.544,77.188,12.046,92.685,13.054,87.192,13.036,84.324
2024-06-18 11:30:00,13.602,88.18,12.115,89.55,12.592,89.36,14.069,81.369,13.565,86.531,12.604,89.06,15.044,77.188,12.046,94.811,13.054,87.192,13.036,84.324
2024-06-18 12:00:00,14.103,88.18,12.115,89.55,12.592,88.827,14.57,81.369,14.066,84.967,12.604,88.023,15.544,76.612,12.046,93.219,13.555,84.484,14.039,81.012
2024-06-18 12:30:00,15.105,84.898,12.616,88.458,13.093,85.044,17.073,74.219,15.569,80.183,13.105,84.873,17.046,71.348,12.547,92.149,14.055,84.484,15.041,78.768
2024-06-18 13:00:00,15.105,79.878,13.618,83.465,14.095,82.844,15.071,74.779,16.069,79.102,15.611,77.297,20.549,63.488,14.552,84.494,15.057,80.637,15.542,78.202
2024-06-18 13:30:00,15.605,77.609,13.618,81.773,14.095,81.733,17.574,74.219,16.069,78.014,14.609,78.947,17.046,71.348,14.051,85.606,14.556,80.637,17.046,71.863
2024-06-18 14:00:00,16.106,78.747,14.62,81.206,14.095,80.615,15.571,77.003,15.569,79.102,15.611,78.398,17.547,71.348,14.552,85.05,15.057,81.19,15.041,79.332
2024-06-18 14:30:00,16.607,77.609,13.618,85.143,14.596,82.289,17.574,74.779,16.57,78.559,14.108,82.203,18.548,67.757,14.051,88.359,15.558,80.637,18.048,70.096
2024-06-18 15:00:00,17.108,78.179,14.62,80.637,15.097,82.844,16.573,73.657,16.57,75.817,16.112,77.297,20.049,65.938,15.053,84.494,16.058,80.082,16.545,70.686
2024-06-18 15:30:00,16.106,77.038,14.119,82.903,15.097,76.645,17.073,74.219,16.57,81.793,15.11,79.494,20.049,62.871,14.051,86.159,17.06,75.594,16.545,74.771
2024-06-18 16:00:00,16.607,78.179,14.119,82.339,15.097,78.924,18.074,71.961,17.571,76.919,15.11,78.947,19.048,65.938,14.552,86.711,15.558,78.409,20.551,61.636
2024-06-18 16:30:00,16.106,79.878,15.121,79.494,15.097,80.053,19.075,70.25,17.571,73.594,16.112,73.953,20.049,64.103,15.053,85.05,16.058,78.968,19.049,67.115
2024-06-18 17:00:00,15.605,83.238,15.121,81.206,15.097,80.053,18.074,74.219,17.071,76.369,16.112,77.848,20.049,65.938,15.053,86.711,16.058,81.742,17.046,73.031
2024-06-18 17:30:00,15.605,84.346,15.121,81.206,15.097,82.844,17.073,74.779,16.57,80.183,15.611,77.848,19.048,67.153,15.053,85.606,16.559,77.849,16.044,74.771
2024-06-18 18:00:00,15.105,85.449,15.121,80.637,15.097,82.289,17.073,74.779,16.069,81.258,15.11,80.039,19.048,67.153,14.552,86.711,17.06,77.849,16.044,74.771
2024-06-18 18:30:00,14.604,88.18,14.62,81.773,15.097,81.733,16.072,78.105,15.569,84.967,15.11,80.582,18.548,68.36,14.552,87.262,16.559,78.409,15.542,79.894
2024-06-18 19:00:00,15.105,90.874,14.62,82.903,14.596,85.044,16.573,78.653,16.069,84.967,14.609,82.74,16.045,75.455,14.051,92.149,15.057,83.391,16.044,78.768
2024-06-18 19:30:00,14.604,90.874,14.62,84.586,15.097,85.59,14.57,85.625,15.068,87.049,14.609,82.203,16.546,76.612,14.552,88.905,15.057,82.843,14.54,85.414
2024-06-18 20:00:00,14.604,84.898,14.119,88.458,14.596,85.59,14.57,79.2,14.567,85.49,14.108,88.023,16.045,81.171,13.55,91.612,14.556,87.192,14.039,79.894
2024-06-18 20:30:00,14.604,87.092,13.618,84.026,14.596,81.733,14.57,80.288,14.567,88.081,13.607,83.276,15.044,79.475,13.55,87.262,14.556,82.843,14.039,82.676
2024-06-18 21:00:00,13.602,85.449,13.618,90.636,14.095,86.134,13.067,84.042,13.065,88.081,13.607,83.276,15.044,81.171,13.55,89.992,14.055,85.028,12.534,85.956
2024-06-18 21:30:00,13.101,86.546,12.616,87.909,13.594,83.397,12.567,86.15,12.564,90.123,12.604,86.455,13.041,85.615,12.547,90.534,13.054,85.028,12.033,87.035
2024-06-18 22:00:00,12.098,95.631,12.115,90.636,13.093,83.948,12.066,90.283,12.063,93.136,12.103,85.929,12.039,91.009,12.046,92.685,13.054,85.571,11.531,91.801
2024-06-18 22:30:00,12.6,91.941,11.614,94.387,12.592,88.827,11.565,91.3,11.562,94.127,11.601,92.132,11.539,94.16,11.545,94.811,12.553,89.334,11.029,94.897
2024-06-18 23:00:00,12.098,97.708,11.113,95.445,12.091,89.36,11.565,91.3,11.562,94.62,10.599,95.147,10.537,96.225,11.043,96.39,12.052,89.866,11.029,95.915
2024-06-18 23:30:00,12.6,90.874,11.614,93.323,12.091,92.522,12.066,89.26,12.063,94.62,11.601,90.603,11.539,93.64,11.043,97.435,12.052,89.866,11.531,92.321
2024-06-19 00:00:00,12.6,97.708,11.614,93.856,12.592,90.421,12.066,89.773,12.063,94.127,11.1,92.132,12.039,91.009,11.545,96.39,12.052,89.866,11.531,91.801
2024-06-19 00:30:00,11.597,93.003,11.614,93.856,12.091,90.949,11.565,89.26,11.562,95.111,11.1,94.648,11.539,92.593,11.545,96.39,12.052,89.334,10.528,92.84
2024-06-19 01:00:00,11.597,95.631,11.113,91.715,11.589,91.475,11.064,89.773,11.061,97.06,10.599,93.143,10.537,94.16,11.043,96.39,11.551,90.927,10.026,95.915
2024-06-19 01:30:00,11.597,87.636,10.612,93.323,11.589,92.522,10.563,90.283,10.559,97.06,10.599,92.132,11.038,90.478,10.542,95.339,11.551,88.8,9.524,97.428
2024-06-19 02:00:00,11.597,88.18,10.612,93.323,11.589,88.292,10.563,89.773,10.559,95.601,9.595,94.148,10.537,91.539,10.04,96.39,11.551,84.484,10.026,93.872
2024-06-19 02:30:00,11.096,94.059,10.612,92.253,11.088,88.292,10.563,91.805,9.557,98.024,10.097,92.639,10.036,88.334,10.04,96.39,11.05,87.192,9.022,97.428
2024-06-19 03:00:00,11.096,93.531,10.111,94.917,10.587,94.594,10.563,89.773,10.058,98.024,9.595,95.643,9.535,96.737,10.04,96.39,10.549,90.927,9.524,98.925
2024-06-19 03:30:00,11.096,86.546,10.111,95.971,10.587,95.107,10.563,83.511,10.058,95.601,9.595,94.148,10.036,95.196,10.04,95.865,10.549,91.982,9.524,93.357
2024-06-19 04:00:00,10.595,91.941,10.111,92.789,10.587,95.619,10.062,89.26,9.557,96.575,9.595,90.09,10.036,87.794,10.04,93.219,10.549,85.571,9.022,96.421
2024-06-19 04:30:00,10.595,92.473,9.61,93.856,10.587,94.594,10.563,84.571,10.058,98.024,9.094,95.147,9.535,96.737,9.539,94.282,10.549,89.334,9.524,95.915
2024-06-19 05:00:00,10.595,91.408,10.111,91.715,10.587,95.107,10.563,85.099,10.058,97.06,9.595,95.147,10.036,94.679,9.539,93.219,10.549,89.334,9.524,94.386
2024-06-19 05:30:00,10.595,87.092,10.111,94.917,10.085,92.522,10.062,87.193,9.557,96.575,9.595,93.143,10.036,95.196,10.04,93.219,10.549,92.508,9.022,95.915
2024-06-19 06:00:00,10.595,93.531,9.61,90.636,10.085,94.594,10.563,93.811,10.058,97.543,9.094,96.139,9.535,93.64,9.539,96.913,10.549,89.334,9.524,94.897
